file_in,title,journal,count_prereg,prereg_context,prereg_term_context
,,,,"ce intervals derived from blockwise bootstrap sampling. the preregistered search phrases “piti” never appeared in news headlines and is thus not displayed. si figure c1 shows similar results for full-text baidu search of news media. governance in authoritarian settings, we conducted a series of interviews with 20 municipal epb officials in our sample, seven ngos that adopted the piti in- tervention, and three local scholars from cities in our sample knowledgeabl",
10.1111_ajps.12468,"Cultivating clients: reputation, responsiveness, and ethnic indifference in india's slums",American Journal of Political Science,1,"iew board approval from american university (15098) and was preregistered with evidence in governance and politics (20160813). ved prakash sharma and the survey team provided excellent research assistance. this research was made possible by grants from the macmillan center, yale university, and the school of international service, american university. sufficiently investigate the factors structuring the bottom- up responsiveness of brokers to quotidian requests ",
10.1111_insp.12018,National security council: simulating decision-making dilemmas in real time,International Studies Perspectives,1,"nts are appropriately self-selected into the simulation. if preregistration screening processes are not permitted, on the first day of class, the instructor should review the syllabus and course expectations with students and consult with students who are unsure about fit. jonathan m. dicicco 441 downloaded from https://academic.oup.com/isp/article/15/4/438/1804012 by r.g. menzies library, building #2, australian national university user on 11 august 2021 assign",
10.1111_j.1467-9299.2011.01980.x,Removing the cultural and managerial barriers in project-to-project learning: a case from the uk public sector,Public Administration,1," to drop the requirement for providers to be accredited and pre-registered. public administration vol. 90, no. 3, 2012 (664–684) © 2011 blackwell publishing ltd. 672 mark hall et al. april 1997 december 2002 jan 1998 jan 1999 jan 2000 jan 2001 jan 2002 may 1997 labour party manifesto apr 1999 tecs offer limited number of accounts jul 2000 capita wins contract to run ila scheme learning and skills act 2000 – royal ascent sep 2000 individual learning accounts regul",
10.1111_lsq.12242,Constituent communication through telephone town halls: a field experiment involving members of congress,Legislative Studies Quarterly,4," constituents from the corresponding congressional district pre-registered for a telephone town hall scheduled to be hosted by their mc.15 at the time of the scheduled session, the telephone town hall software platform dialed all the registered participants at the phone numbers they provided. to ensure that the number of participants in these events mirrored those in a normal telephone town hall, we conducted additional random call-outs using the recruitment list","2018. this page has been taken down, but the video can be found at https://www.youtube.com/watch?v=cosfhwhsp8k, last accessed march 13, 2019. 4 to our knowledge, the only existing study of constituent reactions to telephone town halls comes from a 2007 research report from the congressional institute (congressional institute 2007). this report describ"
,,,,"is software error, see appendix figure a1. 15 the number of pre-registered participants varied across the four mcs: desaulnier (429), larsen (146), moulton (128), and takano (237). participants could indicate they were available for both sessions scheduled for their district, and these were randomized into a session. was 491 constituents.16,17 we did not label the registered participants, so that those conducting the town hall were not aware of who was registered",
,,,,"umbers of participants, allowed constituents to sign up and pre-register for a telephone town hall session, a departure from typical practice where constituents are cold-called without advance notice. these deviations from current practice helped structure a systematic study of telephone town halls. in fact, the deviations do not substantially change the telephone town hall experience or structure—the treatment and control conditions both very closely approximate",
,,,,"bjects did not know about the details of their session upon preregistration. therefore, we assume that selection into treatment is ignorable, and hence that the parallel path assumption is plausible. our findings are local to constituents who select into a telephone town halls and the kind of mcs who participated in our study. under our design, we can evaluate the reactions to the telephone town halls among those who accepted our invitation to participate and so",
10.1111_padm.12101,'{Democratizing}' public services? {Representation} and elections in the scottish nhs,Public Administration,1,"- and 17-year olds (those born after november 1993 who were pre-registered) could both vote and stand as candidates. election expenditures were limited to £250; to put this figure in context, over 350,000 people live in fife. between 8 and 13 may 2010, local returning officers issued voting packs to eligible voters. the voting packs included the election state- ments, listed alphabetically, and a ballot paper. polls closed at 4pm on 10 june 2010. the elected memb",
10.1111_padm.12688,Question order bias revisited: a split‐ballot experiment on satisfaction with public services among experienced and professional users,Public Administration,4,"valid performance infor- mation remains incomplete. using a preregistered split- ballot experiment among government grant recipients in denmark, this article shows that the ordering of survey questions can bias satisfaction measures even for highly experienced and professional respondents. we find that asking about overall satisfaction before any specific service ratings lowers overall user satisfaction, compared to the reverse order, while the correlations betw",
,,,,"ciated with receiving and spending the grant. we embedded a preregistered split-ballot experiment that randomly assigned respondents to different survey versions: (1) one that asked about overall satisfaction before asking about specific services, (2) and another that asked about overall satisfaction after having probed specific service ratings. our results support that question order bias occurs in satisfaction surveys, but also qualify recent findings. con- tr",
,,,,"periment similar to van de walle and van ryzin's (2011) and preregistered it in the american economic association's registry for randomized controlled trials.2 specifically, we made two different ver- sions of the user satisfaction survey and assigned respondents to one of them based on chance. both survey ver- sions asked the same questions but varied in terms of question order. by design, this random assignment ensures that any difference in outcomes between t",
,,,,"irst’ and ‘specific first’ versions of the survey 2 for the preregistration, see https://doi.org/10.1257/rct.3326-1.0 thau et al. 195 management of the national board of social services?’ responses were given on a 10-point scale from 1 ‘very dis- satisfied’ to 10 ‘very satisfied’. the sample mean is 6.34 with a standard deviation of 2.24. respondents' specific service ratings were all measured using 5-point likert-scaled questions, as in van de walle and van ryz",
10.1111_pops.12626,Taming uncivil discourse,Political Psychology,1,"isted in the four-and-a-half-page-long table. 8 we have not preregistered these hypotheses, although we do note that most were formulated in a proposal for funding this project (available from the authors upon request), a proposal written, of course, well before any data were collected or analyzed. 388 gibson et al. was exposed and, in predicting disparagement perceptions, that sdo interacts with motives attribu- tions. those high in social dominance are unlikel",
10.1111_pops.12669,The influence of identity salience on framing effectiveness: an experiment,Political Psychology,1,"result in more effective political communication. through a preregistered survey experiment (n = 978), this study tested how priming either a partisan or a nonpartisan (parental) identity influenced the effectiveness of a climate change frame on several attitudinal outcomes. findings suggest that identity salience—specifically partisan identity salience—can influence the effectiveness of a frame. among republican parents, receiving a message about the impact of ","a control group. 1 the experiment and hypotheses were registered prior to receiving the data in the egap registration system, id 20180416aa. 1138 diamond h5: priming a parental identity before presenting a future-generations frame will increase climate concern, proenvironmental behaviors, and climate change policy support among democrats, compared to a"
10.1111_pops.12706,Hearing from both sides: differences between liberal and conservative attitudes toward scientific and experiential evidence,Political Psychology,11,"titudes toward science, reasoning style, reasoning ability, preregistered, intuition recently, researchers have bemoaned that scientific controversies are being decided in the court of public opinion rather than scientific expertise (e.g., lewandowsky, ecker, & cook, 2017). scientists are troubled by media channels that insist on presenting “both sides” of arguments that have already been settled, and online forums allow anyone’s voice to be heard as easily as a","in parentheses (hypotheses were reordered for clarity of presentation): 1 https://doi.org/10.17605/​osf.io/khdgf 2 https://doi.org/10.17605/​osf.io/fg6c3 3 the “feelings are truth” scale was included as a subscale with two other new constructs of the authors’ creation that were also included in these studies, as specified in the preregistrations. we h"
,,,,"iew and hypotheses here we present results from two similar preregistered studies, study 11 from may 2018 and study 22 from july 2018. in both studies, participants were initially screened on ideology, then they read a supposed article excerpt where a researcher was quoted as debunking a popular misconcep- tion. an alternative viewpoint followed, rejecting the researcher’s viewpoint. participants then eval- uated the views of both the researcher and the rejecter"," for clarity of presentation): 1 https://doi.org/10.17605/​osf.io/khdgf 2 https://doi.org/10.17605/​osf.io/fg6c3 3 the “feelings are truth” scale was included as a subscale with two other new constructs of the authors’ creation that were also included in these studies, as specified in the preregistrations. we had additional preregistered hypotheses co"
,,,,"hypotheses tested in study 1 that we specified in the study preregistration, with preregistration hypotheses numbers in parentheses (hypotheses were reordered for clarity of presentation): 1 https://doi.org/10.17605/​osf.io/khdgf 2 https://doi.org/10.17605/​osf.io/fg6c3 3 the “feelings are truth” scale was included as a subscale with two other new constructs of the authors’ creation that were also included in these studies, as specified in the preregistrations. ",
,,,,"tudy 1 that we specified in the study preregistration, with preregistration hypotheses numbers in parentheses (hypotheses were reordered for clarity of presentation): 1 https://doi.org/10.17605/​osf.io/khdgf 2 https://doi.org/10.17605/​osf.io/fg6c3 3 the “feelings are truth” scale was included as a subscale with two other new constructs of the authors’ creation that were also included in these studies, as specified in the preregistrations. we had additional prer",
,,,,"at were also included in these studies, as specified in the preregistrations. we had additional preregistered hypotheses concerning these other constructs that were largely confirmed, although they were cut from the current article for the purposes of clarity. a brief report of these hypotheses and the related results are in appendix s4 in the online supporting information, and an earlier version of the full paper containing these hypotheses and their results is",
,,,,"es, as specified in the preregistrations. we had additional preregistered hypotheses concerning these other constructs that were largely confirmed, although they were cut from the current article for the purposes of clarity. a brief report of these hypotheses and the related results are in appendix s4 in the online supporting information, and an earlier version of the full paper containing these hypotheses and their results is available from the authors. 447 hea",
,,,,"cher but differ in that conservatives elevate the rejecter (preregistration h5). we started with this strong hypothesis as an attempt to balance the “symmetry” and “asymmetry” ideas wherein the two ideological groups actually agree on the scientist (hence showing symmetry) but disagree on the rejecter (hence showing asymmetry). h2: the feelings are truth scale scores will be correlated with crt scores, rei-faith in intuition scores, and rei-need for cognition sc",
,,,,"ith in intuition scores, and rei-need for cognition scores (preregistration h3). this provides evi- dence of convergent validity of the new feelings are truth scale, as these are related constructs pertaining to reasoning style and ability. h3: the feelings are truth scale will mediate the effect of ideology on valuing the “science rejecter,” even when controlling for rei-fi, rei-nfc, and crt scores (preregistration h6). in this hypothesis, we focus on the scien",
,,,," even when controlling for rei-fi, rei-nfc, and crt scores (preregistration h6). in this hypothesis, we focus on the science rejecter, rather than the researcher. since the rejecter’s viewpoint is grounded more in gut feelings than the researcher’s viewpoint, rejecter evaluation fit best as a dv for a mediation analysis. a caveat regarding causality is necessary. following recent research on ideological splits (e.g., baron & jost, 2019; ditto et al., 2019; tulle",
,,,,"t closely identified with. this categorical measure was our preregistered main independent variable in both studies. for exploratory purposes, we also included a measure of policy beliefs. following feldman and johnston (2014), we used questions from the american national elections studies (anes) to measure ideology, including a four-item measure of economic ideology (assessing attitudes towards government spending, medical insurance, assistance to the poor, and",
,,,," dv mediation models in study 2 appendix s4. results of all preregistered hypotheses table s4.1. factor analysis results for studies 1 and 2. table s4.2. correlations between bifyots sub-scales and covariates table s4.3. correlations between reality is subjective, feelings are truth, and evaluation of the researcher and science rejecter table s4.4. partial correlations between reality is subjective, feelings are truth, and evaluation of the researcher and scienc",
10.1111_psj.12196,"Moving beyond the boundaries? {Exploring} nexus among public policy, public management, and nonprofit and voluntary studies fields",Policy Studies Journal,2,"rence has also come a renewed focus on replication and even preregistration of studies (as a response to concerns about “p-hacking”). of course, other fields have also faced these criticisms—psychology with recent scandals about replicability, political science with preregistration compet- itions—so policy process studies are not the only area touched by the general initiative. yet, the study of policy implementation is not equally amenable to these approaches. ",
,,,,"recent scandals about replicability, political science with preregistration compet- itions—so policy process studies are not the only area touched by the general initiative. yet, the study of policy implementation is not equally amenable to these approaches. the layers and textures of implementation process makes experimenta- tion challenging. true experiments are so artificial to many students of implementa- tion that they are prima facie evidence against their",
10.1111_psj.12317,Applying policy process theories to environmental governance research: themes and new directions,Policy Studies Journal,1,"k and theory advancement can also be aided by data sharing, pre-registration of hypotheses prior to empirical data collection, as well as interdisciplinary research teams that leverage experimen- tal designs, over-time data, and novel methods. recent policy process research on environmental governance spans a range of jurisdictions, but there is a relative lack of longitudinal research, which is striking given that many theories purport to examine temporal dynami",
10.1146_annurev-polisci-032015-010115,Misunderstandings {About} the {Regression} {Discontinuity} {Design} in the {Study} of {Close} {Elections,Annual Review of Political Science,1,"ein j, hillygus s. 2016. making young voters: the impact of preregistration on youth turnout. am. j. polit. sci. in press imbens g, kalyanaraman k. 2012. optimal bandwidth choice for the regression discontinuity estimator. rev. econ. stud. 79(3):933–59 imbens gw, lemieux t. 2008. regression discontinuity designs: a guide to practice. j. econom. 142(2):615–35 keele l, titiunik r. 2015. geographic boundaries as regression discontinuities. polit. anal. 23(1):127–55",
10.1146_annurev-polisci-041719-101956,Ethics of {Field} {Experiments,Annual Review of Political Science,1," should explain and justify the ethics of their research in preregistration reports, grant proposals, presentations, and publications. this openness encourages reflection and con- tributes to the refinement and promotion of norms. additionally, openness can address reader concerns before they become accusations. this is important for many reasons, one of which is that social media responses can be swift and devastating when researchers appear to ignore the ethic"," institutional review boards (irbs), the belmont report, and evidence in governance and poli- tics (egap) as sources of normative guidance. section 5 offers additional arguments, proposals, and strategies for managing ethical concerns. section 6 presents principles and guidance for hu- man subjects research, recently approved by the american political "
,,,,,"proved use. inability to provide answers on many of the ethical issues raised by field experiments. egap also provides principles for “sound and ethical research” (egap 2011), but these principles are not referenced frequently and do not provide substantive guidance on many of the issues. 4.1. institutional review boards many of the articles reviewed h"
,,,,,"issues raised by field experiments. egap also provides principles for “sound and ethical research” (egap 2011), but these principles are not referenced frequently and do not provide substantive guidance on many of the issues. 4.1. institutional review boards many of the articles reviewed here discuss irbs and the failure of irb criteria and processes t"
,,,,,"4.3. evidence in governance and politics in 2011, the evidence in governance and politics3 network (egap) adopted five principles for “sound and ethical practice in the conduct of experimental research on governance and politics 3at the time the principles were adopted, the name of the network was experiments in governance and politics. www.annualrevie"
,,,,," and in the use of such research for policy and decision-making in the public and private sectors” (egap 2011). the first principle, “human subjects protection,” confirms that egap researchers are committed to ethics in human subjects research, but it does not indicate what ethical treat- ment requires. in addition to this general commitment to human s"
,,,,,"c and private sectors” (egap 2011). the first principle, “human subjects protection,” confirms that egap researchers are committed to ethics in human subjects research, but it does not indicate what ethical treat- ment requires. in addition to this general commitment to human subjects protection, the principle provides guidance for researchers working "
,,,,,"rchers working with partners. recognizing that partnerships can hap- pen on a variety of terms, the egap principle states that researchers and partners should agree “which party, if either, has primary responsibility for the intervention” (egap 2011). further- more, “researchers should disclose the role that they play in the design of interventions imp"
,,,,,"nd partners should agree “which party, if either, has primary responsibility for the intervention” (egap 2011). further- more, “researchers should disclose the role that they play in the design of interventions imple- mented by practitioners or third parties.” beyond this, the egap principles do not address or provide guidance on any of the problems re"
,,,,,"y in the design of interventions imple- mented by practitioners or third parties.” beyond this, the egap principles do not address or provide guidance on any of the problems related to harm, benefit, risk/benefit ratio, autonomy, or professionalism identified in the previous section of this review. 5. arguments, strategies, and other solutions beyond i"
,,,,," of this review. 5. arguments, strategies, and other solutions beyond irbs, the belmont report, and egap, several specific solutions have been proposed to help the discipline and individual researchers navigate these waters. some are narrow in scope and others broad, some are inchoate and others more fully developed. this section provides a nonexhausti"
,,,,,"arch, and all recommend that cost calculations and cost/benefit justification should be reported in preanalysis plans, grant proposals, and published papers. 5.3. respecting autonomy: consent many scholars have argued that a renewed focus on consent, along with creatively reimagining the consent process, can address some of the problems associated with field "
,,,,,"tegies for respecting autonomy in field experiments. 5.4. partnership issues: spheres of ethics the egap guidelines state that researchers and partners should have an agreement stating “which party, if either, has primary responsibility for the intervention” (egap 2011). additionally, re- searchers should “disclose the role that they play in the design"
,,,,,"ave an agreement stating “which party, if either, has primary responsibility for the intervention” (egap 2011). additionally, re- searchers should “disclose the role that they play in the design of interventions implemented by practitioners or third parties” (egap 2011). this allocution of responsibility can be useful for re- searchers seeking to draw "
,,,,," role that they play in the design of interventions implemented by practitioners or third parties” (egap 2011). this allocution of responsibility can be useful for re- searchers seeking to draw on a “spheres of ethics” argument. according to humphreys (2011), this approach recognizes that there are different standards for different actors, and in a res"
,,,,,"iplinary values, more informative, and more useful. 7. issues on the horizon apsa’s principles, the egap statement, and the arguments and proposals presented in this review provide robust guidelines and strategies for many of the ethical problems associated with field experiments. however, they do not address all issues, and it is not clear whether or "
,,,,,"t received sustained attention. 7.1. norm promotion several norms have emerged from the literature, egap, and apsa’s principles. the field now needs to decide how to promote them. unlike irbs, codes of ethics and best practices do not have regu- latory or institutional enforcement mechanisms, so disciplines and professions must use different tools to f"
,,,,,"at we, as researchers, would like to be able to expect of each other.” while apsa’s principles, the egap statement, and the other argu- ments and proposals presented in this review are not definitive solutions to the ethical problems associated with field experiments, they provide robust guidelines and strategies, and they repre- sent a growing awarene"
,,,,,"s. 2011. cambridge handbook of experimental political science. cambridge, uk: cambridge univ. press egap (evid. governance politics). 2011. egap research principles. https://egap.org/wp-content/uploads/ 2020/05/egap-research-principles.pdf feinberg j. 1984. harm to others: the moral limits of the criminal law. new york: oxford univ. press findley m, ni"
,,,,,"tal political science. cambridge, uk: cambridge univ. press egap (evid. governance politics). 2011. egap research principles. https://egap.org/wp-content/uploads/ 2020/05/egap-research-principles.pdf feinberg j. 1984. harm to others: the moral limits of the criminal law. new york: oxford univ. press findley m, nielson dl, desposato s. 2016. obligated t"
,,,,,"uk: cambridge univ. press egap (evid. governance politics). 2011. egap research principles. https://egap.org/wp-content/uploads/ 2020/05/egap-research-principles.pdf feinberg j. 1984. harm to others: the moral limits of the criminal law. new york: oxford univ. press findley m, nielson dl, desposato s. 2016. obligated to deceive? aliases, confederates, "
,,,,," governance politics). 2011. egap research principles. https://egap.org/wp-content/uploads/ 2020/05/egap-research-principles.pdf feinberg j. 1984. harm to others: the moral limits of the criminal law. new york: oxford univ. press findley m, nielson dl, desposato s. 2016. obligated to deceive? aliases, confederates, and the common rule in international "
10.1146_annurev-polisci-042114-015939,"Transparency, {Replication}, and {Cumulative} {Learning}: {What} {Experiments} {Alone} {Cannot} {Achieve",Annual Review of Political Science,8,"te con- texts, to the extent possible. the research is also preregistered and subject to third-party verification, and it will be published in an integrated fashion, regardless of findings. the structure of this enterprise is intended to foster replication, reduce publication bias, and enhance cumulative learning. my aim in this article is to review some of these practices and to assess what they can and cannot achieve. a major reason that these key challenges e","ication. several emerging practices have commanded attention: (a) study registration, (b) filing of preanalysis plans, and (c) results-blind review. a number of organizations now provide online, third-party registries, allowing researchers to post details about a study before it is conducted; some academic journals have even begun to review submissions on the"
,,,,"erimental design was elegant and powerful; the analysis was preregistered; the replication data were publicly posted; and the study built on more than a decade of experimental research on the effects of canvassing on attitudinal and behavioral outcomes.2 the only problem is that the “data” were apparently fabricated by the graduate student who was the junior coauthor on the project.3 for reasons discussed below, the procedures described in this article unfortuna",efore it is conducted; some academic journals have even begun to review submissions on the basis of preanalysis plans rather than realized p-values. these practices promote transparency and may reduce publication bias but have also sparked debate about the conditions under which prespecification is appropriate and helpful. 3. third-party validation. although 
,,,,"nd of two experiments reported in lacour & green (2014) was preregistered, although lacour appears to have made a fraudulent effort to retroactively “pre”-register the first experiment (singal 2015). 3 lacour has not admitted fraud, but the evidence appears overwhelming. at the least, lacour did not make payments to survey respondents, as stated in the published article, and he did not receive funding from sources identified in the publication. for discussion of","erimental research. the inaugural metaketa initiative of the evidence in gov- ernance and politics (egap) group, undertaken in conjunction with the center on the politics of development (cpd) at the university of california, berkeley, is an example of coordinated experimental research. here, teams of researchers are funded to work in parallel on a pred"
,,,,"wnside may exist for studies with pilots: the code could be preregistered after analysis of pilot data, which are likely to resemble data collected later. finally, results-blind review—as the name implies—refers to the practice of reviewing a re- search report blind to the study’s findings. thus, referees would evaluate a journal submission on the basis of the interest and importance of the research question, the strength of the theory, and the quality of the em","bstantial recent atten- tion.14 in this subsection, i describe three approaches—study registration, preanalysis plans, and results-blind review—and then discuss their likely ability to reduce publication bias. each involves recording some aspects of the research in advance of observing outcome data, yet these practices involve progressively more demanding dep"
,,,,"holarly creativity and the extent to which exploratory (not preregistered) analyses should be reported along with registered analyses, and about the usefulness of adaptive plans and the practice of filing amendments (before analysis of outcome data) as features of the particular context become clear during the research process (for a lucid discussion, see laitin 2013). third-party validation what policies or practices would make external assessment more effectiv","ly voluntary, and the level of detail about the planned study varies greatly; for example, detailed preanalysis plans—considered next—may or may not be included. preanalysis plans describe the hypotheses and statistical tests that will be conducted, once outcome data are gathered. there is currently no strong standard for their form and content. empirically, "
,,,," faso, india, mexico, and uganda (two projects).19 grantees preregister all individual analyses with detailed information on specification and adjustments for multiple comparisons; moreover, a plan of plans—that is, a preanalysis plan for a meta-analysis combining results of the different experiments—is also preregistered.20 principal investigators are also expected to make their data public in order to allow third-party internal replication prior to publication","varies greatly; for example, detailed preanalysis plans—considered next—may or may not be included. preanalysis plans describe the hypotheses and statistical tests that will be conducted, once outcome data are gathered. there is currently no strong standard for their form and content. empirically, preanalysis plans involve greater or lesser specificity about "
,,,,"ysis combining results of the different experiments—is also preregistered.20 principal investigators are also expected to make their data public in order to allow third-party internal replication prior to publication, which should reveal errors or discrepancies in the data, increasing the chance of reliable findings. and in addition to publishing any reports on their individual projects, researchers are expected to participate in integrated publications, such as","e data are gathered. there is currently no strong standard for their form and content. empirically, preanalysis plans involve greater or lesser specificity about the number and kind of tests. at one extreme of prespecification is humphreys et al.’s (2011) approach of posting the complete analysis code with mock data, which allows analysts to simply run the co"
,,,,"ns. polit. anal. 21(1):21–37 monogan je iii. 2015. research preregistration in political science: the case, counterarguments, and a response to critiques. ps polit. sci. polit. 48(3):425–29 olken b. 2007. monitoring corruption: evidence from a field experiment in indonesia. j. polit. econ. 115(2):200–49 palfrey tr. 2009. laboratory experiments in political economy. annu. rev. polit. sci. 12:379–88 562 dunning annu. rev. polit. sci. 2016.19:541-563. downloaded fr","nce the real outcome data are collected. this arguably represents best practice because reading the preanalysis plan leaves little guesswork as to what is intended in the analysis. dunning et al. (2015) take a related approach, which is to post the analysis code with real outcome data but randomly reshuffled treatment labels.17 the downside of the latter appr"
,,,,,"ve analytic strategies, and data processing and other errors can be caught in advance of filing the preanalysis plan. moreover, authors can make effective use of a sequence of amendments to pre-analysis plans, for instance, by posting an initial document with the full set of hypotheses and tests, and a subsequent document specifying further analysis details a"
,,,,,"iling the preanalysis plan. moreover, authors can make effective use of a sequence of amendments to pre-analysis plans, for instance, by posting an initial document with the full set of hypotheses and tests, and a subsequent document specifying further analysis details after initial data collection (e.g., dunning et al. 2015). an interesting alternative withou"
,,,,," countries (https://www. socialscienceregistry.org), while the evidence in governance and politics (egap) registry has 178 designs registered since inception in march 2011 (http://egap.org/design-registration/registered-designs/). 16 see, e.g., political analysis, http://www.oxfordjournals.org/our_journals/polana/for_authors/general.html. 17 see preana"
,,,,,"nance and politics (egap) registry has 178 designs registered since inception in march 2011 (http://egap.org/design-registration/registered-designs/). 16 see, e.g., political analysis, http://www.oxfordjournals.org/our_journals/polana/for_authors/general.html. 17 see preanalysis plans and amendments as protocol [87] 20140723aa at http://egap.org/design"
,,,,,"itical analysis, http://www.oxfordjournals.org/our_journals/polana/for_authors/general.html. 17 see preanalysis plans and amendments as protocol [87] 20140723aa at http://egap.org/design-registration/registered- designs. www.annualreviews.org • what experiments cannot achieve 553 annu. rev. polit. sci. 2016.19:541-563. downloaded from www.annualreviews.org ac"
,,,,,authors/general.html. 17 see preanalysis plans and amendments as protocol [87] 20140723aa at http://egap.org/design-registration/registered- designs. www.annualreviews.org • what experiments cannot achieve 553 annu. rev. polit. sci. 2016.19:541-563. downloaded from www.annualreviews.org access provided by australian national university on 07/18/21. for
,,,,,"ly impact of these three forms of prespecification on publication bias? study registration (without preanalysis plans) enables measurement of publication bias by providing a denominator, the number of studies in a given area—but it seems unlikely to reduce the bias. indeed, whatever the true source of publication bias, the mere fact of having announced a stud"
,,,,,"ence that the 2005 mandate of study registration in medical journals—which did not require detailed preanalysis plans or results-blind review—led to a reduction in publication bias. with preanalysis plans, the likely impact is subtler and depends on whether the source of publication bias is (a) specification searches (fishing) on the part of authors or (b) th"
,,,,,"ire detailed preanalysis plans or results-blind review—led to a reduction in publication bias. with preanalysis plans, the likely impact is subtler and depends on whether the source of publication bias is (a) specification searches (fishing) on the part of authors or (b) the preferences of reviewers and editors for statistically significant findings. in princ"
,,,,," the scope for ex post specification searches or fishing for statistically significant effects; and preanalysis plans may allow meaningful adjustment for multiple statistical comparisons—without which the interpretation of nominal p-values may be undermined. note that researchers have substantial latitude, both in selecting the mode of adjustment and in speci"
,,,,,"alse-discovery- rate correction of benjamini & hochsberg (1995), and other alternatives. a complete preanalysis plan should therefore prespecify the mode of adjustment and thus limits the scope to condition adjustment on realized p-values. however, if journal editors and reviewers simply refuse to publish null estimated effects—perhaps because they find null "
,,,,," condition publication decisions on the p-values if they do not know what the p-values are. as with preanalysis plans, results-blind review is an area of active development. one question is how to handle evaluation of the quality of the ultimate analysis; one answer may be to make acceptance after results-blind review conditional on successful execution of a "
,,,,,"o limit submissions to studies that have not yet been conducted (i.e., to permit submission of true preanalysis plans only) or also to allow reports on research that has already been conducted but are stripped of results for submission to reviewers. the comparative political studies special issue allowed both types of submissions. this seems sub-optimal: as a"
,,,,,"too late. a vigorous discussion is emerging in the discipline about the types of research for which preanalysis plans are appropriate, about implications for scholarly creativity and the extent to which exploratory (not preregistered) analyses should be reported along with registered analyses, and about the usefulness of adaptive plans and the practice of fil"
,,,,,"mpare tests not reported in a published paper, a particularly useful exercise in combination with a preanalysis plan. yet, in the survey of a data archive discussed in the critical appraisal section, data were provided for only about 36% of articles; and even for these, the completeness and intelligibility of data and code varied widely. moreover, data availa"
,,,,,"e approach taken in the inaugural metaketa initiative of the evidence in gov- ernance and politics (egap; http://egap.org/metaketa) group, undertaken in conjunction with the center on the politics of development (cpd; http://cpd.berkeley.edu/initiatives/ egap-regranting) at the university of california, berkeley. in a pilot initiative, egap and the cpd"
,,,,,"ken in the inaugural metaketa initiative of the evidence in gov- ernance and politics (egap; http://egap.org/metaketa) group, undertaken in conjunction with the center on the politics of development (cpd; http://cpd.berkeley.edu/initiatives/ egap-regranting) at the university of california, berkeley. in a pilot initiative, egap and the cpd partnered to"
,,,,,"njunction with the center on the politics of development (cpd; http://cpd.berkeley.edu/initiatives/ egap-regranting) at the university of california, berkeley. in a pilot initiative, egap and the cpd partnered to fund coordinated field experiments in the substantive area of political ac- countability. specifically, egap first called for short “expressi"
,,,,,"edu/initiatives/ egap-regranting) at the university of california, berkeley. in a pilot initiative, egap and the cpd partnered to fund coordinated field experiments in the substantive area of political ac- countability. specifically, egap first called for short “expressions of interest” from researchers to allow identification of a topical focus. the s"
,,,,," coordinated field experiments in the substantive area of political ac- countability. specifically, egap first called for short “expressions of interest” from researchers to allow identification of a topical focus. the second stage of the selection process requested project proposals related to this predefined theme. the metaketa selection committee pr"
,,,,,"ion on specification and adjustments for multiple comparisons; moreover, a plan of plans—that is, a preanalysis plan for a meta-analysis combining results of the different experiments—is also preregistered.20 principal investigators are also expected to make their data public in order to allow third-party internal replication prior to publication, which shoul"
,,,,,"ade individual grants within the $150,000–$300,000 range. for a list of funded projects, see http://egap.org/research/ metaketa/metaketa-information-and-accountability. 20 for the meta-preanalysis plan, see protocol 127 at http://egap.org/design-registration/registered-designs. www.annualreviews.org • what experiments cannot achieve 557 annu. rev. poli"
,,,,,"ts, see http://egap.org/research/ metaketa/metaketa-information-and-accountability. 20 for the meta-preanalysis plan, see protocol 127 at http://egap.org/design-registration/registered-designs. www.annualreviews.org • what experiments cannot achieve 557 annu. rev. polit. sci. 2016.19:541-563. downloaded from www.annualreviews.org access provided by australian"
,,,,,"taketa-information-and-accountability. 20 for the meta-preanalysis plan, see protocol 127 at http://egap.org/design-registration/registered-designs. www.annualreviews.org • what experiments cannot achieve 557 annu. rev. polit. sci. 2016.19:541-563. downloaded from www.annualreviews.org access provided by australian national university on 07/18/21. for "
,,,,,"cification is increasingly utilized by experimental researchers, yet the specificity and utility of preanalysis plans vary widely. results-blind review seems to be the best corrective to publication bias, yet it remains to be seen how well reviewers can evaluate projects only on the strength of the question, theory, and design—absent the findings. models for "
,,,,,".045 disclosure statement the author is chair of the inaugural evidence in governance and politics (egap) metaketa selection committee and directs the center on the politics of development (cpd) at the university of california, berkeley, which administers grant funding associated with the metaketa initiative. he has not received financial compensation "
10.1146_annurev-polisci-042716-115726,Some {Advances} in the {Design} of {Survey} {Experiments,Annual Review of Political Science,3,"conjoint experi- ments do not satisfy strict conceptions of preregistration. so much the worse for preregistration one might reply. if we already knew whether economic self-interest or social-psychological factors dominate preferences over immigrants, an experiment would be unnecessary. the whole point of performing an experiment is that we do not already know the answer. sequential factorials the modesty of survey experiments is the opening theme of this review","e that one has tied one’s hands at the start are being put in place, among them preregistration and preanalysis plans. in the next section, i shall explore the contribution that design can make in providing a warrant for results. replication requires, minimally, repetition of analysis of the same data or, more ambitiously, repetition of the whole study. repro"
