file_in,title,journal,average marginal component effect,average treatment effect,carr.{20}exper,\bcausal\b,causal inference,choice experi...9,coefficient,condition,"conduct.{1,70}exper",confidence interval,joint analysis,joint experiment,control,control condition,control group,design,difference-in-differences,\beffect\b,estimator,"experi.{1,120}conduct",experi.{20}carri,"experi.{1,40}we","experi.{1,30}design","experiment.{1,10}design","experiment.{1,10}group","experiment.{1,10}manipul","experiment.{1,10}research",field experiment,"group.{1,10}treat",instrumental variable,interaction,internet experiment,intervention,"i{1,20}ran","i{1,20}random",lab experiment,laboratory experiment,likelihood estimator,list experim,list survey,manipulat,marginal means,maximum likelihood estimator,measure,mechanical turk,mturk,multilevel experiment,natural experiment,null result,\bols\b,"original.{1,10}experim",\bour\b,"our.{1,10}game","our.{1,20}experi","our.{1,30}find",p <,p =,p >,p<,p=,p>,participa,"participants.{1,30}assign",plot,polimetrix,post-test,posttest,pre-experiment,pre-test,predict,predicted probab,pretest,qualtrics,quasi-experi,random utility model,"random.{1,30}assign",randomi[sz]ed control trial,rct,rdd,recruit,"recruit.{1,20}participa","recruit.{1,20}respond","recruit.{1,20}subject",regression,respon,"respond.{1,10}were",review,sample size,simulat,statistical significance,statistically significant,"study.{1,20}experi",subject,"subject.{1,20}recruit",survey experi,systematic review,the experi,this experi,treatment effect,treatment group,thought experi,group experi,"use.{1,30}experi","using.{1,10}experiment","utili[sz].{1,70}exper",validity,vignette,vignette experiment,\bwe\b,"we.{1,150}experiment","we.{1,20}carr","we.{1,20}conduct","we.{1,20}design","we.{1,20}field","we.{1,20}find","we.{1,20}ran","we.{1,20}randomi","we.{1,20}recrui","we.{1,20}test","we.{1,40}design",yougov,µ,β,computation,regression discontinuity,discrete choice,cluster,choice experi...131,monte carlo,player,"experi.{1,10}condition","experi.{1,10}session",counterfact,count_experiment,exp_header,exp_sum,exp_avg,nchar
10.1017_s1049096519001112,Field experiments and behavioral theories: science and ethics,PS: Political Science \& Politics,0,0,0,4,1,0,0,2,0,0,0,0,29,0,0,10,0,19,0,1,0,7,5,4,0,0,0,53,0,0,2,0,29,0,0,2,0,0,0,0,2,0,0,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,33,0,2,0,0,0,0,0,28,0,0,0,10,0,4,0,0,0,5,0,0,0,0,0,16,25,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,83,1,322,2.42105263157895,28686
10.1177_1065912909338462,Does political decentralization exacerbate or ameliorate ethnopolitical mobilization? {A} test of contesting propositions,Political Research Quarterly,0,0,0,2,0,0,2,18,0,0,0,0,11,0,0,16,0,6,0,1,0,6,6,5,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,9,0,18,0,1,0,0,0,0,0,9,2,0,0,1,0,0,0,0,0,0,0,51,13,0,1,3,0,0,1,0,0,2,4,0,0,0,1,0,0,9,0,0,0,2,0,0,32,0,252,1.89473684210526,80488
10.1162_jcws_a_00907,,,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,7,0,0,58,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,43,0,10,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,181,1.3609022556391,169398
10.1017_s1049096514001723,The democratic syllabus,PS: Political Science \& Politics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,45,0.338345864661654,24267
10.1177_1532673x19840732,Do negatively framed messages motivate political participation? {Evidence} from four field experiments,American Politics Research,0,1,0,1,0,0,0,10,4,3,0,0,9,0,8,9,0,29,0,5,0,14,4,2,0,2,0,78,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,3,0,0,0,0,4,0,0,32,0,12,2,2,8,0,1,0,0,34,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,6,0,0,0,0,5,0,9,1,0,2,4,0,14,0,0,0,8,1,7,0,0,0,5,0,2,1,0,0,41,28,0,3,2,8,3,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,140,1,463,3.4812030075188,47860
10.1111_gove.12333,"Building state capability: evidence, analysis, action. {Matt} andrews, lant pritchett and michael woolcock. {Oxford} university press, oxford, uk, 2017. 280 pp. \$55 (cloth)",Governance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0.112781954887218,11186
10.1086_697252,"Cabinets, committees, and careers: the causal effect of committee service",The Journal of Politics,0,2,0,10,0,0,0,2,0,0,0,0,28,0,0,10,0,41,0,0,0,3,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,8,0,7,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,132,4,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,379,2.84962406015038,81366
10.1086_692472,Passing it along: experiments on creating the negative externalities of climate change,The Journal of Politics,0,0,0,1,1,0,0,8,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,1,0,14,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21,0,0,0,8,1,116,0.87218045112782,19868
10.1017_s0007123416000089,"Shared partisanship, household norms and turnout: testing a relational theory of electoral participation",British Journal of Political Science,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,3,0,17,0,0,0,0,1,1,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,7,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,54,0,0,0,0,0,0,1,0,0,2,0,0,0,12,0,0,0,4,0,0,0,0,0,0,8,0,234,1.7593984962406,58280
10.1016_j.ejpoleco.2020.101927,Perceptions of inequality,European Journal of Political Economy,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,18,64,1,0,1,0,0,0,0,138,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,493,3.70676691729323,95194
10.1017_s1049096516000901,Using quantitative methods in industry,PS: Political Science \& Politics,0,0,0,9,7,0,0,2,1,0,0,0,5,0,1,16,0,0,0,1,0,2,7,6,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,105,0.789473684210526,16480
10.1016_j.electstud.2020.102247,"Local racial context, campaign messaging, and public political behavior: a congressional campaign field experiment",Electoral Studies,0,0,0,0,0,0,1,1,0,2,0,0,13,0,3,4,0,35,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,5,0,1,1,9,0,0,0,0,0,26,0,0,0,0,0,0,0,4,2,0,0,0,0,3,0,0,0,1,0,0,0,2,61,3,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,7,2,0,0,1,0,0,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,1,225,1.69172932330827,58105
10.1111_rego.12140,Experimental analysis of the effect of standards on compliance and performance,Regulation \& Governance,0,0,0,1,0,0,0,38,2,0,0,0,19,0,0,24,0,67,0,2,0,4,3,3,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,17,3,11,0,0,0,0,0,51,0,2,0,7,0,0,0,0,0,28,2,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,1,37,10,36,3,0,0,0,0,27,0,0,0,4,2,3,1,0,0,1,0,0,4,0,0,133,9,0,1,2,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,29,1,597,4.48872180451128,103772
10.1016_j.electstud.2017.11.002,Do electoral handouts affect voting behavior?,Electoral Studies,0,2,0,5,2,0,1,11,0,1,0,0,25,0,2,2,0,92,2,0,0,1,2,2,0,0,0,4,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,1,0,0,46,0,0,3,15,0,0,0,0,0,14,0,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,17,0,10,1,0,3,2,0,12,0,1,0,0,0,5,0,0,0,1,1,0,3,0,0,136,2,0,4,0,0,22,2,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,8,14,0,519,3.90225563909774,92400
10.1017_s0003055412000044,Notes from the {Editors,American Political Science Review,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,11,0,32,0,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,1,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,126,0.947368421052632,39293
10.1177_0032321717740489,Can narratives of white identity reduce opposition to immigration and support for hard brexit? {A} survey experiment,Political Studies,0,0,0,1,0,0,0,2,0,0,1,0,13,1,8,7,0,8,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,1,0,0,3,0,0,0,0,0,0,8,4,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,0,3,0,0,0,2,0,0,0,6,0,0,0,1,11,0,0,0,1,0,1,13,0,9,2,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,13,1,187,1.40601503759399,50923
10.1177_0022343318818658,"Intergroup commonality, political ideology, and tolerance of enemy collateral casualties in intergroup conflicts",Journal of Peace Research,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,1,0,40,0,0,0,1,0,0,0,1,0,1,1,0,22,0,9,0,0,0,0,0,0,0,4,0,0,18,0,0,0,0,0,0,0,10,0,5,1,4,0,0,0,0,0,24,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,1,16,0,9,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,31,1,0,2,0,0,0,7,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,264,1.98496240601504,65967
10.1093_jopart_mun034,"Re-creating street-level practice: the role of routines, work groups, and team learning",Journal of Public Administration Research and Theory,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,7,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,183,12,1,1,0,2,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,313,2.35338345864662,100839
10.1017_s1049096520002061,Political science scholarship on the middle east: a view from the journals,PS: Political Science \& Politics,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,2,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,25,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,74,0.556390977443609,32013
10.1017_psrm.2014.16,Candidate confidence and electoral appeal: an experimental study of the effect of nonverbal confidence on voter evaluations,Political Science Research and Methods,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,1,0,13,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1,7,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,3,1,0,0,0,8,0,1,0,0,0,0,0,11,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,38,3,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,1,167,1.25563909774436,37673
10.1080_09644016.2019.1708538,Climate change risk perceptions and the problem of scale: evidence from cross-national survey experiments,Environmental Politics,0,0,0,0,0,0,0,24,0,4,0,0,13,11,1,12,0,14,0,0,0,5,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,28,0,5,1,1,0,0,3,0,0,7,0,1,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,2,0,0,0,3,77,3,2,1,0,0,2,0,0,0,10,0,5,2,2,2,0,0,1,0,0,0,0,0,44,9,0,3,0,2,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,32,1,348,2.61654135338346,60214
10.1017_s0043887119000145,Electoral discrimination: the relationship between skin color and vote buying in latin america,World Politics,2,0,0,7,0,0,4,7,0,4,4,8,7,0,0,10,0,29,0,1,0,2,3,3,0,0,0,2,0,0,7,0,0,0,0,0,0,0,1,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,0,3,0,0,2,0,0,30,14,3,0,0,0,0,0,0,0,3,0,0,0,7,58,1,20,1,0,0,0,1,43,0,0,0,12,1,0,0,0,0,1,0,0,7,0,0,23,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,34,0,391,2.93984962406015,120330
10.1111_pops.2010.31.issue-3,"",Political Psychology,0,0,0,2,0,0,1,2,0,0,0,0,26,0,9,8,0,9,0,0,0,1,2,2,0,1,0,0,0,0,9,0,2,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,1,0,10,0,1,2,19,0,0,0,0,0,58,3,2,0,0,6,0,0,12,0,0,0,0,0,3,0,0,6,7,3,0,0,2,32,3,9,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,17,1,0,1,1,1,0,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,306,2.30075187969925,69510
10.1080_09668136.2019.1679091,Accepting alien rule? {State}-building nationalism in georgia's azeri borderland,Europe-Asia Studies,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,1,3,0,0,0,0,0,7,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,120,0.902255639097744,83284
10.1093_ser_mwv012,Social learning in active labor market policy in denmark: the possibility of policy experimentalism and political development: figure 1,Socio-Economic Review,0,0,0,0,0,0,0,7,0,0,0,0,13,0,0,7,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,8,9,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,5,0,0,0,61,1,119,0.894736842105263,72457
10.1177_0002716209351524,"Conceptual, design, and statistical complications associated with participant preference",The ANNALS of the American Academy of Political and Social Science,0,0,0,2,1,0,0,0,1,0,0,0,21,0,10,62,0,28,0,2,0,3,3,2,0,0,1,2,0,0,3,0,61,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,2,1,0,0,1,4,0,14,0,0,0,0,1,0,0,0,5,2,0,3,1,0,0,0,0,0,9,0,0,18,4,0,0,3,0,0,7,4,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,25,0,418,3.14285714285714,34103
10.1017_s0260210510000471,Where would we be without rules? {A} virtue ethics approach to foreign policy analysis,Review of International Studies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,195,1.46616541353383,88490
10.1017_pan.2017.29,Flexible causal inference for political science,Political Analysis,0,5,0,28,14,0,10,5,1,3,0,0,4,0,1,14,0,24,11,0,0,1,2,2,0,0,0,3,0,8,4,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,10,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,10,10,0,18,1,20,2,8,0,19,0,0,0,2,0,7,1,0,0,0,0,0,1,0,0,40,3,0,1,1,0,0,2,0,0,0,2,0,0,16,3,0,0,0,0,1,0,0,0,2,15,0,352,2.64661654135338,72670
10.1017_s004388712000026x,Foreign aid and state legitimacy,World Politics,0,6,0,0,0,0,7,17,0,7,0,1,41,0,6,16,3,19,2,0,0,4,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,1,1,0,149,0,8,6,6,5,0,0,0,0,36,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,2,0,0,0,2,68,3,7,0,0,1,3,0,44,0,23,0,0,0,13,17,0,0,0,0,0,2,16,0,169,12,0,3,1,1,14,6,0,1,8,1,0,0,0,0,0,0,6,0,0,0,0,0,1,36,0,804,6.04511278195489,127686
10.1007_s11109-011-9166-9,When do the ends justify the means? {Evaluating} procedural fairness,Political Behavior,0,0,0,0,0,0,3,36,0,0,0,0,4,0,0,6,0,8,0,0,0,6,3,2,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,1,0,15,0,3,4,0,0,0,0,0,0,15,0,0,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,4,17,3,5,0,0,0,4,0,5,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,92,13,0,0,0,0,30,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,6,0,0,23,0,336,2.52631578947368,69360
10.1007_s11109-019-09526-z,"Resistance to position change, motivated reasoning, and polarization",Political Behavior,0,0,0,0,0,0,0,19,0,0,0,0,18,0,0,0,0,36,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,14,0,3,0,16,5,0,16,0,1,134,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,2,6,0,7,0,0,0,1,0,2,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,36,4,0,0,0,0,1,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,20,0,365,2.74436090225564,69283
10.1093_poq_nfp089,Interviewer variance between event history calendar and conventional questionnaire interviews,Public Opinion Quarterly,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,10,0,5,0,1,0,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,23,3,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,21,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,144,1.08270676691729,39754
10.1016_j.electstud.2016.07.009,High turnout in the low countries: partisan effects of the abolition of compulsory voting in the netherlands,Electoral Studies,0,7,0,10,3,0,0,12,0,0,0,0,25,0,11,15,2,41,0,0,0,1,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,4,0,0,0,28,0,0,0,19,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,10,0,1,0,0,0,0,0,0,0,6,5,0,5,0,5,0,0,1,9,0,0,0,0,0,18,0,0,0,1,0,0,2,0,0,81,9,0,2,0,0,0,1,0,0,0,2,0,0,0,0,3,0,2,0,0,1,0,0,3,27,0,375,2.81954887218045,81333
10.1017_s0007123416000168,"If you mobilize them, they will become informed: experimental evidence that information acquisition is endogenous to costs and incentives to participate",British Journal of Political Science,0,1,0,1,1,0,0,1,0,0,0,0,18,0,8,20,0,28,0,3,0,3,15,12,0,0,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,141,0,0,0,0,0,0,0,6,0,0,1,0,0,5,0,0,0,7,0,0,1,0,17,0,8,3,3,0,0,0,105,2,0,0,13,8,8,30,0,0,0,0,0,1,0,0,2,10,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,42,1,504,3.78947368421053,83770
10.1093_ijpor_edx014,Obama's economy: conditional racial spillover into evaluations of the economy,International Journal of Public Opinion Research,0,0,0,1,0,0,10,64,1,1,0,0,16,8,0,2,0,58,0,1,0,5,1,1,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,25,5,18,0,0,0,1,0,32,0,11,6,20,0,0,1,0,0,6,0,0,0,0,0,0,0,21,1,0,0,0,0,3,0,0,0,2,0,0,1,9,21,2,7,3,0,1,1,1,15,0,1,0,3,0,1,1,0,0,1,0,0,0,0,0,98,13,0,1,0,0,7,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,536,4.03007518796993,76174
10.1016_j.electstud.2010.06.003,Demoted leaders and exiled candidates: disentangling party and person in the voter's mind,Electoral Studies,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,34,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,111,0.834586466165414,41062
10.1016_j.ejpoleco.2015.05.002,Behavioral political economy: a survey,European Journal of Political Economy,0,0,0,1,0,0,0,20,0,0,0,0,13,0,0,12,0,15,0,0,0,3,0,0,0,0,0,2,0,0,8,0,4,0,0,0,1,0,0,0,7,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0,2,0,0,0,20,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,39,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,235,1.76691729323308,163292
10.1111_1475-6765.12404,Defending the european court of human rights: experimental evidence from britain,European Journal of Political Research,0,3,0,0,0,0,0,8,0,1,0,0,11,3,3,7,0,22,0,0,0,1,0,0,0,1,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,25,0,2,3,0,0,0,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,40,0,10,0,0,2,0,1,1,0,3,0,3,0,12,3,0,0,2,0,0,1,1,0,75,6,0,0,1,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,303,2.2781954887218,73097
10.1080_19331681.2020.1748786,Digital contagion: measuring spillover in an internet mobilization campaign,Journal of Information Technology \& Politics,0,0,0,4,0,0,4,35,1,1,0,0,32,1,17,6,0,44,0,1,0,4,1,0,0,0,1,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,19,0,1,3,7,7,0,0,0,0,5,0,1,0,0,0,0,0,15,6,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,96,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,106,2,0,2,0,0,26,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,0,510,3.83458646616541,67145
