file_in,title,context,doi
10.1017_s0003055413000440,Network dynamics and the evolution of international cooperation,ation files. any errors or oversights are my own. replication materials and supporting information are available at http://dvn.iq.harvard.edu/dvn/dv/bkinne. or subjected to rigorous empirical analysis. this article conducts a formal analysis of the network determinants of international cooperation. the analysis focuses,10.1017/s0003055413000440
10.1017_s0003055414000112,"The returns to office in a """"rubber stamp"""" parliament"," in the project. any remaining errors are my own. replication files are available on the author’s personal website: http://pantheon.yale.edu/rot3/. states that autocrats create legislative institutions to co-opt would-be opposition into the policy process (gandhi 2008; gandhi and przeworski 2006, 2007; malesky and sch",10.1017/s0003055414000112
10.1017_s0003055414000380,Is there a culture war? Conflicting value structures in american public opinion," north carolina american politics research group. replication data and materials for this study are available online at http://thedata.harvard. edu/dvn/dv/jacobydata. many conflicting preferences about fundamental prin- ciples like freedom, equality, and the like. furthermore, the variability breaks down along social and p",10.1017/s0003055414000380
10.1017_s0003055415000088,Nation-building through war,"ly make the state—it also helped make the nation. supplementary materials to view supplementary material for this article, please visit http://dx.doi.org/10.1017/s0003055415000088 appendix foundations of the domestic interactions model in this appendix we develop the model underlying the matrix game in (1) and show how the material payoff",10.1017/s0003055415000088
10.1017_s000305541500057x,Under one roof: supply chains and the protection of foreign investment,"derestimate our measure of economic links. 48 see replication files. 42 downloaded from https://www.cambridge.org/core. australian national university, on 19 jul 2021 at 02:30:38, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1",10.1017/s000305541500057x
10.1017_s000305541500057x,Under one roof: supply chains and the protection of foreign investment,"ore russian suppliers (52 percent of sample). see replication files. 44 downloaded from https://www.cambridge.org/core. australian national university, on 19 jul 2021 at 02:30:38, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1",10.1017/s000305541500057x
10.1017_s0003055417000120,Testing social science network theories with online network data: an evaluation of external validity,"interplay between theory and data moving forward. supplementary material to view supplementary material for this article, please visit https://doi.org/10.1017/s0003055417000120. replication files can be found at https://doi.org/10. 7910/dvn/k1xn7q. references acemoglu, daron, asuman ozdaglar, and ali parandehgheibi. 2010. “spread of (mis",10.1017/s0003055417000120
10.1017_s0003055417000120,Testing social science network theories with online network data: an evaluation of external validity," visit https://doi.org/10.1017/s0003055417000120. replication files can be found at https://doi.org/10. 7910/dvn/k1xn7q. references acemoglu, daron, asuman ozdaglar, and ali parandehgheibi. 2010. “spread of (mis) information in social networks.” games and economic behavior 70 (2): 194–22",10.1017/s0003055417000120
10.1017_s0003055417000144,"How the chinese government fabricates social media posts for strategic distraction, not engaged argument",". this also confirms a central point of our work. supplementary materials to view supplementary material for this article, please visit https://doi.org/10.1017/s0003055417000144. replication files can be found at https://doi.org/10. 7910/dvn/qszmpd. references bambauer, derek e. 2013. “censorship v3.1.” ieee internet com- puting 17(3): 26",10.1017/s0003055417000144
10.1017_s0003055417000144,"How the chinese government fabricates social media posts for strategic distraction, not engaged argument"," visit https://doi.org/10.1017/s0003055417000144. replication files can be found at https://doi.org/10. 7910/dvn/qszmpd. references bambauer, derek e. 2013. “censorship v3.1.” ieee internet com- puting 17(3): 26–33. bandurski, david. 2008. “china’s guerrilla war for the web.” far eastern",10.1017/s0003055417000144
10.1017_s0003055417000156,Electoral accountability for state legislative roll calls and ideological representation," be the case in many state legislative elections. supplementary material to view supplementary material for this article, please visit https://doi.org/10.1017/s0003055417000156 replication files can be found at https://doi.org/10. 7910/dvn/tku9wh references achen, christopher h. 1978. “measuring representation.” ameri- can journal of pol",10.1017/s0003055417000156
10.1017_s0003055417000156,Electoral accountability for state legislative roll calls and ideological representation,"e visit https://doi.org/10.1017/s0003055417000156 replication files can be found at https://doi.org/10. 7910/dvn/tku9wh references achen, christopher h. 1978. “measuring representation.” ameri- can journal of political science 22(august): 475–510. aldrich, john h., and james s. coleman b",10.1017/s0003055417000156
10.1017_s000305541700017x,"Economic development, mobility, and political discontent: an experimental test of tocqueville's thesis in pakistan","that include citizens in the development process. supplementary material to view supplementary material for this article, please visit https://doi.org/10.1017/s000305541700017x. replication files can be found at https://doi.org/10. 7910/dvn/ey2i6m. references acemoglu, daron, georgy egorov, and konstantin sonin. 2015. “re-evaluating de t",10.1017/s000305541700017x
10.1017_s000305541700017x,"Economic development, mobility, and political discontent: an experimental test of tocqueville's thesis in pakistan"," visit https://doi.org/10.1017/s000305541700017x. replication files can be found at https://doi.org/10. 7910/dvn/ey2i6m. references acemoglu, daron, georgy egorov, and konstantin sonin. 2015. “re-evaluating de tocqueville: social mobility and stability of democracy.” working paper, massa",10.1017/s000305541700017x
10.1017_s0003055417000491,Secular party rule and religious violence in pakistan,"de for reproducing this result is included in the replication files. 54 downloaded from https://www.cambridge.org/core. australian national university, on 19 jul 2021 at 02:19:57, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1",10.1017/s0003055417000491
10.1017_s0003055418000436,Cabinet durability and fiscal discipline,"rted in the original article but tallied from the replication materials. 941 downloaded from https://www.cambridge.org/core. australian national university, on 19 jul 2021 at 01:38:24, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1",10.1017/s0003055418000436
10.1017_s0003055420000519,Hot politics? Affective responses to political rhetoric,"sions remain the same and can be derived from the replication files. hot politics? affective responses to political rhetoric 159 downloaded from https://www.cambridge.org/core. australian national university, on 19 jul 2021 at 01:51:24, subject to the cambridge core terms of use, available at https://www.cambridge.org/core/terms. https://doi.org/1",10.1017/s0003055420000519
10.1017_s0003055420000647,The non-democratic roots of mass education: evidence from 200 years,"cess to a stand-alone copy of the annotations and underlying data is available here: https://doi.org/10.5064/ f6eozglb. references acemoglu, daron, simon johnson, james a. robinson, and pierre yared. 2005. “from education to democracy?” american economic review 95 (2): 44–9. acemoglu, dar",10.1017/s0003055420000647
10.1017_s0007123411000068,"The hidden effects of rules not broken: career paths, institutional rules and anticipatory exit in legislatures","duke university, for comments on previous drafts. replication materials and data are available at http://www.pitt.edu/,kanthak/ hiddeneffects.html. 1 david r. mayhew, congress: the electoral connection (new haven, conn.: yale university press, 2004); d. roderick kiewiet and mathew d. mccubbins, ‘congr",10.1017/s0007123411000068
