search_title,title_match,diff,url,orig_title,doi
"Grievances, economic wealth, and civil conflict","Grievances, economic wealth, and civil conflict",0,https://files.prio.org/journals/JPR/2014/51/1/Koubi and Bohmelt 2014 replication.zip,"Grievances, economic wealth, and civil conflict",10.1177/0022343313500501
"IGO membership, network convergence, and credible signaling in militarized disputes","IGO membership, network convergence, and credible signaling in militarized disputes",0,https://files.prio.org/journals/JPR/2013/50/6/Kinne 2013 replication.zip,"IGO membership, network convergence, and credible signaling in militarized disputes",10.1177/0022343313498615
Into the lion’s den,Into the lion’s den,0,https://files.prio.org/journals/JPR/2013/50/6/Dorussen and Gizelis 2013 replication.zip,Into the lion’s den,10.1177/0022343313484953
Narrow interests and military resource allocation in autocratic regimes,Narrow interests and military resource allocation in autocratic regimes,0,"https://files.prio.org/journals/JPR/2013/50/6/Conrad, Kim and Souva 2013 replication.zip",Narrow interests and military resource allocation in autocratic regimes,10.1177/0022343313498885
When have violent civil conflicts spread,When have violent civil conflicts spread,0,https://files.prio.org/journals/JPR/2013/50/6/Black 2013 replication.zip,When have violent civil conflicts spread? Introducing a dataset of substate conflict contagion,10.1177/0022343313493634
Blue helmets as targets,Blue helmets as targets,0,https://files.prio.org/journals/JPR/2013/50/6/Salverda 2013 replication.zip,Blue helmets as targets,10.1177/0022343313498764
Potential early phase success and ultimate failure of economic sanctions,Potential early phase success and ultimate failure of economic sanctions,0,https://files.prio.org/journals/JPR/2013/50/6/Dizaji and van Bergeijk 2013 replication.zip,Potential early phase success and ultimate failure of economic sanctions,10.1177/0022343313485487
Territorial disputes and the politics of individual well-being,Territorial disputes and the politics of individual well-being,0,https://files.prio.org/journals/JPR/2013/50/6/Miller 2013 replication.zip,Territorial disputes and the politics of individual well-being,10.1177/0022343313484954
"War and famine, peace and light","War and famine, peace and light",0,https://files.prio.org/journals/JPR/2013/50/5/Shortland et al 2013 replication.zip,"War and famine, peace and light? The economic dynamics of conflict in Somalia 1993–2009",10.1177/0022343313492991
Accounting for the dynamics of one-sided violence,Accounting for the dynamics of one-sided violence,0,https://files.prio.org/journals/JPR/2013/50/5/Schneider and Bussmann 2013 replication.zip,Accounting for the dynamics of one-sided violence,10.1177/0022343313492990
Relative rebel strength and the onset and outcome of civil war mediation,Relative rebel strength and the onset and outcome of civil war mediation,0,https://files.prio.org/journals/JPR/2013/50/5/Clayton 2013 replication.zip,Relative rebel strength and the onset and outcome of civil war mediation,10.1177/0022343313491587
Dialogue and interethnic trust,Dialogue and interethnic trust,0,https://files.prio.org/journals/JPR/2013/50/5/Svensson and Broneus 2013 replication.zip,Dialogue and interethnic trust,10.1177/0022343313492989
Geographic proximity and third-party joiners in militarized interstate disputes,Geographic proximity and third-party joiners in militarized interstate disputes,0,https://files.prio.org/journals/JPR/2013/50/5/Joyce and Braithwaite 2013 replication.zip,Geographic proximity and third-party joiners in militarized interstate disputes,10.1177/0022343313489587
Power parity and peace,Power parity and peace,0,https://files.prio.org/journals/JPR/2013/50/5/Hultquist 2013 replication.zip,Power parity and peace? The role of relative power in civil war settlement,10.1177/0022343313486281
Forecasting the onset of genocide and politicide,Forecasting the onset of genocide and politicide,0,https://files.prio.org/journals/JPR/2013/50/4/Goldsmith et al 2013 replication.zip,Forecasting the onset of genocide and politicide,10.1177/0022343313484167
"Me, myself, and allies","Me, myself, and allies",0,https://files.prio.org/journals/JPR/2013/50/4/Sobek and Clare 2013 replication.zip,"Me, myself, and allies: Understanding the external sources of power",10.1177/0022343313484047
"Regime type, issues of contention, and economic sanctions","Regime type, issues of contention, and economic sanctions",0,https://files.prio.org/journals/JPR/2013/50/4/Wallace 2013 replication.zip,"Regime type, issues of contention, and economic sanctions: Re-evaluating the economic peace between democracies",10.1177/0022343313482339
Voters versus terrorists,Voters versus terrorists,0,https://files.prio.org/journals/JPR/2013/50/4/Robbins et al 2013 replication.zip,Voters versus terrorists: Analyzing the effect of terrorist events on voter turnout,10.1177/0022343313479814
"Armed Conflicts, 1946–2012","Armed Conflicts, 1946–2012",0,http://ucdp.uu.se/downloads/,"Armed Conflicts, 1946–2012",10.1177/0022343313494396
Who killed in Rwanda’s genocide,Who killed in Rwanda’s genocide,0,https://files.prio.org/journals/JPR/2013/50/4/McDoom 2013 replication.zip,"Who killed in Rwanda’s genocide? Micro-space, social influence and individual participation in intergroup violence",10.1177/0022343313478958
Introducing the UCDP Georeferenced Event Dataset,Introducing the UCDP Georeferenced Event Dataset,0,https://files.prio.org/journals/JPR/2013/50/4/Sundberg and Melander 2013 replication.zip,Introducing the UCDP Georeferenced Event Dataset,10.1177/0022343313484347
Unpacking nonviolent campaigns,Unpacking nonviolent campaigns,0,http://www.navcodata.org/,Unpacking nonviolent campaigns,10.1177/0022343312471551
Understanding strategic choice,Understanding strategic choice,0,https://files.prio.org/journals/JPR/2013/50/3/Cunningham 2013 replication.zip,Understanding strategic choice,10.1177/0022343313475467
"Fresh carnations or all thorn, no rose","Fresh carnations or all thorn, no rose",0,https://files.prio.org/journals/JPR/2013/50/3/Gleditsch and Rivera Celestino 2013 replication.zip,"Fresh carnations or all thorn, no rose? Nonviolent campaigns and transitions in autocracies",10.1177/0022343312469979
Protecting civilians in civil war,Protecting civilians in civil war,0,https://files.prio.org/journals/JPR/2013/50/3/Kaplan 2013 replication.zip,Protecting civilians in civil war,10.1177/0022343313477884
Shifting sands,Shifting sands,0,https://files.prio.org/journals/JPR/2013/50/3/Shellman et al 2013.zip,Shifting sands,10.1177/0022343312474013
Gender ideologies and forms of contentious mobilization in the Middle East,Gender ideologies and forms of contentious mobilization in the Middle East,0,https://files.prio.org/journals/JPR/2013/50/3/Asal et al 2013 replication.zip,Gender ideologies and forms of contentious mobilization in the Middle East,10.1177/0022343313476528
"Democracy, civil liberties, and hostage-taking terrorism","Democracy, civil liberties, and hostage-taking terrorism",0,https://files.prio.org/journals/JPR/2013/50/2/Lee 2013 replication.zip,"Democracy, civil liberties, and hostage-taking terrorism",10.1177/0022343312465424
Who wants to forgive and forget,Who wants to forgive and forget,0,https://files.prio.org/journals/JPR/2013/50/2/Samii 2013 replication.zip,Who wants to forgive and forget? Transitional justice preferences in postwar Burundi,10.1177/0022343312463713
Islamic law states and the International Court of Justice,Islamic law states and the International Court of Justice,0,https://files.prio.org/journals/JPR/2013/50/2/Powell 2013 replication.zip,Islamic law states and the International Court of Justice,10.1177/0022343312470275
Stopping the legal flow of weapons,Stopping the legal flow of weapons,0,https://files.prio.org/journals/JPR/2013/50/2/Erickson 2013 replication.zip,Stopping the legal flow of weapons,10.1177/0022343312470472
"States, the security sector, and the monopoly of violence","States, the security sector, and the monopoly of violence",0,"https://files.prio.org/journals/JPR/2013/50/2/Carey, Mitchell and Lowe 2013 replication.zip","States, the security sector, and the monopoly of violence",10.1177/0022343312464881
Domestic legal traditions and states’ human rights practices,Domestic legal traditions and states’ human rights practices,0,"https://files.prio.org/journals/JPR/2013/50/2/Mitchell, Ring, Spellman 2013 replication.zip",Domestic legal traditions and states’ human rights practices,10.1177/0022343312466561
Ally provocateur,Ally provocateur,0,"https://files.prio.org/Journals/JPR/2013\50\1\Benson, Bentley and Ray replication.zip",Ally provocateur,10.1177/0022343312454445
Terrorist attack and target diversity,Terrorist attack and target diversity,0,https://files.prio.org/Journals/JPR/2013/50/1/Santifort et al Replication.zip,Terrorist attack and target diversity,10.1177/0022343312445651
Constrained by the bank and the ballot,Constrained by the bank and the ballot,0,https://files.prio.org/Journals/JPR/2013\50\1\Conrad and DeMeritt 2013 replication.zip,Constrained by the bank and the ballot,10.1177/0022343312454556
Causality between terrorism and economic growth,Causality between terrorism and economic growth,0,https://files.prio.org/Journals/JPR/2013\50\1\Meierrieks and Gries 2013 replication.zip,Causality between terrorism and economic growth,10.1177/0022343312445650
"Forecasting is difficult, especially about the future","Forecasting is difficult, especially about the future",0,https://files.prio.org/Journals/JPR/2013\50\1\Gleditsch and Ward replication.zip,"Forecasting is difficult, especially about the future",10.1177/0022343312449033
UN peace operations and protection of civilians,UN peace operations and protection of civilians,0,https://files.prio.org/Journals/JPR/2013/50/1/Hultman 2013 replication.zip,UN peace operations and protection of civilians,10.1177/0022343312461662
Economic sanctions,Economic sanctions,0,https://files.prio.org/Journals/JPR/2013\50\1\Allen and Lektzian 2013 replication.zip,Economic sanctions,10.1177/0022343312456224
The dynamics of terror during the Peruvian civil war,The dynamics of terror during the Peruvian civil war,0,https://files.prio.org/journals/JPR/2012/49/6/Fielding_Shortland_2012.zip,The dynamics of terror during the Peruvian civil war,10.1177/0022343312448501
"Growth, history, or institutions","Growth, history, or institutions",0,https://files.prio.org/journals/JPR/2012/49/6/Bertocchi_Guerzoni_2012.zip,"Growth, history, or institutions",10.1177/0022343312452420
The effects of trust on victimization in Colombia,The effects of trust on victimization in Colombia,0,https://files.prio.org/journals/JPR/2012/49/6/Cuesta_Alda_2012.zip,The effects of trust on victimization in Colombia,10.1177/0022343312453063
After ethnic civil war,After ethnic civil war,0,https://files.prio.org/Journals/JPR/2012/49/6/Dyrstad replication files.zip,After ethnic civil war,10.1177/0022343312439202
Denial and punishment in the North Caucasus,Denial and punishment in the North Caucasus,0,https://files.prio.org/journals/JPR/2012/49/6/Toft_Zhukov/Toft_Zhukov_2012.zip,Denial and punishment in the North Caucasus,10.1177/0022343312448389
Impediments to trade across the Green Line in Cyprus,Impediments to trade across the Green Line in Cyprus,0,https://files.prio.org/journals/JPR/2012/49/6/Gokcekus et al_2012.zip,Impediments to trade across the Green Line in Cyprus,10.1177/0022343312452286
The two swords,The two swords,0,https://files.prio.org/journals/JPR/2012/49/6/Henne_2012.zip,The two swords,10.1177/0022343312456225
Ethnicity and strategy in the Bosnian civil war,Ethnicity and strategy in the Bosnian civil war,0,https://files.prio.org/journals/JPR/2012/49/6/Costalli_Moro_2012.zip,Ethnicity and strategy in the Bosnian civil war,10.1177/0022343312453593
"Conflict resolution processes, uncertainty and labour demand","Conflict resolution processes, uncertainty and labour demand",0,https://files.prio.org/Journals/JPR/2012/49/5/Replication files Alberto Colino.rar,"Conflict resolution processes, uncertainty and labour demand",10.1177/0022343312453594
The economic benefits of justice,The economic benefits of justice,0,https://files.prio.org/Journals/JPR/2012/49/5/Appel and Loyle Rep Data.zip,The economic benefits of justice,10.1177/0022343312450044
"Armed conflict and post-conflict justice, 1946-2006","Armed conflict and post-conflict justice, 1946–2006",0.0130718954248366,https://files.prio.org/Journals/JPR/2012/49/5/PCJ Binningsbo et al JPR 49(5).zip,"Armed conflict and post-conflict justice, 1946–2006",10.1177/0022343312450886
The effect of trust in government on rallies’ round the flag,The effect of trust in government on rallies ’round the flag,0.00555555555555554,https://files.prio.org/Journals/JPR/2012/49/5/Trust and Rallies Replication Files.zip,The effect of trust in government on rallies ’round the flag,10.1177/0022343312440808
Old truths and new politics,Old truths and new politics,0,https://files.prio.org/Journals/JPR/2012/49/5/Appendix Taylor and Dukalskis 49.zip,Old truths and new politics,10.1177/0022343312449847
Armed intervention and civilian victimization in intrastate conflicts,Armed intervention and civilian victimization in intrastate conflicts,0,https://files.prio.org/Journals/JPR/2012/49/5/Wood et al 2012 replication.zip,Armed intervention and civilian victimization in intrastate conflicts,10.1177/0022343312449032
Why many cooks if they can spoil the broth,Why many cooks if they can spoil the broth,0,https://files.prio.org/Journals/JPR/2012/49/5/JPR Replication File Boehmelt.zip,Why many cooks if they can spoil the broth? The determinants of multiparty mediation,10.1177/0022343312437774
"Global patterns of maritime piracy, 2000–09","Global patterns of maritime piracy, 2000–09",0,https://www.prio.org/utility/DownloadFile.ashx?id=18&amp;type=replicationfile,"Global patterns of maritime piracy, 2000–09",10.1177/0022343312442520
"Global patterns of maritime piracy, 2000–09","Global patterns of maritime piracy, 2000–09",0,https://www.prio.org/utility/DownloadFile.ashx?id=17&amp;type=replicationfile,"Global patterns of maritime piracy, 2000–09",10.1177/0022343312442520
"Global patterns of maritime piracy, 2000–09","Global patterns of maritime piracy, 2000–09",0,https://www.prio.org/utility/DownloadFile.ashx?id=18&amp;type=replicationfile,"Global patterns of maritime piracy, 2000–09",10.1177/0022343312442520
"Global patterns of maritime piracy, 2000–09","Global patterns of maritime piracy, 2000–09",0,https://www.prio.org/utility/DownloadFile.ashx?id=17&amp;type=replicationfile,"Global patterns of maritime piracy, 2000–09",10.1177/0022343312442520
Measuring institutions,Measuring institutions,0,https://files.prio.org/Journals/JPR/2012/49/4/Replication Gwenhamo.zip,Measuring institutions,10.1177/0022343311434326
"Armed Conflicts, 1946–2011","Armed Conflicts, 1946–2011",0,http://ucdp.uu.se/downloads/,"Armed Conflicts, 1946–2011",10.1177/0022343312452421
Leave none to claim the land,Leave none to claim the land,0,https://files.prio.org/Journals/JPR/2012/49/4/Replication Verpoorten.zip,Leave none to claim the land,10.1177/0022343312437773
"Dynamics of political instability in the United States, 1780–2010","Dynamics of political instability in the United States, 1780–2010",0,https://files.prio.org/Journals/JPR/2012/49/4/Replication Turchin.zip,"Dynamics of political instability in the United States, 1780–2010",10.1177/0022343312442078
A price worth fighting for,A price worth fighting for,0,https://files.prio.org/Journals/JPR/2012/49/4/Rustad_Binningsbo_replication files.zip,A price worth fighting for? Natural resources and conflict recurrence,10.1177/0022343312444942
The cost of exposing cheating,The cost of exposing cheating,0,https://files.prio.org/Journals/JPR/2012/49/4/JPR Daxecker repdata.zip,The cost of exposing cheating,10.1177/0022343312445649
Zapatista and counter-Zapatista protests,Zapatista and counter-Zapatista protests,0,https://files.prio.org/Journals/JPR/2012/49/3/Maria Inclan Replication Data.zip,Zapatista and counter-Zapatista protests,10.1177/0022343311434238
Peace on quicksand,Peace on quicksand,0,https://files.prio.org/Journals/JPR/2012/49/3/Dahl_Hoyland.zip,Peace on quicksand? Challenging the conventional wisdom about economic growth and post-conflict risks,10.1177/0022343312436767
Does transnational terrorism reduce foreign direct investment,Does transnational terrorism reduce foreign direct investment,0,https://files.prio.org/Journals/JPR/2012/49/3/replication materials.zip,Does transnational terrorism reduce foreign direct investment? Business-related versus non-business-related terrorism,10.1177/0022343312436768
Good for the money,Good for the money,0,https://files.prio.org/Journals/JPR/2012/49/3/Replication DiGiuseppe.zip,Good for the money,10.1177/0022343311434239
Organizational legacies of violence,Organizational legacies of violence,0,https://files.prio.org/Journals/JPR/2012/49/3/Replication files Daly 2012.zip,Organizational legacies of violence,10.1177/0022343311435801
"Political order, development and social violence","Political order, development and social violence",0,https://files.prio.org/Journals/JPR/2012/49/3/Hoelscher and Fox Data Rep REV.zip,"Political order, development and social violence",10.1177/0022343311434327
PRIO-GRID,PRIO-GRID,0,https://files.prio.org/Journals/JPR/2012/49/2/priogrid_replication.zip,PRIO-GRID: A unified spatial data structure,10.1177/0022343311431287
Inequality and conflict federations,Inequality and conflict in federations,0.0691729323308271,"https://files.prio.org/Journals/JPR/2012/49/2/Deiwiks, Cederman and Gleditsch rep data.zip",Inequality and conflict in federations,10.1177/0022343311431754
Structural determinants of human rights prosecutions after democratic transition,Structural determinants of human rights prosecutions after democratic transition,0,https://files.prio.org/Journals/JPR/2012/49/2/HunJoonKimReplication.zip,Structural determinants of human rights prosecutions after democratic transition,10.1177/0022343311431600
UN intervention and the duration of international crises,UN intervention and the duration of international crises,0,https://files.prio.org/Journals/JPR/2012/49/2/UN-crisisdur-JPRreplication.zip,UN intervention and the duration of international crises,10.1177/0022343311431599
Introducing the UCDP Non-State Conflict Dataset,Introducing the UCDP Non-State Conflict Dataset,0,https://files.prio.org/Journals/JPR/2012/49/2/replication data_UCDP Non-state conflict dataset v2.2.xls,Introducing the UCDP Non-State Conflict Dataset,10.1177/0022343311431598
When and how many,When and how many,0,https://files.prio.org/Journals/JPR/2012/49/2/Shirkey Replication Data.zip,When and how many: The effects of third party joining on casualties and duration in interstate wars,10.1177/0022343311431597
Can states buy peace,Can states buy peace,0,https://files.prio.org/Journals/JPR/2012/49/2/JPR Replication Materials Taydas and Peksen.zip,Can states buy peace? Social welfare spending and civil conflicts,10.1177/0022343311431286
The publics’ concern for global warming,The publics’ concern for global warming,0,https://files.prio.org/Journals/JPR/2012/49/1/Kvaløy and Listhaug 49(1) Replication.zip,The publics’ concern for global warming: A cross-national study of 47 countries,10.1177/0022343311425841
African range wars,African range wars,0,https://www.prio.org,"African range wars: Climate, conflict, and property rights",10.1177/0022343311426166
Come rain or shine,Come rain or shine,0,"https://files.prio.org/ReplicationData/Raleigh, Kniveton - Come Rain or Shine, JPR 49(1).zip",Come rain or shine: An analysis of conflict and climate variability in East Africa,10.1177/0022343311427754
"Civil war, climate change and development","Civil war, climate change, and development",0.00793650793650791,https://files.prio.org/Journals/JPR/2012/49/1/Devitt and Tol 49(1) replication.zip,"Civil war, climate change, and development: A scenario study for sub-Saharan Africa",10.1177/0022343311427417
"Climate change, rainfall, and social conflict in Africa","Climate change, rainfall, and social conflict in Africa",0,https://files.prio.org/Journals/JPR/2012/49/1/Replication Data Hendrix and Salehyan.zip,"Climate change, rainfall, and social conflict in Africa",10.1177/0022343311426165
"Climate-related natural disasters, economic growth, and armed civil conflict","Climate-related natural disasters, economic growth, and armed civil conflict",0,https://files.prio.org/Journals/JPR/2012/49/1/Bergholt and Lujala 49(1) Replication.zip,"Climate-related natural disasters, economic growth, and armed civil conflict",10.1177/0022343311426167
Could climate change cause peace,Could climate change precipitate peace,0.141008771929825,https://www.prio.org/utility/DownloadFile.ashx?id=156&amp;type=replicationfile,Could climate change precipitate peace?,10.1177/0022343311427342
Weathering climate change,Weathering climate change,0,https://files.prio.org/Journals/JPR/2012/49/1/TirAndStinnett49Replication.zip,Weathering climate change: Can institutions mitigate international water conflict?,10.1177/0022343311427066
Climate change and the institutional resilience of international river basins,Climate change and the institutional resilience of international river basins,0,https://files.prio.org/Journals/JPR/2012/49/1/StefanoEtAl49Replication.zip,Climate change and the institutional resilience of international river basins,10.1177/0022343311427416
Climate clashes,Climate clashes,0,https://files.prio.org/Journals/JPR/2012/49/1/Theisen 49 Replication.zip,"Climate clashes? Weather variability, land pressure, and organized violence in Kenya, 1989–2004",10.1177/0022343311425842
Don’t blame the weather! Climate-related natural disasters and civil conflict,Don’t blame the weather! Climate-related natural disasters and civil conflict,0,https://files.prio.org/Journals/JPR/2012/49/1/Replication Slettebak 49(1).zip,Don’t blame the weather! Climate-related natural disasters and civil conflict,10.1177/0022343311425693
Climate change and international water conflict in central Asia,Climate change and international water conflict in Central Asia,0.0105820105820106,https://files.prio.org/Journals/JPR/2012/49/1/Bernauer and Siegfried 49(1) Replication.zip,Climate change and international water conflict in Central Asia,10.1177/0022343311425843
Does climate change drive land-use conflicts in the Sahel,Does climate change drive land-use conflicts in the Sahel,0,https://files.prio.org/Journals/JPR/2012/49/1/Benjaminsen et al. 49 Replication.zip,Does climate change drive land-use conflicts in the Sahel?,10.1177/0022343311427343
"Climate variability, economic growth, and civil conflict","Climate variability, economic growth, and civil conflict",0,https://files.prio.org/Journals/JPR/2012/49/1/Koubi et al. 49(1) Replication.zip,"Climate variability, economic growth, and civil conflict",10.1177/0022343311427173
"Climate change, violent conflict and local institutions in Kenya’s drylands","Climate change, violent conflict and local institutions in Kenya’s drylands",0,https://files.prio.org/Journals/JPR/2012/49/1/Adano et al. 49 replication.zip,"Climate change, violent conflict and local institutions in Kenya’s drylands",10.1177/0022343311427344
Liberal peace and shared resources – A fair-weather phenomenon,Liberal peace and shared resources – A fair-weather phenomenon,0,https://files.prio.org/Journals/JPR/2011/48/6/Appendix_2011_07_23.docx,Liberal peace and shared resources – A fair-weather phenomenon?,10.1177/0022343311420459
Naga militancy and violent politics in the shadow of ceasefire,Naga militancy and violent politics in the shadow of ceasefire,0,https://files.prio.org/journals/JPR/2011/48/6/Kolas_2011.zip,Naga militancy and violent politics in the shadow of ceasefire,10.1177/0022343311417972
Capacity to trust,Capacity to trust,0,https://files.prio.org/Journals/JPR/2011/48/6/48(6) Hutchison and Johnson Data Replication.zip,"Capacity to trust? Institutional capacity, conflict, and political trust in Africa, 2000–2005",10.1177/0022343311417981
The diffusion of racist violence in the Netherlands,The diffusion of racist violence in the Netherlands,0,https://files.prio.org/journals/JPR/2011/48/6/Braun_2013.zip,The diffusion of racist violence in the Netherlands: Discourse and distance,10.1177/0022343311419238
The economic costs of the German participation in the Afghanistan war,The economic costs of the German participation in the Afghanistan war,0,"https://files.prio.org/Journals/JPR/2011/48/6/Afghanistan calculations, JPR.xls",The economic costs of the German participation in the Afghanistan war,10.1177/0022343311419544
Supplying peace,Supplying peace,0,https://files.prio.org/Journals/JPR/2011/48/6/Bove and Elia Replication data 48(6).zip,Supplying peace: Participation in and troop contribution to peacekeeping missions,10.1177/0022343311418265
The Religion and State-Minorities dataset,The Religion and State-Minorities dataset,0,https://files.prio.org/Journals/JPR/2011/48/6/JPR_RASMData.sav,The Religion and State-Minorities dataset,10.1177/0022343311418997
Who wants to be a major power,Who wants to be a major power,0,https://files.prio.org/Journals/JPR/2011/48/5/48(5) Fordham Replication Data.zip,Who wants to be a major power? Explaining the expansion of foreign policy ambition,10.1177/0022343311411959
Stability and change in the Freedom House political rights and civil liberties measures,Stability and change in the Freedom House political rights and civil liberties measures,0,https://files.prio.org/Journals/JPR/2011/48/5/Armstrong_jpr_replication.zip,Stability and change in the Freedom House political rights and civil liberties measures,10.1177/0022343311411744
Socio-psychological barriers to peace making,Socio-psychological barriers to peace making,0,https://files.prio.org/Journals/JPR/2011/48/5/Halperin and Bar Tal Replication Data 48(5).zip,Socio-psychological barriers to peace making: An empirical examination within the Israeli Jewish Society,10.1177/0022343311412642
Quantifying intelligence cooperation,Quantifying intelligence cooperation,0,https://files.prio.org/Journals/JPR/2011/48/5/USIIB codebook january 2011.zip,Quantifying intelligence cooperation: The United States International Intelligence Behavior (USIIB) dataset,10.1177/0022343311412808
"Mineral production, territory, and ethnic rebellion","Mineral production, territory, and ethnic rebellion",0,https://files.prio.org/Journals/JPR/2011/48/5/JPR 48(5) Sorens Replication Data NEW 06 10 2011.zip,"Mineral production, territory, and ethnic rebellion: The role of rebel constituencies",10.1177/0022343311411743
Introducing the Civil Wars Mediation (CWM) dataset,Introducing the Civil Wars Mediation (CWM) dataset,0,https://files.prio.org/Journals/JPR/2011/48/5/Replication Derouen.zip,Introducing the Civil Wars Mediation (CWM) dataset,10.1177/0022343311406157
Why Indian men rebel,Why Indian men rebel,0,https://files.prio.org/Journals/JPR/2011/48/5/48(5) Replication data Chaitanya.zip,"Why Indian men rebel? Explaining armed rebellion in the northeastern states of India, 1970–2007",10.1177/0022343311412409
"Civil conflict and world fisheries, 1952–2004","Civil conflict and world fisheries, 1952–2004",0,https://files.prio.org/Journals/JPR/2011/48/4/Hendrix and Glaser JPR Replication Data 48(4).zip,"Civil conflict and world fisheries, 1952–2004",10.1177/0022343311399129
"The institutional expansion of human rights, 1863-2003","The institutional expansion of human rights, 1863–2003",0.0123456790123457,https://files.prio.org/Journals/JPR/2011/48/4/Replication data Elliott.zip,"The institutional expansion of human rights, 1863–2003: A comprehensive dataset of international instruments",10.1177/0022343311406956
"Armed Conflict, 1946-2010","Armed conflict, 1946–2010",0.0968115942028985,http://www.pcr.uu.se/research/ucdp/datasets/ucdp_prio_armed_conflict_dataset/,"Armed conflict, 1946–2010",10.1177/0022343311415302
"Societal security, the security dilemma, and extreme anti-migrant hostility in Russia","Societal security, the security dilemma, and extreme anti-migrant hostility in Russia",0,https://files.prio.org/Journals/JPR/2011/48/4/Alexseev Replication Data 48(4).zip,"Societal security, the security dilemma, and extreme anti-migrant hostility in Russia",10.1177/0022343311406155
Does trade prevent or promote interstate conflict initiation,Does trade prevent or promote interstate conflict initiation,0,https://files.prio.org/Journals/JPR/2011/48/4/QuanAndReuvenyOnlineAppendicesIandII.zip,Does trade prevent or promote interstate conflict initiation?,10.1177/0022343311406306
National missile defense and (dis)satisfaction,National missile defense and (dis)satisfaction,0,https://files.prio.org/Journals/JPR/2011/48/4/Quackenbush and Drury Replication Data.zip,National missile defense and (dis)satisfaction,10.1177/0022343311402108
"Poverty, minority economic discrimination and domestic terrorism","Poverty, minority economic discrimination, and domestic terrorism",0.00512820512820511,https://files.prio.org/Journals/JPR/2011/48/3/ATT227895.zip,"Poverty, minority economic discrimination, and domestic terrorism",10.1177/0022343310397404
The adverse effect of transnational and domestic terrorism on growth in Africa,The adverse effect of transnational and domestic terrorism on growth in Africa,0,https://files.prio.org/Journals/JPR/2011/48/3/Gaibulloev Sandler_Replication Data1.zip,The adverse effect of transnational and domestic terrorism on growth in Africa,10.1177/0022343310395798
Legislative response to international terrorism,Legislative response to international terrorism,0,https://www.prio.org/utility/DownloadFile.ashx?id=182&amp;type=replicationfile,Legislative response to international terrorism,10.1177/0022343311399130
"Transnational terrorism, US military aid, and the incentive to misrepresent","Transnational terrorism, US military aid, and the incentive to misrepresent",0,https://files.prio.org/Journals/JPR/2011/48/3/Bapat_Replication.zip,"Transnational terrorism, US military aid, and the incentive to misrepresent",10.1177/0022343310394472
Terrorism and the economics of trust,Terrorism and the economics of trust,0,"https://files.prio.org/Journals/JPR/2011/48/3/Blomberg, Hess and Tan_Replication data.zip",Terrorism and the economics of trust,10.1177/0022343311401641
Domestic versus transnational terrorism,Domestic versus transnational terrorism,0,"https://files.prio.org/Journals/JPR/2011/48/3/Enders, Sandler and Gaibulloev - Replication Data.zip","Domestic versus transnational terrorism: Data, decomposition, and dynamics",10.1177/0022343311398926
Terror management in times of war,Terror management in times of war,0,https://files.prio.org/Journals/JPR/2011/48/2/Chatard et al Replication Data.zip,Terror management in times of war: Mortality salience effects on self-esteem and governmental and army support,10.1177/0022343310397435
Sleeping hegemons,Sleeping hegemons,0,https://files.prio.org/Journals/JPR/2011/48/2/ONLINE Appendix.doc,Sleeping hegemons: Third-party intervention following territorial integrity transgressions,10.1177/0022343310396267
Global instances of coups from 1950 to 2009,Global instances of coups from 1950 to 2010,0.0155038759689923,https://files.prio.org/Journals/JPR/2011/48/2/replication_files.zip,Global instances of coups from 1950 to 2010: A new dataset,10.1177/0022343310397436
How different are the correlates of onset and continuation of civil wars,How different are the correlates of onset and continuation of civil wars,0,https://files.prio.org/Journals/JPR/2011/48/2/bleaney_dimico_jpr.zip,How different are the correlates of onset and continuation of civil wars?,10.1177/0022343310394697
Taking matters into their own hands,Taking matters into their own hands,0,https://files.prio.org/Journals/JPR/2011/48/2/rost greig replication.zip,Taking matters into their own hands: An analysis of the determinants of state-conducted peacekeeping in civil wars,10.1177/0022343310396110
"Third party trade, political similarity, and dyadic conflict","Third-party trade, political similarity, and dyadic conflict",0.14105461393597,https://files.prio.org/Journals/JPR/2011/48/2/Peterson - 48(2) Data Replication.zip,"Third-party trade, political similarity, and dyadic conflict",10.1177/0022343310396266
Openness and internal conflict,Openness and internal conflict,0,https://files.prio.org/Journals/JPR/2011/48/1/Magee Massoud JPR_replication.zip,Openness and internal conflict,10.1177/0022343310388834
Foreign terror on Americans,Foreign terror on Americans,0,https://files.prio.org/Journals/JPR/2011/48/1/Replication data Neumayer 48(1).zip,Foreign terror on Americans,10.1177/0022343310390147
Veto players and terror,Veto players and terror,0,https://files.prio.org/Journals/JPR/2011/48/1/Replication data Young and Dugan 48(1).zip,Veto players and terror,10.1177/0022343310386269
Militarized territorial disputes,Militarized territorial disputes,0,https://files.prio.org/Journals/JPR/2011/48/1/Wiegand Replication data 48(1).zip,Militarized territorial disputes,10.1177/0022343310389414
The quantity and quality of terrorism,The quantity and quality of terrorism,0,https://files.prio.org/Journals/JPR/2011/48/1/Replication data Sanchez Cuenca and de la Calle 48(1).zip,The quantity and quality of terrorism,10.1177/0022343310392890
"Rebellion, mediation, and group change","Rebellion, mediation, and group change",0,https://files.prio.org/Journals/JPR/2011/48/1/Lounsbery 48(1) Appendix.zip,"Rebellion, mediation, and group change",10.1177/0022343310390256
