file_in,title,journal,context,count_prereg,relevant,validate,validate_link,validate_comments
10.1146_annurev-polisci-091515-025429,Transparent {Social} {Inquiry}: {Implications} for {Political} {Science,Annual Review of Political Science,"es reward articles featuring open data, open materials, and preregistered designs, respectively. studies of the first journals to adopt open science badges reveal substantial increases in openness following their adoption (kidwell et al. 2016, rowhani-farid et al. 2017). organizations have also started to offer financial rewards for scholars who publish work based on preregistered designs (see, e.g., https://cos.io/prereg/, https://www.erpc2016.com). www.annualr",17,,,,
10.1146_annurev-polisci-091515-025429,Transparent {Social} {Inquiry}: {Implications} for {Political} {Science,Annual Review of Political Science,"er financial rewards for scholars who publish work based on preregistered designs (see, e.g., https://cos.io/prereg/, https://www.erpc2016.com). www.annualreviews.org • transparent social inquiry 37 annu. rev. polit. sci. 2018.21:29-47. downloaded from www.annualreviews.org access provided by australian national university on 07/18/21. for personal use only. pl21ch03_lupia ari 7 april 2018 11:9 table 1 summary of the eight standards and three levels of the trans",17,,,,
10.1146_annurev-polisci-091515-025429,Transparent {Social} {Inquiry}: {Implications} for {Political} {Science,Annual Review of Political Science,"k based on preregistered designs (see, e.g., https://cos.io/prereg/, https://www.erpc2016.com). www.annualreviews.org • transparent social inquiry 37 annu. rev. polit. sci. 2018.21:29-47. downloaded from www.annualreviews.org access provided by australian national university on 07/18/21. for personal use only. pl21ch03_lupia ari 7 april 2018 11:9 table 1 summary of the eight standards and three levels of the transparency and openness promotion (top) guidelinesa ",17,,,,
10.1146_annurev-polisci-091515-025429,Transparent {Social} {Inquiry}: {Implications} for {Political} {Science,Annual Review of Political Science,"to design transparency standards for review and publication preregistration of studies journal says nothing journal encourages preregistration of studies and provides a link in the article to preregistration, if it exists journal encourages preregistration of studies and provides a link in the article and certification that the article meets preregistration badge requirements journal requires preregistration of studies and provides a link and badge in the articl",17,,,,
10.1146_annurev-polisci-091515-025429,Transparent {Social} {Inquiry}: {Implications} for {Political} {Science,Annual Review of Political Science,"stration of studies journal says nothing journal encourages preregistration of studies and provides a link in the article to preregistration, if it exists journal encourages preregistration of studies and provides a link in the article and certification that the article meets preregistration badge requirements journal requires preregistration of studies and provides a link and badge in the article to indicate that it meets requirements preregistration of analysi",17,,,,
10.1146_annurev-polisci-091515-025429,Transparent {Social} {Inquiry}: {Implications} for {Political} {Science,Annual Review of Political Science,"gistration of studies and provides a link in the article to preregistration, if it exists journal encourages preregistration of studies and provides a link in the article and certification that the article meets preregistration badge requirements journal requires preregistration of studies and provides a link and badge in the article to indicate that it meets requirements preregistration of analysis plans journal says nothing journal encourages preanalysis plans",17,,,,
10.1146_annurev-polisci-091515-025429,Transparent {Social} {Inquiry}: {Implications} for {Political} {Science,Annual Review of Political Science,"article to preregistration, if it exists journal encourages preregistration of studies and provides a link in the article and certification that the article meets preregistration badge requirements journal requires preregistration of studies and provides a link and badge in the article to indicate that it meets requirements preregistration of analysis plans journal says nothing journal encourages preanalysis plans and provides a link in the article to the regist",17,,,,
10.1146_annurev-polisci-091515-025429,Transparent {Social} {Inquiry}: {Implications} for {Political} {Science,Annual Review of Political Science,"ink in the article and certification that the article meets preregistration badge requirements journal requires preregistration of studies and provides a link and badge in the article to indicate that it meets requirements preregistration of analysis plans journal says nothing journal encourages preanalysis plans and provides a link in the article to the registered analysis plan, if it exists journal encourages preanalysis plans and provides a link in the articl",17,,,,
10.1146_annurev-polisci-091515-025429,Transparent {Social} {Inquiry}: {Implications} for {Political} {Science,Annual Review of Political Science,"e meets preregistration badge requirements journal requires preregistration of studies and provides a link and badge in the article to indicate that it meets requirements preregistration of analysis plans journal says nothing journal encourages preanalysis plans and provides a link in the article to the registered analysis plan, if it exists journal encourages preanalysis plans and provides a link in the article and certification that it meets registered analysi",17,,,,
10.1146_annurev-polisci-091515-025429,Transparent {Social} {Inquiry}: {Implications} for {Political} {Science,Annual Review of Political Science,"badge in the article to indicate that it meets requirements preregistration of analysis plans journal says nothing journal encourages preanalysis plans and provides a link in the article to the registered analysis plan, if it exists journal encourages preanalysis plans and provides a link in the article and certification that it meets registered analysis plan badge requirements journal requires preregistration of studies with analysis plans and provides a link a",17,,,,
10.1146_annurev-polisci-091515-025429,Transparent {Social} {Inquiry}: {Implications} for {Political} {Science,Annual Review of Political Science,egistered analysis plan badge requirements journal requires preregistration of studies with analysis plans and provides a link and badge in the article to indicate that it meets requirements replication journal discourages submission of replication studies or says nothing journal encourages submission of replication studies journal encourages submission of replication studies and conducts a blind review of results journal uses registered reports as a submission ,17,,,,
10.1146_annurev-polisci-091515-025429,Transparent {Social} {Inquiry}: {Implications} for {Political} {Science,Annual Review of Political Science,"2017. on bias and blind selection: assessing the promise of pre-registration and results-free review. see elman et al. 2017 kahan d. 2017. on the sources of ordinary science knowledge and extraordinary science ignorance. in the oxford handbook of the science of science communication, ed. kh jamieson, d kahan, d schufele, pp. 31–49. oxford, uk: oxford univ. press kidwell mc, lazarević lb, baranski e, hardwicke te, piechowski s, et al. 2016. badges to acknowledge ",17,,,,
10.1146_annurev.polisci.12.053007.145205,Voting {Technologies,Annual Review of Political Science," registration, reforms such as instant-runoff vot- ing, and preregistration of 16- and 17-year olds. amid concerns about the policy relevance of the profession of political science, the range of issues that the study of voting technologies opens up provides the profession the opportu- nity to be inﬂuential in a rare area of public pol- icy in which political science has a comparative advantage. disclosure statement the author is not aware of any afﬁliations, mem",1,,,,
10.1162_glep_a_00577,none,none,"s written a net zero carbon emissions target into law 5. we preregistered a complete study protocol with ***egap*** (id 20190529aa), available at: http:// ***egap***.org/registration/5775, last accessed august 4, 2020. patrick bayer and federica genovese • 35 downloaded from http://direct.mit.edu/glep/article-pdf/20/4/28/1859784/glep_a_00577.pdf by australian national university user on 09 august 2021 (uk government 2019). despite these ambitious plans, the country is curre",1,TRUE,Yes,https://osf.io/wa7e2,No title  or journal
10.1177_0002716217732009,Can schools enable parents to prevent summer learning loss? {A} text-messaging field experiment to promote literacy skills,The ANNALS of the American Academy of Political and Social Science,evel. our research design and analyses described below were preregistered with the institute for education sciences what works clearinghouse randomized control trial registry (id #489). we randomly assigned students and their par- ents to receive texts or to a control condition in which households only received standard school announcements via text-messages. we chose to assign treatment at the household level to reduce potential spillovers between siblings. if ,2,,,,
10.1177_0002716217732009,Can schools enable parents to prevent summer learning loss? {A} text-messaging field experiment to promote literacy skills,The ANNALS of the American Academy of Political and Social Science,"rential effect on subgroups of students as specified in the preregistration plan. we do this by refitting equa- tion (2) to include the main effect of a given student characteristic and its interac- tion effect with the treatment indicator. the subgroups we examine are eligibility for frpl, race (african american and hispanic), and grade level (first and sec- ond; third and fourth). we fit parallel logistic regression models using the same structural compo- nent",2,,,,
10.1177_0002716217742605,Privacy protective research: facilitating ethically responsible access to administrative data,The ANNALS of the American Academy of Political and Social Science,"irmatory research that tests a specified hypothesis using a preregistered analysis plan. this would prevent “p-hacking,” that is, dredging through data until a researcher sooner or later finds coinci- dences that can masquerade as statistical significance (simonsohn, nelson, and simmons 2014). protecting private administrative data common research protocols sometimes purport to deliver accuracy or privacy that in fact they do not. one useful way to classify prop",1,,,,
10.1177_0010414014554685,From methodology to practice,Comparative Political Studies,"ther way, only if obtained findings match those proposed on pre-registered reports could researchers claim a successful study. non-compliance—for example, changing hypotheses and propositions, securing new data or cases, executing more tests than proposed—would become quickly apparent, sham- ing scholars or even foreclosing publication. although calls for such research registries have gained support in the medical sciences, advocates in political science are few ",2,,,,
10.1177_0010414014554685,From methodology to practice,Comparative Political Studies,"atical psychology, 57, 188-189. yom 641 gelman, a. (2013b). preregistration of studies and mock reports. political analysis, 21, 40-41. gelman, a., & stern, h. (2006). the difference between “significant” and “not sig- nificant” is not itself statistically significant. american statistician, 60, 328-331. george, a., & bennett, a. (2005). case studies and theory development in the social sciences. boston, ma: mit press. gerber, a., & malhotra, n. (2008). do stati",2,,,,
10.1177_0010414016633228,The effects of authoritarian iconography,Comparative Political Studies,"iance with and support for an authoritarian regime. using a pre-registered research design, it finds no meaningful evidence that authoritarian iconography increases political compliance or support for the emirati regime. although these null results may be due to a number of factors, the findings have important implications for the future research agenda on how and why authoritarian leaders use political culture to maintain power. keywords non-democratic regimes, ",1,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"ale for this pilot, expressly articulating the practices of preregistration and results-free review. we document the process of carrying out the special issue with a discussion of the three accepted papers, and critically evaluate the role of both preregistration and results-free review. our main conclusions are that results-free review encourages much greater attention to theory and research design, but that it raises thorny problems about how to anticipate and",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"e accepted papers, and critically evaluate the role of both preregistration and results-free review. our main conclusions are that results-free review encourages much greater attention to theory and research design, but that it raises thorny problems about how to anticipate and interpret null findings. we also observe that as currently practiced, results-free review has a particular affinity with experimental and cross-case 1university of texas at austin, tx, us",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"s, qualitative methods, results- free review, transparency, preregistration introduction in the past decade, political science has witnessed a growing movement for greater transparency in research. prominent examples include efforts by the evidence in governance and politics network (***egap***; www.***egap***.org), the berkeley initiative for transparency in the social sciences (bitss; www. bitss.org), a recent symposium on transparency in qualitative methods (moravcsik, 2",49,TRUE,999,A special issue paper about transparency.,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"e statements about grant funding, compensation of subjects, preregistration of hypotheses, human subjects approval, and even the very data collection itself.3 second, what may have made this article espe- cially interesting in the first place was the massive size and persistence of the impact of gay canvasing on support for gay marriage that stood in sharp con- trast to nearly all existing studies on persuasion.4 our special issue has little to say about outrigh",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"nown the full set of data preparation operations conducted. preregistration as a solution to publication bias one possible way to increase transparency is through preregistration, which specifically requires that, prior to carrying out a study, scholars pro- vide details about the research design of the study, how the study’s data will be analyzed, as well as any potential conflict of interests with funders. findley et al. 1677 these registries record all studie",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"n bias one possible way to increase transparency is through preregistration, which specifically requires that, prior to carrying out a study, scholars pro- vide details about the research design of the study, how the study’s data will be analyzed, as well as any potential conflict of interests with funders. findley et al. 1677 these registries record all studies, including those that have been con- ducted and have not been submitted to journals. in this piece, w",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"bmitted to journals. in this piece, we focus on the role of preregistration for submitted studies. the field of medicine was the first to set up preregistration standards (de angelis et al., 2004). the process of establishing mandatory preregistration in medicine was not easy; indeed, significant opposition contributed to a number of false starts, which delayed the adoption of preregistration (dickersin & rennie, 2003). but it is now possible to trace most resea",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"tted studies. the field of medicine was the first to set up preregistration standards (de angelis et al., 2004). the process of establishing mandatory preregistration in medicine was not easy; indeed, significant opposition contributed to a number of false starts, which delayed the adoption of preregistration (dickersin & rennie, 2003). but it is now possible to trace most research from inception through to completion, and it is clearer which research is funded ",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"ngelis et al., 2004). the process of establishing mandatory preregistration in medicine was not easy; indeed, significant opposition contributed to a number of false starts, which delayed the adoption of preregistration (dickersin & rennie, 2003). but it is now possible to trace most research from inception through to completion, and it is clearer which research is funded by private donors who may have an interest in the outcomes of the research. drawing on the ",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies," to a number of false starts, which delayed the adoption of preregistration (dickersin & rennie, 2003). but it is now possible to trace most research from inception through to completion, and it is clearer which research is funded by private donors who may have an interest in the outcomes of the research. drawing on the example of medicine, there is a broader movement toward preregistration of research that is just now entering the social sciences, including psy",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"the example of medicine, there is a broader movement toward preregistration of research that is just now entering the social sciences, including psychology, economics, and political science. indeed, there is much optimism that adopting more stringent transparency standards should improve social science research (humphreys et al., 2013; miguel et al., 2014; monogan, 2015). registries for research designs have been established by the evidence in governance and pol",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies," others. the expectation of these registries is as follows: preregistration cre- ates the proper incentives to report (and publish) based on research design rather than the results, which makes it more likely that accurate causal effects—be they directional or null—come to light for the scientific commu- nity to be aware. preregistration admits a wide variety of possible designs. they could range from providing basic information about hypotheses and expected tes",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,l—come to light for the scientific commu- nity to be aware. preregistration admits a wide variety of possible designs. they could range from providing basic information about hypotheses and expected tests as with the basic ***egap*** preregistration option (http://***egap***.org/content/regis- tration) to extraordinarily detailed analysis plans and mock reports as in many of the designs posted to ***egap*** (http://***egap***.org/design-registrations). although there is substantial the,49,TRUE,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies," about hypotheses and expected tests as with the basic ***egap*** preregistration option (http://***egap***.org/content/regis- tration) to extraordinarily detailed analysis plans and mock reports as in many of the designs posted to ***egap*** (http://***egap***.org/design-registrations). although there is substantial theorizing about research transparency, there is very little empirical evaluation of actual preregistration practices. some scholars have begun to register their designs, ",49,TRUE,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"arency, there is very little empirical evaluation of actual preregistration practices. some scholars have begun to register their designs, but very few of those designs have been published in political science (see findley, nielson, & sharman, 2013, 2014, 2015; gottlieb, 2016; monogan, 2015 for additional examples). there are a few published examples in economics and psychology (e.g., casey, glennerster, & miguel, 2012) in quarterly journal of economics and the ",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"l, 2012) in quarterly journal of economics and the landmark preregistered observational study by neumark (2001), but published results are not yet keeping pace with the growing interest in preregistration. 1678 comparative political studies 49(13) preregistration complements replication policies by setting standards for earlier phases of the research, including the full set of data preparation and analysis operations to be conducted, which should reduce data fis",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"sults are not yet keeping pace with the growing interest in preregistration. 1678 comparative political studies 49(13) preregistration complements replication policies by setting standards for earlier phases of the research, including the full set of data preparation and analysis operations to be conducted, which should reduce data fishing and in turn reduce publication bias. although these incidents provide lessons about replication and data sharing, they are p",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies," preregistration. 1678 comparative political studies 49(13) preregistration complements replication policies by setting standards for earlier phases of the research, including the full set of data preparation and analysis operations to be conducted, which should reduce data fishing and in turn reduce publication bias. although these incidents provide lessons about replication and data sharing, they are primarily aimed at catching publication bias caused by the r",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"our special issue received nine (out of 19) submissions for preregistered work that was yet to be fielded. as special issue editors, we were especially excited about submissions in which scholars submitted their plans prior to implementing their research. this allowed greater transparency in the research process and also enabled detailed feedback to the researcher before they went into the field. nevertheless, it is not clear that preregistration alone is a suff",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"hey went into the field. nevertheless, it is not clear that preregistration alone is a sufficient solu- tion for publication bias. first, it is possible for authors to engage in hypoth- esis trolling, preregistering multiple measurements, hypotheses, and subsample analyses, thereby allowing themselves ample room to p-fish within their stated research plans. as multiple comparison corrections become increasingly common, these problems may not be as acute, because",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"is possible for authors to engage in hypoth- esis trolling, preregistering multiple measurements, hypotheses, and subsample analyses, thereby allowing themselves ample room to p-fish within their stated research plans. as multiple comparison corrections become increasingly common, these problems may not be as acute, because there is a penalty for each additional test conducted. in the most conservative case, for example, the bonferroni correction requires a revi",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"d design in addition to their other duties. if they do not, preregistration will not provide a reliable check on false positives. even in the field of neurology, which has a much longer history of preregistration than the social sciences, follow-up studies have shown that 74% of work was never preregistered and the even work with preanalysis plans diverges considerably from the hypoth- eses and specifications of the preanalysis plan (rayhill, sharon, burch, & lo",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies," the field of neurology, which has a much longer history of preregistration than the social sciences, follow-up studies have shown that 74% of work was never preregistered and the even work with preanalysis plans diverges considerably from the hypoth- eses and specifications of the preanalysis plan (rayhill, sharon, burch, & loder, 2015). how can results-free peer review help? in addition to considering a set of research designs, we explored an additional and co",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"es, follow-up studies have shown that 74% of work was never preregistered and the even work with preanalysis plans diverges considerably from the hypoth- eses and specifications of the preanalysis plan (rayhill, sharon, burch, & loder, 2015). how can results-free peer review help? in addition to considering a set of research designs, we explored an additional and complementary mechanism to address publication bias: results-free review. the special issue authors ",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"l. 1679 replication, and three out of the four editors have preregistered their own research designs. we believe that results-free review has the ability to comple- ment existing strategies for mitigating publication bias and increasing the transparency of the research process. what our special issue accomplished was reviewing all submissions—designs or completed studies—“results free.” results-free review consists of authors submitting their manuscripts to the ",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"rly and publicly differentiate them from analyses that were preregistered, we gained novel insights into how the peer-review process shapes knowledge production and accumulation in comparative politics. the huff and kruszewska piece is particularly enlightening in this regard. in the published article that follows, they present and interpret their results in line with their preanalysis plan. in addition, however, throughout the manu- script, they document how sl",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"illing to submit their work. for exam- ple, in a blog about preregistration, joshua tucker notes that untenured schol- ars may feel the most pressure to adhere to stronger norms of research transparency.12 this could lead to imposing higher costs on more junior researchers, although we note that all of the authors in this special issue are junior scholars. alternatively, we could observe faculty with tenure willing to embark on more “risky” forms of publication.",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"tenured faculty. third, results-free review, and especially preregistered designs, could actually lead scholars to invest less in theory development and select research questions that allow for hypotheses in different directions. in plain language, we worried that researchers would focus more on research projects where any empirical tests—positive, negative, or null—are interesting to readers. at the worst, this could lead to a type of hypothesis trolling where ",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"ere researchers pro- pose a laundry list of hypothesis in a preregistration document, assuring themselves that there will be at least some significant results. we could have moved the discipline from data mining to hypothesis trolling. ironically, we are limited by research ethics and journal policy on how much of the insights we gained from the review process can be formally documented in this special issue on research transparency. ideally, we could create an ",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"sults themselves. one advantage of results-free review over preregistration alone is that it nips this problem in the bud before the authors hit the jackpot on one of many hypotheses and rewrite the paper highlighting only the successful expectation and conclusion. our main findings from this exercise are in retrospect intuitive, but they were largely unanticipated. first, we found that reviewers placed a much greater focus on theory, the importance of the quest",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"en a key group pressing for greater transparency, including preregistration and results-free review. and yet scholars point out that theory may be left behind in the race toward better and better identifica- tion. john huber (2013) lamented that a laser like focus on causal identifica- tion in research designs might lead scholars to eschew difficult social science questions in favor of queries that allowed for designs more closely approxi- mating randomization. ",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies," and david laitin (2013) articulated a related concern that preregistration might undermine the productive feed- back loop between empirical research and theoretical exploration. these concerns may be warranted, but the results of this exercise demonstrate that theory need not be lost; indeed, given the right peer-review incentives, the- ory and substance may carry the day. of course, political scientists may disagree on what should be emphasized during the revi",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"l analy- ses, and other similar types of research cannot be preregistered and that results cannot be removed from case studies. these are types of research in which scholars generally accept that theories and arguments are informed by the interaction between a researcher’s initial hypotheses—in some cases little more than hunches—and the specifics of a case. we believe this type of work is a valuable contribution to political science scholarship, but we can imag",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,", but we can imagine the complexity of submitting this work preregistered and/or results free. the core principle of preregistration, that hypotheses must be specified before the researcher collects and analyzes the data, is simply incompatible with approaches that prioritize the reciprocal engagement between theory and evidence. this seems especially difficult for qualitative and historical types of research. more fundamental to our special issue, where half of",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"rk preregistered and/or results free. the core principle of preregistration, that hypotheses must be specified before the researcher collects and analyzes the data, is simply incompatible with approaches that prioritize the reciprocal engagement between theory and evidence. this seems especially difficult for qualitative and historical types of research. more fundamental to our special issue, where half of the manuscripts were not preregistered, all of the paper",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"o our special issue, where half of the manuscripts were not preregistered, all of the papers were submitted results free. the prem- ise of results-free peer review—that it is possible to describe a research enter- prise without reference to the data it produces—is inconsistent with the way that we actually conduct qualitative comparative analyses and in-depth case studies (see, for example, yom, 2015). importantly, our argument is not that such research is unsci",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"terviews with important policy makers, the tensions between preregistration and results-free peer findley et al. 1691 review, on one hand, and careful qualitative research, on the other, seem insurmountable. although we have no reason to conclude that results-free peer review must prevent such research, such that shared standards can never be developed, results-free peer review would likely have serious implications for current practice. specifically, we suggest",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"tion on null results. some political scientists may welcome preregistration precisely because it places greater emphasis on political science as a normal science. others will see that as a substantial drawback. it is hard to escape the conclusion, though, that any requirement that research manuscripts have been preregistered will almost certainly affect the types of submissions that a journal receives. one possible consequence is a bifurcation of publication out",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"h, that any requirement that research manuscripts have been preregistered will almost certainly affect the types of submissions that a journal receives. one possible consequence is a bifurcation of publication outlets, and as a result, of researchers. one set of researchers adheres strictly to a normal science template to produce manu- scripts that are eligible for journals that insist on results-free review, while others adhere to and are assessed on a very dif",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"ts-free review standard. this concern is not as serious for preregistered designs that would be reviewed results free—in those cases, one could imagine scholars circulating the designs widely with no fear of results getting out. to the extent that designs were to be accepted ahead of conducting the research, this could mitigate the problem of publica- tion bias as well as under developing papers. however, for other types of research, there is a clear trade-off, ",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"s from papers that have already been circulated. third, for preregistered studies, a results-free review mechanism could add yet another bottleneck to an already long research process. field research- ers often have to develop a project idea, conduct a pilot study, secure funding, go to the field and implement the research, and write up the results. and this sentence even sugarcoats the difficult road all researchers travel in the timing of research projects, wh",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"ling to pull off successfully. field researchers submitting preregistered designs, if they followed our framework, must now wait for peer reviews and editorial decisions before they can move onto the next step. for researchers who have not fielded a study, they must wait for suggestions that may completely reshape their pro- posed study. for researchers who have already fielded the study, they may be waiting for reviewers before they even begin a preliminary ana",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,#NAME?,49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"temporary social science, but what are the costs? do strict preregistration protocols commit scholars to carry out projects that are unfea- sible, or dissuade creative dialogue between theory and data? is it possible for a full recording of all steps of a research project, from conceptualization to empirical testing? how will manuscript referees respond to manuscripts without results or conclusions? these questions cannot be settled in the abstract. the special ",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"of the project and critically evaluate the pros and cons of preregistration and research transparency in political science. to this end, we invite one of two types of submissions: 1. full research designs for prospective research projects that have not yet been conducted. 2. full research designs for projects that have already been conducted, and for which any discussion of results has been stripped out of the manuscript. if the first type of submission, the des",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"rly and publicly differentiate them from analyses that were preregistered. this will provide the editors with unique insight into how the peer-review process shapes scientific knowledge and accumulation. authors of research papers that are invited to move forward with publica- tion will need to make available all background documents including coding notes, full replication files, and so on. to facilitate this process, authors will be eligible for a us$5,000 gra",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"ansell, for supporting this new and unique special issue on preregistration and results-free review. as this had never been tried in political science, we recognize they put in a great deal of effort accommodating the new challenges of this review process. declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article. funding the author(s) received no fi",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"2015). 12. see http://blog.oup.com/2014/09/pro-con-research-preregistration/ 13. we do not use the language here of a theory being “wrong” or “false,” because theories are neither true nor false (clarke & primo, 2012). 14. the post is available here: http://webcache.googleusercontent.com/search?q=cache :dvdww5x20dcj:jackman.stanford.edu/blog/%3fp%3d2708&hl=en&gl=us&str ip=1&vwsrc=0 15. we did receive a few proposals for theoretical analyses of important concepts",49,,,,
10.1177_0010414016655539,Can results-free review reduce publication bias? {The} results and implications of a pilot study,Comparative Political Studies,"earch. science, 343, 30-31. monogan, j. e. (2015). research preregistration in political science: the case, counter- arguments, and a response to critiques. political science & politics, 48, 425-429. moravcsik, a. (2014). transparency: the revolution in qualitative research. political science in politics, 47, 48-53. neumark, d. (2001). the employment effects of minimum wages: evidence from a prespecified research design the employment effects of minimum wages. i",49,,,,
10.1177_0010414016669369,"Journal editors and """"results-free"""" research",Comparative Political Studies," critique is to agree—and then suggest that all research be preregistered. yet even for work that is preregistered, many of the same challenges to eliminating publication bias remain. for example, scholars can always preregister multiple research designs and submit/publish the one that “works.” attempting to “catch a thief” by creating new publication institu- tions may just lead “malfeasants” to find other ways of subverting the process and avoiding detection. ",8,,,,
10.1177_0010414016669369,"Journal editors and """"results-free"""" research",Comparative Political Studies,"at all research be preregistered. yet even for work that is preregistered, many of the same challenges to eliminating publication bias remain. for example, scholars can always preregister multiple research designs and submit/publish the one that “works.” attempting to “catch a thief” by creating new publication institu- tions may just lead “malfeasants” to find other ways of subverting the process and avoiding detection. these kinds of ex ante editorial policies",8,,,,
10.1177_0010414016669369,"Journal editors and """"results-free"""" research",Comparative Political Studies,"g publication bias remain. for example, scholars can always preregister multiple research designs and submit/publish the one that “works.” attempting to “catch a thief” by creating new publication institu- tions may just lead “malfeasants” to find other ways of subverting the process and avoiding detection. these kinds of ex ante editorial policies are costly and not obviously effective. ex post responses to questionable findings—the work of other scholars seeki",8,,,,
