file_in,title,journal,count_prereg,prereg_context,prereg_term_context,prereg_website_context
,,,,,"cification is increasingly utilized by experimental researchers, yet the specificity and utility of preanalysis plans vary widely. results-blind review seems to be the best corrective to publication bias, yet it remains to be seen how well reviewers can evaluate projects only on the strength of the question, theory, and design—absent the findings. models for coor- dinated research may shift incentives in favor of greater and more harmonized replication, yet whether those models are themselves sustainable i",
,,,,,"lt). disclosure statement the author is chair of the inaugural evidence in governance and politics (egap) metaketa selection committee and directs the center on the politics of development (cpd) at the university of california, berkeley, which administers grant funding associated with the metaketa initiative. he has not received financial compensation for these roles. acknowledgments i am grateful to guy grossman, macartan humphreys, susan hyde, mathias poertner, and guadalupe tuñón for excellent ",
10.1146_annurev-polisci-091515-025429,Transparent {Social} {Inquiry}: {Implications} for {Political} {Science,Annual Review of Political Science,17," moreover, some observers are concerned that practices like preregistration will stifle creativity and serendipitous discovery. others such as miguel et al. (2014, p. 31) respond to this last point by agreeing that discovery is essential to science and that “the purpose of prespecification is not to disparage exploratory analysis but to free it from the tradition of being portrayed as formal hypothesis testing.” scholars have likewise been considering how public","these and other threats to inference. p-hacking, for example, can be addressed if scholars register preanalysis plans (prospec- tively providing an account of their analytic intentions), which limit their discretion. of course, such plans are not panaceas as scholars may find ways to breach their confines. moreover, some observers are concerned that practices like preregistration will stifle creativity and serendipitous discovery. others such as miguel et al. (2014, p. 31) respond to this last point by agr",
,,,,"tative research, scholars have begun to investigate whether preregistration might also provide benefits in other research traditions (e.g., jacobs 2017). efforts to empirically consider wider applications of preregistration and related activities and eval- uate their broader effects are just beginning at the time of writing. as with transparency more generally, current disciplinary incentives do not always support preregistration and other new openness-promoting","hat it meets requirements preregistration of analysis plans journal says nothing journal encourages preanalysis plans and provides a link in the article to the registered analysis plan, if it exists journal encourages preanalysis plans and provides a link in the article and certification that it meets registered analysis plan badge requirements journal requires preregistration of studies with analysis plans and provides a link and badge in the article to indicate that it meets requirements replication jour",
,,,,"017). efforts to empirically consider wider applications of preregistration and related activities and eval- uate their broader effects are just beginning at the time of writing. as with transparency more generally, current disciplinary incentives do not always support preregistration and other new openness-promoting practices. a scholar who preregisters their research and thus limits their ability to engage in p-hacking, for example, may fear that doing so will","and provides a link in the article to the registered analysis plan, if it exists journal encourages preanalysis plans and provides a link in the article and certification that it meets registered analysis plan badge requirements journal requires preregistration of studies with analysis plans and provides a link and badge in the article to indicate that it meets requirements replication journal discourages submission of replication studies or says nothing journal encourages submission of replication studies",
,,,,"ally, current disciplinary incentives do not always support preregistration and other new openness-promoting practices. a scholar who preregisters their research and thus limits their ability to engage in p-hacking, for example, may fear that doing so will reduce their publication prospects and, thus, their chances of academic employment or research funding. the journal editor considering publishing more null and negative findings may fear that the journal’s art",,
,,,,"n and other new openness-promoting practices. a scholar who preregisters their research and thus limits their ability to engage in p-hacking, for example, may fear that doing so will reduce their publication prospects and, thus, their chances of academic employment or research funding. the journal editor considering publishing more null and negative findings may fear that the journal’s articles will be cited less often, leading to reduced impact factors and the ",,
,,,,"es reward articles featuring open data, open materials, and preregistered designs, respectively. studies of the first journals to adopt open science badges reveal substantial increases in openness following their adoption (kidwell et al. 2016, rowhani-farid et al. 2017). organizations have also started to offer financial rewards for scholars who publish work based on preregistered designs (see, e.g., https://cos.io/prereg/, https://www.erpc2016.com). www.annualr",,
,,,,"er financial rewards for scholars who publish work based on preregistered designs (see, e.g., https://cos.io/prereg/, https://www.erpc2016.com). www.annualreviews.org • transparent social inquiry 37 annu. rev. polit. sci. 2018.21:29-47. downloaded from www.annualreviews.org access provided by australian national university on 07/18/21. for personal use only. pl21ch03_lupia ari 7 april 2018 11:9 table 1 summary of the eight standards and three levels of the trans",,
,,,,"k based on preregistered designs (see, e.g., https://cos.io/prereg/, https://www.erpc2016.com). www.annualreviews.org • transparent social inquiry 37 annu. rev. polit. sci. 2018.21:29-47. downloaded from www.annualreviews.org access provided by australian national university on 07/18/21. for personal use only. pl21ch03_lupia ari 7 april 2018 11:9 table 1 summary of the eight standards and three levels of the transparency and openness promotion (top) guidelinesa ",,
,,,,"to design transparency standards for review and publication preregistration of studies journal says nothing journal encourages preregistration of studies and provides a link in the article to preregistration, if it exists journal encourages preregistration of studies and provides a link in the article and certification that the article meets preregistration badge requirements journal requires preregistration of studies and provides a link and badge in the articl",,
,,,,"stration of studies journal says nothing journal encourages preregistration of studies and provides a link in the article to preregistration, if it exists journal encourages preregistration of studies and provides a link in the article and certification that the article meets preregistration badge requirements journal requires preregistration of studies and provides a link and badge in the article to indicate that it meets requirements preregistration of analysi",,
,,,,"gistration of studies and provides a link in the article to preregistration, if it exists journal encourages preregistration of studies and provides a link in the article and certification that the article meets preregistration badge requirements journal requires preregistration of studies and provides a link and badge in the article to indicate that it meets requirements preregistration of analysis plans journal says nothing journal encourages preanalysis plans",,
,,,,"article to preregistration, if it exists journal encourages preregistration of studies and provides a link in the article and certification that the article meets preregistration badge requirements journal requires preregistration of studies and provides a link and badge in the article to indicate that it meets requirements preregistration of analysis plans journal says nothing journal encourages preanalysis plans and provides a link in the article to the regist",,
,,,,"ink in the article and certification that the article meets preregistration badge requirements journal requires preregistration of studies and provides a link and badge in the article to indicate that it meets requirements preregistration of analysis plans journal says nothing journal encourages preanalysis plans and provides a link in the article to the registered analysis plan, if it exists journal encourages preanalysis plans and provides a link in the articl",,
,,,,"e meets preregistration badge requirements journal requires preregistration of studies and provides a link and badge in the article to indicate that it meets requirements preregistration of analysis plans journal says nothing journal encourages preanalysis plans and provides a link in the article to the registered analysis plan, if it exists journal encourages preanalysis plans and provides a link in the article and certification that it meets registered analysi",,
,,,,"badge in the article to indicate that it meets requirements preregistration of analysis plans journal says nothing journal encourages preanalysis plans and provides a link in the article to the registered analysis plan, if it exists journal encourages preanalysis plans and provides a link in the article and certification that it meets registered analysis plan badge requirements journal requires preregistration of studies with analysis plans and provides a link a",,
,,,,egistered analysis plan badge requirements journal requires preregistration of studies with analysis plans and provides a link and badge in the article to indicate that it meets requirements replication journal discourages submission of replication studies or says nothing journal encourages submission of replication studies journal encourages submission of replication studies and conducts a blind review of results journal uses registered reports as a submission ,,
,,,,"2017. on bias and blind selection: assessing the promise of pre-registration and results-free review. see elman et al. 2017 kahan d. 2017. on the sources of ordinary science knowledge and extraordinary science ignorance. in the oxford handbook of the science of science communication, ed. kh jamieson, d kahan, d schufele, pp. 31–49. oxford, uk: oxford univ. press kidwell mc, lazarević lb, baranski e, hardwicke te, piechowski s, et al. 2016. badges to acknowledge ",,
10.1146_annurev.polisci.12.053007.145205,Voting {Technologies,Annual Review of Political Science,1," registration, reforms such as instant-runoff vot- ing, and preregistration of 16- and 17-year olds. amid concerns about the policy relevance of the profession of political science, the range of issues that the study of voting technologies opens up provides the profession the opportu- nity to be inﬂuential in a rare area of public pol- icy in which political science has a comparative advantage. disclosure statement the author is not aware of any afﬁliations, mem",,
10.1177_0002716217732009,Can schools enable parents to prevent summer learning loss? {A} text-messaging field experiment to promote literacy skills,The ANNALS of the American Academy of Political and Social Science,2,evel. our research design and analyses described below were preregistered with the institute for education sciences what works clearinghouse randomized control trial registry (id #489). we randomly assigned students and their par- ents to receive texts or to a control condition in which households only received standard school announcements via text-messages. we chose to assign treatment at the household level to reduce potential spillovers between siblings. if ,,
,,,,"rential effect on subgroups of students as specified in the preregistration plan. we do this by refitting equa- tion (2) to include the main effect of a given student characteristic and its interac- tion effect with the treatment indicator. the subgroups we examine are eligibility for frpl, race (african american and hispanic), and grade level (first and sec- ond; third and fourth). we fit parallel logistic regression models using the same structural compo- nent",,
10.1177_0002716217742605,Privacy protective research: facilitating ethically responsible access to administrative data,The ANNALS of the American Academy of Political and Social Science,1,"irmatory research that tests a specified hypothesis using a preregistered analysis plan. this would prevent “p-hacking,” that is, dredging through data until a researcher sooner or later finds coinci- dences that can masquerade as statistical significance (simonsohn, nelson, and simmons 2014). protecting private administrative data common research protocols sometimes purport to deliver accuracy or privacy that in fact they do not. one useful way to classify prop",,
10.1177_0002716220976528,"The evolution of federal child welfare policy through the family first prevention services act of 2018: opportunities, barriers, and unintended consequences",The ANNALS of the American Academy of Political and Social Science,1,"n, minimizing or adjusting for meas- urement attrition, and preregistering study designs and the primary expected outcomes. family first can support the field testing of rigorous replications and generalizable adaptations of promising and supported programs to foster accountability and improve child welfare policy and service delivery. it is increas- ingly being acknowledged by child welfare practitioners and administrators that “uncontrolled experimentation” on",,
10.1177_0010414014554685,From methodology to practice,Comparative Political Studies,2,"ther way, only if obtained findings match those proposed on pre-registered reports could researchers claim a successful study. non-compliance—for example, changing hypotheses and propositions, securing new data or cases, executing more tests than proposed—would become quickly apparent, sham- ing scholars or even foreclosing publication. although calls for such research registries have gained support in the medical sciences, advocates in political science are few ","es and methods of analysis (humphreys, de la sierra, & van der windt, 2013). after submitting these pre-analysis plans, or “mock” reports, the most demanding registries would necessitate that researchers log every physical step of their projects, whereas laxer versions would need only the finished results of analysis. either way, only if obtained findings match those proposed on pre-registered reports could researchers claim a successful study. non-compliance—for example, changing hypotheses and proposition",
,,,,"atical psychology, 57, 188-189. yom 641 gelman, a. (2013b). preregistration of studies and mock reports. political analysis, 21, 40-41. gelman, a., & stern, h. (2006). the difference between “significant” and “not sig- nificant” is not itself statistically significant. american statistician, 60, 328-331. george, a., & bennett, a. (2005). case studies and theory development in the social sciences. boston, ma: mit press. gerber, a., & malhotra, n. (2008). do stati",,
10.1177_0010414016633228,The effects of authoritarian iconography,Comparative Political Studies,1,"iance with and support for an authoritarian regime. using a pre-registered research design, it finds no meaningful evidence that authoritarian iconography increases political compliance or support for the emirati regime. although these null results may be due to a number of factors, the findings have important implications for the future research agenda on how and why authoritarian leaders use political culture to maintain power. keywords non-democratic regimes, ","riment was conducted on a subject pool consisting of 123 adult resi- dents of the uae. although our pre-analysis plan (pap) called for at least 150 subjects, we were unable to reach that number due to several challenges in subject recruitment. nevertheless, the results of a power analysis do not indicate that we would have found substantially different results with 150 subjects. the results of the power analysis and a discussion of the specific challenges to recruitment are in the online appendix. the subje",
10.1177_0010414016669369,"Journal editors and """"results-free"""" research",Comparative Political Studies,8," critique is to agree—and then suggest that all research be preregistered. yet even for work that is preregistered, many of the same challenges to eliminating publication bias remain. for example, scholars can always preregister multiple research designs and submit/publish the one that “works.” attempting to “catch a thief” by creating new publication institu- tions may just lead “malfeasants” to find other ways of subverting the process and avoiding detection. ",,
,,,,"at all research be preregistered. yet even for work that is preregistered, many of the same challenges to eliminating publication bias remain. for example, scholars can always preregister multiple research designs and submit/publish the one that “works.” attempting to “catch a thief” by creating new publication institu- tions may just lead “malfeasants” to find other ways of subverting the process and avoiding detection. these kinds of ex ante editorial policies",,
,,,,"g publication bias remain. for example, scholars can always preregister multiple research designs and submit/publish the one that “works.” attempting to “catch a thief” by creating new publication institu- tions may just lead “malfeasants” to find other ways of subverting the process and avoiding detection. these kinds of ex ante editorial policies are costly and not obviously effective. ex post responses to questionable findings—the work of other scholars seeki",,
,,,,"g results. perhaps for this reason, as findley et al. note, preregistration has failed thus far to transform scholarly norms: even in fields that supposedly require it, most work is either not preregistered or authors depart dramatically from their own preregistered plan. journal editors should not become disci- plinary enforcers, making authors an offer they cannot refuse: “stick to the letter of a preregistered research design, or it’s a reject for you.” more ",,
,,,," fields that supposedly require it, most work is either not preregistered or authors depart dramatically from their own preregistered plan. journal editors should not become disci- plinary enforcers, making authors an offer they cannot refuse: “stick to the letter of a preregistered research design, or it’s a reject for you.” more fundamentally, preregistration ignores the fact that many analytical decisions and problems cannot be anticipated at the research des",,
,,,,"preregistered or authors depart dramatically from their own preregistered plan. journal editors should not become disci- plinary enforcers, making authors an offer they cannot refuse: “stick to the letter of a preregistered research design, or it’s a reject for you.” more fundamentally, preregistration ignores the fact that many analytical decisions and problems cannot be anticipated at the research design stage of the process. we have all made decisions—and ant",,
,,,,"hors an offer they cannot refuse: “stick to the letter of a preregistered research design, or it’s a reject for you.” more fundamentally, preregistration ignores the fact that many analytical decisions and problems cannot be anticipated at the research design stage of the process. we have all made decisions—and anticipated generating “posi- tive” results—out of ignorance about conditions on the ground, availability of data, and so on. revisions of research plans",,
,,,,"arch design, or it’s a reject for you.” more fundamentally, preregistration ignores the fact that many analytical decisions and problems cannot be anticipated at the research design stage of the process. we have all made decisions—and anticipated generating “posi- tive” results—out of ignorance about conditions on the ground, availability of data, and so on. revisions of research plans are a normal part of the research process, and we accept that as normal for g",,
10.1177_0010414018806528,Efficacy and the reproduction of political activism: evidence from the broad front in uruguay,Comparative Political Studies,1,"orted level of engagement. we complement our survey with a (preregistered) qualitative analysis. to gather this qualitative evidence, we conducted in-depth interviews and ana- lyzed secondary sources. also, we used available (but incomplete) party records to show the territorial extension of the fa base-level party structure and to observe other traits characteristic of parties that have activists. capturing activists’ opinions is not an easy task. however, the ","his dis- tinction enabled us to conduct a heterogeneous treatment effect analysis. as stated in the pre-analysis plan (piñeiro et al., 2016), we expected that reducing the political role assigned to the grassroots members would negatively impact activists’—but not adherents’—self-reported level of engagement. we complement our survey with a (preregistered) qualitative analysis. to gather this qualitative evidence, we conducted in-depth interviews and ana- lyzed secondary sources. also, we used available (bu","rganization and resilience. retrieved from http://egap.org/registration/1989 piñeiro, r., & yaffé, j. (2004). el frente amplio por dentro. las fracciones frente- amplistas 1971-1999 [the broad front from the inside. frenteamplista factions 1971-1999]. in j. "
,,,,,"ness to engage in all these activities (see box 1 for the list of activities). as registered in our pre-analysis plan (piñeiro et al., 2016), taking advantage of the nature of the survey, we analyzed heterogeneous treatment effects by type of engagement with the party (base committee activists, faction activists, and adherents who do not participate in either of them). we hypothe- size that institutional rules that grant voice to activists produce selective incen- tives.activists perceive their participatio",
,,,,,"16, 51-71. 866 comparative political studies 52(6) piñeiro, r., pérez, v., & rosenblatt, f. (2016). pre-analysis plan: the broad front: a mass-based leftist party in latin america: history, organization and resilience. retrieved from http://egap.org/registration/1989 piñeiro, r., & yaffé, j. (2004). el frente amplio por dentro. las fracciones frente- amplistas 1971-1999 [the broad front from the inside. frenteamplista factions 1971-1999]. in j. lanzaro (ed.), la izquierda uruguaya entre la oposición y el go",
,,,,,"s-based leftist party in latin america: history, organization and resilience. retrieved from http://egap.org/registration/1989 piñeiro, r., & yaffé, j. (2004). el frente amplio por dentro. las fracciones frente- amplistas 1971-1999 [the broad front from the inside. frenteamplista factions 1971-1999]. in j. lanzaro (ed.), la izquierda uruguaya entre la oposición y el gobierno [the uruguayan left between opposition and government] (pp. 297- 319). montevideo, uruguay: fin de siglo. pizzorno, a. (1970).",
10.1177_0010414018806529,Citizen attitudes toward traditional and state authorities: substitutes or complements?,Comparative Political Studies,1,"ersity: irb-aaaf4550. the analyses in this article were not preregistered and should be considered exploratory. declaration of conflicting interests the authors declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article. funding the authors disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: the original field experiment and data colle",", k., glennerster, r., & miguel, e. (2012). reshaping institutions: evidence on aid impacts using a preanalysis plan. the quarterly journal of economics, 127, 1755- 1812. chen, m., xie, p., janowiak, j. e., & arkin, p. a. (2002). global land precipita- tion: a 50-yr monthly analysis based on gauge observations. journal of hydrometeorology, 3, 249-266. cole, s., healy, a., & werker, e. (2012). do voters demand responsive governments? evidence from indian disaster relief. journal of development economics, 97",
10.1177_0010414020912275,Countering violence against women by encouraging disclosure: a mass media experiment in rural uganda,Comparative Political Studies,4,"er violence (thus decreasing this measure). accordingly, we preregistered a two-tailed hypothesis test, and our estimates fall short of significance. on the other hand, columns 4 to 6 show the campaign lowered the prob- ability that a household experienced any incidents of vaw during this period. column 4 shows that the campaign reduces the village-level proportion of women respondents who report any violence in their household by seven percentage points. the pr","wed in the endline survey. we report separate analyses for men and women, which is in line with our preanalysis plan that anticipates treatment effect heterogeneity by gender (p. 18). when it comes to the effect of our treatment on respondents’ experi- ence of vaw, we report results among all women as well as the subset of female compliers interviewed at the endline. one of the three outcome mea- sures for which we report results (“any violence”) was not described in our preanalysis plan. presenting result","line phases of this study may be found at: http://egap.org/ registration/2207 and http://egap.org/registration/2580. declaration of conflicting interests the authors declared no potential conflicts of interest with respect to the research, authorship, and/or"
,,,,"lyses, this analysis of support for gender equality was not preregistered. 12. following follingstad and rogers (2013), we measure vaw in a redundant man- ner to corroborate responses across questions. the first question asked “how green et al. 2315 many specific incidents since last christmas can you remember when a woman in your household, including yourself, was a victim of violence?” the second question asked “in many of the villages we have visited, men som"," the three outcome mea- sures for which we report results (“any violence”) was not described in our preanalysis plan. presenting results for all women allows for the possibility that the media campaign reduces victimization not only of potential victims who see our videos but also of potential victims in other households who are now more willing to report what they see and hear. results attitudes toward vaw and gender equality even though our mass media campaign was designed to encourage reporting, it may ","at: http://egap.org/ registration/2207 and http://egap.org/registration/2580. declaration of conflicting interests the authors declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article. funding t"
,,,,"omes and specific hypotheses for the survey experiment were prereg- istered during data collection, on june 6, 2017. the estimators and statistical procedures employed here were preregistered in the phase ii preanalysis plan on october 16, 2016. 14. yet another possibility is that by depicting violence in a particular way, we nar- rowed the definition of violence employed by compliers in the treatment, thereby reducing the numbers they reported. however, as note","age measure of willingness to report among men compliers by two to four per- centage points. in our preanalysis plan, we had hypothesized that viewers would be par- ticularly likely to report to actors featured in the treatment videos (the vic- tim’s parents and the village counselor for women). this expectation receives only mixed support in the data. women compliers, for example, are eleven to thirteen percentage points more likely to say that they would report to the police, even though the police were ",
,,,,"he estimators and statistical procedures employed here were preregistered in the phase ii preanalysis plan on october 16, 2016. 14. yet another possibility is that by depicting violence in a particular way, we nar- rowed the definition of violence employed by compliers in the treatment, thereby reducing the numbers they reported. however, as noted above, we were careful to preface our questions about household vaw with a summary of the kinds of acts that would b","idents was greater than 0, and 0 otherwise. as noted above, we did not describe this measure in our preanalysis plan.13 rather than asking the respondent how many times vaw occurred, the “violence frequency” 2307 table 4. the effect of anti-vaw mass media on incidents of vaw over the preceding 6-month period (endline). number of incidents any incidents violence frequency (1) (2) (3) (4) (5) (6) (7) (8) anti-vaw media −0.185* −0.153 −0.344 −0.071*** −0.049** −0.131*** −0.155* −0.375** (0.113) (0.091) (0.226",
,,,,,"roughly .15 to .34 of an incident, from a baseline of just over half an incident on average. in our preanalysis plan, we hypothesized that the campaign might either sen- sitize people to the issue of vaw without deterring violence (thus increasing this measure) or deter violence (thus decreasing this measure). accordingly, we preregistered a two-tailed hypothesis test, and our estimates fall short of significance. on the other hand, columns 4 to 6 show the campaign lowered the prob- ability that a househol",
,,,,,"ance. again, we present these findings with the caveat that we did not describe this measure in our preanalysis plan. columns 7 and 8 report the effects of the anti-vaw media on the fre- quency-based measure of victimization. given the ordinal outcome measure, we fit an ordered probit model. the estimates indicate a five percentage point reduction in the predicted probability of a household experiencing violence “less than once a month,” “about once a month,” “about once a week,” or green et al. 2309 “almo",
,,,,,"h ethics committee (murec), and the uganda national council for science and technology (uncst). the preanalysis plans for the midline and endline phases of this study may be found at: http://egap.org/ registration/2207 and http://egap.org/registration/2580. declaration of conflicting interests the authors declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article. funding the authors disclosed receipt of the following financial support for the r",
,,,,,"st). the preanalysis plans for the midline and endline phases of this study may be found at: http://egap.org/ registration/2207 and http://egap.org/registration/2580. declaration of conflicting interests the authors declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article. funding the authors disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: this study was made possibl",
,,,,,"ine and endline phases of this study may be found at: http://egap.org/ registration/2207 and http://egap.org/registration/2580. declaration of conflicting interests the authors declared no potential conflicts of interest with respect to the research, authorship, and/or publication of this article. funding the authors disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: this study was made possible by a grant from wellspring philanthro",
,,,,,"6, 2017. the estimators and statistical procedures employed here were preregistered in the phase ii preanalysis plan on october 16, 2016. 14. yet another possibility is that by depicting violence in a particular way, we nar- rowed the definition of violence employed by compliers in the treatment, thereby reducing the numbers they reported. however, as noted above, we were careful to preface our questions about household vaw with a summary of the kinds of acts that would be considered assault. 15. as noted ",
,,,,,"of domestic violence, abortion, and teacher absenteeism in rural uganda [paper presenta- tion]. the egap conference, yale university, new haven, ct, united states. greif, a., milgrom, p., & weingast, b. r. (1994). coordination, commitment, and enforcement: the case of the merchant guild. journal of political economy, 102(4), 745–776. gronholm, p. c., henderson, c., deb, t., & thornicroft, g. (2017). interventions to reduce discrimination and stigma: the state of the art. social psychiatry & psychiat",
10.1177_0022002718772352,"Is there a war party? {Party} change, the left–right divide, and international conflict",Journal of Conflict Resolution,4,"ate aggression when the new leader takes office. we did not preregister the challenger aggression hypothesis prior to looking at the results, but this was the only hypothesis we tested outside of those we preregis- tered. thus, the findings do not reflect data mining. nevertheless, some readers may wish to interpret the test of this particular hypothesis as exploratory. research design there are several different design-based approaches that could be used to inv","y is also notable because it is one of the first in the international relations literature to use a preanalysis plan. prior to looking at any of the results, we pre- registered the main tests that we planned to conduct in this article. our motivation here was to tie our hands, so that there could be no question of sifting through the data to find the statistical tests that produced the most interesting or significant results. the temptation for scholars to run many tests and then report the ones that are m",
,,,," this was the only hypothesis we tested outside of those we preregis- tered. thus, the findings do not reflect data mining. nevertheless, some readers may wish to interpret the test of this particular hypothesis as exploratory. research design there are several different design-based approaches that could be used to investigate how leaders affect state behavior. one would be to look at all cases of leadership turnover and compare how countries behaved before and","it is seen by many as a major problem for quantitative research (nosek et al. 2015). the purpose of preanalysis plans is to help ensure that research remains credible. the article proceeds as follows. we first discuss the theoretical bases for the claim that party control of the presidency influences conflict decisions and review the existing empirical work on this subject. we then outline the research design in more detail. next, we conduct design checks to verify that the research design is 952 journal o",
,,,,"esearch except for a reward from open science framework for preregistering their study. orcid id robert f. trager https://orcid.org/0000-0002-6201-2811 supplemental material supplemental material for this article is available online. notes 1. most studies that look at close elections find that it is essentially random who wins and loses. a notable exception is an article by caughey and sekhon (2011), which finds that from 1942 to 2008 incumbent candidates in the","ch design, though, we should first lay out the hypotheses that we want to test. as we detail in our preanalysis plan, we started this project with the belief that leaders do matter and that electing leaders from different parties does affect the likelihood of state aggression. given this prior, we formulated two main hypotheses. the first is the party ideology hypothesis, which predicts that electing leaders from right-wing parties will increase the likelihood of state aggres- sion. the second hypothesis i",
,,,,"evisionist” variable because the initiator coding, which we preregistered, is less subjective and captures the side that initiates the use of force rather than, as is often the case with the revisionist variable, the side that for many years has arguably been seeking to change the status quo. in 1993, for instance, the united states and south korea conducted military exercises aimed at north korea and are therefore coded as initiators of a display of force even ","y to presidential elections. for our analysis, we followed the procedures that were outlined in our preanalysis plan (which is available at the end of the online appendix). we will briefly summarize these procedures in the remainder of this section. our statistical approach there are two general ways to analyze an rd. the first, known as the continuity approach, involves plotting two smoothing functions on either side of the cut point and estimating the difference at the cut point (voeten 2014). this metho",
,,,,,"ssentially continuous, we would normally use the continuity approach. however, we discovered in our preanalysis plan that the continuity approach had a type 1 error rate (false-positive rate) of 12 percent for this study, which we believe is due to our small sample size. since the type 1 error rate should be 5 percent by design, we chose not to use this method, since it was overly likely to give us significant results. instead, we used the local-randomization approach, which we found had a type 1 error rat",
,,,,," where countries used force against other states or entered into international wars.3 following the preanalysis plan, we examine high-level disputes, which constitute actual uses of force, separately because the factors that drive posturing may be different from those that drive actual violence. as secondary outcomes, we look at (3) all disputes that countries engaged in and (4) all high-level disputes that countries engaged in. these cases include disputes that countries did not start but participated in ",
,,,,," this method of estimating the treatment effect was not the primary method that we discussed in our preanalysis plan, the results for this approach are fairly conclusive. after further inspection of the data, we found that this effect is primarily explained by a tendency for countries to become more aggressive following close wins by candidates from challenger parties. on average, countries where challenger parties barely won initiated .26 disputes in the first year the new leader was in office, compared t",
10.1177_0022002720957078,Coercion and provocation,Journal of Conflict Resolution,1,"n february 2016, the design and analysis code for which was preregistered (available at [removed for peer review]). thus all inferential statistics 77de mesquita and siverson 1995; gelpi, feaver, and reifler 2009b; baum and potter 2015. 78fearon 1998; gadarian 2010; tomz, weeks, and yarhi-milo 2017. 23 (p-values) can be interpreted as having their formal statistical properties, as they are demonstra- bly free of the risk of undisclosed specification search and m",,
10.1177_0022002720987285,Private eyes in the sky: emerging technology and the political consequences of eroding government secrecy,Journal of Conflict Resolution,1,"versity institutional review board (protocol: aaas4202) and pre-registered at evidence in government and politics (id: 202020116aa). authors names in alphabetical order. declaration of conflicting interests the author(s) declared no potential conflicts of interest with respect to the research, author- ship, and/or publication of this article. 1090 journal of conflict resolution 65(6) funding the author(s) disclosed receipt of the following financial support for t",,
10.1177_0022343318809786,Negative surprise in un security council authorization: do the uk and french vetoes influence the general public's support of us military action?,Journal of Peace Research,1,"s in our sample had to have internet access and voluntarily preregistered with the survey company or crowdsourcing service. we should not and do not claim that the results of this experiment can be extended to the whole japanese population. how- ever, by carefully observing the differences among respondents with randomly assigned stimuli, we are able table i. six manipulations (wave 1: september 2014) full unsc support (s) russian veto (rv) chinese veto (cv) fre",,
10.1177_0032321719891385,"Deliberation and identity rules: the effect of anonymity, pseudonyms and real-name requirements on the cognitive complexity of online news comments",Political Studies,1,"some empirical support for this suggestion in findings that pre-registration of users can improve the quality of com- ments (santana, 2014: 28). connectedness refers to bridging and linking communication across different social contexts. this dimension can be illustrated by rules or norms of non-disclosure about who said what in a particular deliberative context, designed to block the connection of persons to statements, of which the chatham house rules are a wel",,
10.1177_1065912919899725,Trends: economic interests cause elected officials to liberalize their racial attitudes,Political Research Quarterly,1,"ed by a university institutional review board (irb) and was preregistered. 4. these covariates were collected as part of the survey where the elite respondents were asked for their party and race. 5. these results use unweighted data, though results hold when weighted to the universe of southern elected officials. 6. one other possibility explaining the null finding on the second treatment condition in experiment 2 is that the variation in wording was not suffic",,
10.1177_1065912920906193,Do voters judge the performance of female and male politicians differently? {Experimental} evidence from the united states and australia,Political Research Quarterly,1,"an, and wagner 2018; teele, kalla, and rosenbluth 2018). we preregistered our design, hypotheses, and analysis plan.9 we used a com- mercial sample provider (qualtrics) in both the united states and australia to construct a sample that is broadly representative of the national adult population in terms of age, gender, and region (in the u.s. case, race). sample details are provided in the supplementary material.10 the u.s. experiment was fielded in june 2018 to ","y our power is less than 20 percent to detect effects of 5 points or smaller. 13. in our registered preanalysis plan, we also set out a second- ary set of expectations, namely we expected that leader- ship style might moderate the gender gap in the effects of performance. specifically, as men are stereotypically seen to be more agentic than women, we expected that a woman with an agentic leadership style might be able to close some of the expected gender gap in retrospective judgments. we tested whether le","rnal of political science 52:201–10. doi:10.31235/osf.io/ sw8da. smith, eric, and richard fox. 2001. “the electoral fortunes of women candidates for congress.” political research quarterly 54 (1): 205–21. soroka, stuart. 2014. negativity in democratic poli"
,,,,,"2019. “do women get fewer votes? no.” canadian journal of political science 52:201–10. doi:10.31235/osf.io/ sw8da. smith, eric, and richard fox. 2001. “the electoral fortunes of women candidates for congress.” political research quarterly 54 (1): 205–21. soroka, stuart. 2014. negativity in democratic politics: causes and consequences. cambridge: cambridge university press. soroka, stuart, and stephen mcadams. 2015. “news, politics, and negativity.” political communication 32 (1): 1–22. doi:10.1080/",
