name,type,url,file_id,description,published_at,file_type,file_content_type,size_in_bytes,md5,checksum.type,checksum.value,unf,file_persistent_id,dataset_name,dataset_id,dataset_persistent_id,dataset_citation,dataverse_identifier,file_name,dataset_global_id,i.name,i.published_at
brunell.appendix.pdf,file,https://dataverse.harvard.edu/api/access/datafile/1544426,1544426,Appendix A,2010-02-16,Adobe PDF,application/pdf,37896,c7cd0abff3945387dd29094a7a8e2bb1,MD5,c7cd0abff3945387dd29094a7a8e2bb1,"",doi:10.7910/DVN/GFDLFN/PHBJUS, a propensity score reweighting approach to estimating the partisan effects of full turnout in american presidential elections,47793,10.7910/DVN/GFDLFN,"Thomas L. Brunell; John DiNardo, 2010, """"Replication data for: A Propensity Score Reweighting Approach to Estimating the Partisan Effects of Full Turnout in American Presidential Elections"""", https://doi.org/10.7910/DVN/GFDLFN, Harvard Dataverse, V1",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
91RaceAndPolv3_1.tab,file,https://dataverse.harvard.edu/api/access/datafile/1545208,1545208,"",2010-02-23,Tab-Delimited,text/tab-separated-values,1330946,611797812898901ba05d9f385535ef74,MD5,611797812898901ba05d9f385535ef74,UNF:5:oTu73Shtkr6RhFdfQyVQVQ==,doi:10.7910/DVN/YDYAZG/JOLIXK, treatment spillover effects across survey experiments.,47796,10.7910/DVN/YDYAZG,"John E. Transue; Daniel J. Lee; John H. Aldrich, 2010, """"Replication data for: Treatment Spillover Effects across Survey Experiments."""", https://doi.org/10.7910/DVN/YDYAZG, Harvard Dataverse, V1, UNF:5:GBGZiGBMql9AxqX0XPRdzg== [fileUNF]",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
Mulligan.web.doc,file,https://dataverse.harvard.edu/api/access/datafile/1545637,1545637,"",2010-03-08,MS Word,application/msword,57344,e1dd1ae6a66992d0d6a2cb1458bde73b,MD5,e1dd1ae6a66992d0d6a2cb1458bde73b,"",doi:10.7910/DVN/U76JIP/G9LAB4, response latency methodology for survey research measurement & modeling strategies,47799,10.7910/DVN/U76JIP,"Kenneth Mulligan; J. Tobin Grant; Stephen T. Mockabee; Joseph Quin Monson, 2010, """"Replication data for: Response Latency Methodology for Survey Research: Measurement & Modeling Strategies"""", https://doi.org/10.7910/DVN/U76JIP, Harvard Dataverse, V1",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
Franzese.web.pdf,file,https://dataverse.harvard.edu/api/access/datafile/1545717,1545717,"",2010-03-11,Adobe PDF,application/pdf,139441,255b9ad1bc9f17dacea58c844cf8f917,MD5,255b9ad1bc9f17dacea58c844cf8f917,"",doi:10.7910/DVN/L2HEGZ/OGASZE, empirical strategies for various manifestations of multilevel data,47800,10.7910/DVN/L2HEGZ,"Robert Franzese, Jr., 2010, """"Replication data for: Empirical Strategies for Various Manifestations of Multilevel Data"""", https://doi.org/10.7910/DVN/L2HEGZ, Harvard Dataverse, V1",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
Ling_92R.doc,file,https://dataverse.harvard.edu/api/access/datafile/1544637,1544637,Published article,2010-03-04,MS Word,application/msword,87552,ab03b1792ab377b19c66e4d13140bb38,MD5,ab03b1792ab377b19c66e4d13140bb38,"",doi:10.7910/DVN/WAQMYN/MBODZY, reexaminng the media's role in forming voters' national economic evaluations in 1992 using the sample error correction method,47807,10.7910/DVN/WAQMYN,"Cristina Ling, 2010, """"Replication data for: Reexaminng the Media's Role in Forming Voters' National Economic Evaluations in 1992 Using the Sample Error Correction Method"""", https://doi.org/10.7910/DVN/WAQMYN, Harvard Dataverse, V1",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
Testing for Cointegrating Relationships with Near-Integrated Data.pdf,file,https://dataverse.harvard.edu/api/access/datafile/1531890,1531890,Original Article.,2010-02-16,Adobe PDF,application/pdf,92353,af12b30122490b6f1fe7deca71abdaf0,MD5,af12b30122490b6f1fe7deca71abdaf0,"",doi:10.7910/DVN/GCFLIJ/4DO4BD, testing for cointegrating relationships with near-integrated data,47809,10.7910/DVN/GCFLIJ,"Suzanna De Boef; Jim Granato, 2010, """"Replication data for: Testing for Cointegrating Relationships with Near-Integrated Data"""", https://doi.org/10.7910/DVN/GCFLIJ, Harvard Dataverse, V1",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
Kedar-pa2005-auxiliary.pdf,file,https://dataverse.harvard.edu/api/access/datafile/1545716,1545716,"",2010-03-11,Adobe PDF,application/pdf,49290,b393cc7d0c6291ba68398e695bb253a9,MD5,b393cc7d0c6291ba68398e695bb253a9,"",doi:10.7910/DVN/KFPEIH/T9V1M8, how diffusion of power in parliaments affects voter choice,47812,10.7910/DVN/KFPEIH,"Orit Kedar, 2010, """"Replication data for: How Diffusion of Power in Parliaments Affects Voter Choice"""", https://doi.org/10.7910/DVN/KFPEIH, Harvard Dataverse, V1",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
scoleman.doc,file,https://dataverse.harvard.edu/api/access/datafile/1544434,1544434,Political Analysis Website Appendix,2010-02-16,MS Word,application/msword,37376,7a39ce5c878af7744dc5466130fa74b6,MD5,7a39ce5c878af7744dc5466130fa74b6,"",doi:10.7910/DVN/RU4RJT/1NIUNY, the effect of social conformity on collective voting behavior,47814,10.7910/DVN/RU4RJT,"Stephen Coleman, 2010, """"Replication data for: The Effect of Social Conformity on Collective Voting Behavior"""", https://doi.org/10.7910/DVN/RU4RJT, Harvard Dataverse, V1",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
anes_sample.tab,file,https://dataverse.harvard.edu/api/access/datafile/3148168,3148168,This is data from the ANES study. It has been anonymized to protect the respondents.,2018-05-01,Tab-Delimited,text/tab-separated-values,4138410,8bd81d6e8b9ebea490b55eb3260eb560,MD5,8bd81d6e8b9ebea490b55eb3260eb560,UNF:6:Q4EoerxQKHMUI8ZcQeLkfQ==,doi:10.7910/DVN/NQVP7K/YKOATG, why does the anes overestimate voter turnout?,3143658,10.7910/DVN/NQVP7K,"Spahn, Bradley; Jackman, Simon, 2018, """"Replication Data for: Why Does the ANES Overestimate Voter Turnout?"""", https://doi.org/10.7910/DVN/NQVP7K, Harvard Dataverse, V1, UNF:6:Q4EoerxQKHMUI8ZcQeLkfQ== [fileUNF]",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
all.rda,file,https://dataverse.harvard.edu/api/access/datafile/3149866,3149866,R image file with the results of the analysis,2018-05-04,R Data,application/x-rlang-transport,3051841,d4ed987d94397399758b6f7dbb50602d,MD5,d4ed987d94397399758b6f7dbb50602d,"",doi:10.7910/DVN/AOY452/CMMPNJ,"replication script for iacus, king, porro (2018), a theory of statistical inference for matching methods in causal research",3148341,10.7910/DVN/AOY452,"Iacus, Stefano, 2018, """"Replication script for Iacus, King, Porro (2018), """"A Theory of Statistical Inference for Matching Methods in Causal Research"""""""", https://doi.org/10.7910/DVN/AOY452, Harvard Dataverse, V1, UNF:6:OEbDh6lIbV89a2sMhvelCQ== [fileUNF]",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
replication_materials.zip,file,https://dataverse.harvard.edu/api/access/datafile/3185747,3185747,"",2018-07-19,ZIP Archive,application/zip,131776494,9f2fc329fb13dfc5de0541b5d79cc69d,MD5,9f2fc329fb13dfc5de0541b5d79cc69d,"",doi:10.7910/DVN/UIUYGY/HIQXJA,replication materials for comparing random forest with logistic regression for predicting class-imbalanced civil war onset data a comment,3182138,10.7910/DVN/UIUYGY,"Wang, Yu, 2018, """"Replication Materials for """"Comparing Random Forest with Logistic Regression for Predicting Class-Imbalanced Civil War Onset Data: A Comment"""""""", https://doi.org/10.7910/DVN/UIUYGY, Harvard Dataverse, DRAFT VERSION",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
readme.txt,file,https://dataverse.harvard.edu/api/access/datafile/3208403,3208403,"",2018-08-27,Plain Text,text/plain,7187,880d6e3c51d5fe561b085e5056475a54,MD5,880d6e3c51d5fe561b085e5056475a54,"",doi:10.7910/DVN/KT20FE/RQXPYC,replication materials for can non-experts really emulate statistical learning methods?,3205342,10.7910/DVN/KT20FE,"Bansak, Kirk, 2018, """"Replication Materials for: Can non-experts really emulate statistical learning methods?"""", https://doi.org/10.7910/DVN/KT20FE, Harvard Dataverse, V1",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
attr.h,file,https://dataverse.harvard.edu/api/access/datafile/3679616,3679616,"",2020-03-13,C++ Source,text/x-c,18535,8cff4b77a5943ff90ee36f142726420e,MD5,8cff4b77a5943ff90ee36f142726420e,"",doi:10.7910/DVN/B8JYZW/QCOO1O, gerrymandering and compactness implementation flexibility and abuse,3679568,10.7910/DVN/B8JYZW,"Barnes, Richard; Solomon, Justin, 2020, """"Replication Data for: Gerrymandering and Compactness: Implementation Flexibility and Abuse"""", https://doi.org/10.7910/DVN/B8JYZW, Harvard Dataverse, V1, UNF:6:Xvgi9wCdqvqLAYPLh0E1NA== [fileUNF]",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
candidate_marginals.rdata,file,https://dataverse.harvard.edu/api/access/datafile/3851150,3851150,"",2020-09-09,Gzip Archive,application/gzip,2333,617ad557dd8c347f3a6e64ba8fcec19d,MD5,617ad557dd8c347f3a6e64ba8fcec19d,"",doi:10.7910/DVN/HVY5GR/UDATGF, improving the external validity of conjoint analysis the essential role of profile distribution,3849693,10.7910/DVN/HVY5GR,"de la Cuesta, Brandon; Egami, Naoki; Imai, Kosuke, 2020, """"Replication Data for: Improving the External Validity of Conjoint Analysis: The Essential Role of Profile Distribution"""", https://doi.org/10.7910/DVN/HVY5GR, Harvard Dataverse, V1",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
gfm-replication.tar.bz2,file,https://dataverse.harvard.edu/api/access/datafile/3891367,3891367,"",2020-06-23,Bzip Archive,application/x-bzip2,49028553,13491730736a21708db66d1d0f2e7f8c,MD5,13491730736a21708db66d1d0f2e7f8c,"",doi:10.7910/DVN/1YIX0D/CCZACR, generalized full matching,3868143,10.7910/DVN/1YIX0D,"Sävje, Fredrik; Higgins, Michael; Sekhon, Jasjeet, 2020, """"Replication Data for: Generalized full matching"""", https://doi.org/10.7910/DVN/1YIX0D, Harvard Dataverse, V1",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
CCES16_Common_OUTPUT_Feb2018_VV.dta,file,https://dataverse.harvard.edu/api/access/datafile/3983995,3983995,"",2020-07-14,Stata Binary,application/x-stata,573283915,dc61fe62ab7b44b4f4f613b9ee72eeb1,MD5,dc61fe62ab7b44b4f4f613b9ee72eeb1,"",doi:10.7910/DVN/QQHBHY/RAUHUE, machine learning predictions as regression covariates,3983958,10.7910/DVN/QQHBHY,"Fong, Christian; Tyler, Matthew, 2020, """"Replication Data for: Machine Learning Predictions as Regression Covariates"""", https://doi.org/10.7910/DVN/QQHBHY, Harvard Dataverse, V1, UNF:6:vgF7Ffh39tB+eQJxHpax7A== [fileUNF]",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
0_main.R,file,https://dataverse.harvard.edu/api/access/datafile/3994396,3994396,"",2020-07-28,R Syntax,type/x-r-syntax,1884,c6411b0c617a41331fbec8f2657d77ec,MD5,c6411b0c617a41331fbec8f2657d77ec,"",doi:10.7910/DVN/ZEV0WX/I5I8TC, combining outcome-based and preference-based matching a constrained priority mechanism,3994336,10.7910/DVN/ZEV0WX,"Acharya, Avidit; Bansak, Kirk; Hainmueller, Jens, 2020, """"Replication Data for: Combining Outcome-Based and Preference-Based Matching: A Constrained Priority Mechanism"""", https://doi.org/10.7910/DVN/ZEV0WX, Harvard Dataverse, V1, UNF:6:NwvXIewtHWOAPMsjP9G0tg== [fileUNF]",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
boot_kono.tab,file,https://dataverse.harvard.edu/api/access/datafile/4023131,4023131,"",2020-08-14,Tab-Delimited,text/tab-separated-values,169946,00312294dc1ccf0403676c26eda4cb22,MD5,00312294dc1ccf0403676c26eda4cb22,UNF:6:UcdJV9fjAX4TuEB9hpRwvg==,doi:10.7910/DVN/IKSE2O/KJNOZS, accounting for skewed or one-sided measurement error in the dependent variable,4023095,10.7910/DVN/IKSE2O,"Millimet, Daniel; Parmeter, Christopher, 2020, """"Replication Data for: Accounting for Skewed or One-Sided Measurement Error in the Dependent Variable"""", https://doi.org/10.7910/DVN/IKSE2O, Harvard Dataverse, V1, UNF:6:jVJKwmh81MIerCTJdmSBiw== [fileUNF]",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
00_a_README.R,file,https://dataverse.harvard.edu/api/access/datafile/4043248,4043248,"",2020-08-28,R Syntax,type/x-r-syntax,2434,013c6cacd7dd0568481557b25ad8ed28,MD5,013c6cacd7dd0568481557b25ad8ed28,"",doi:10.7910/DVN/GEC2LS/LAARI4, eliciting beliefs as distributions in online surveys,4030742,10.7910/DVN/GEC2LS,"Leemann, Lucas; Traunmueller, Richard; Stoetzer, Lukas F., 2020, """"Replication Data for: Eliciting Beliefs as Distributions in Online Surveys"""", https://doi.org/10.7910/DVN/GEC2LS, Harvard Dataverse, V1, UNF:6:AJOSTeuI2rt9XmpP7/2rlg== [fileUNF]",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
Replication Materials.zip,file,https://dataverse.harvard.edu/api/access/datafile/4043400,4043400,"",2020-08-31,ZIP Archive,application/zip,17287239,662df88c9dfe8119124147c4c62122ba,MD5,662df88c9dfe8119124147c4c62122ba,"",doi:10.7910/DVN/VZDPSQ/VGDSTJ," understanding, choosing, and unifying multilevel and fixed effect approaches",4043399,10.7910/DVN/VZDPSQ,"HAZLETT, CHAD, 2020, """"Replication Data for: Understanding, choosing, and unifying multilevel and fixed effect approaches"""", https://doi.org/10.7910/DVN/VZDPSQ, Harvard Dataverse, V1",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
Material.zip,file,https://dataverse.harvard.edu/api/access/datafile/4061024,4061024,"",2020-09-08,ZIP Archive,application/zip,1433121,0b5287af750494d4f6b6aab1906b12ac,MD5,0b5287af750494d4f6b6aab1906b12ac,"",doi:10.7910/DVN/XR3IDV/FQ43VP," characterizing and assessing temporal heterogeneity introducing a change point framework, with applications on the study of democratization",4052902,10.7910/DVN/XR3IDV,"Nygard, Havard Mokleiv; Knutsen, Carl Henrik; Hermansen, Gudmund Horn, 2020, """"Replication Data for: Characterizing and assessing temporal heterogeneity: Introducing a change point framework, with applications on the study of democratization"""", https://doi.org/10.7910/DVN/XR3IDV, Harvard Dataverse, V1",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
10DE733A,file,https://dataverse.harvard.edu/api/access/datafile/4093006,4093006,"",2020-09-24,Plain Text,text/plain; charset=US-ASCII,642,e9adf6b1224cc531c4a6c6bd28f4f16e,MD5,e9adf6b1224cc531c4a6c6bd28f4f16e,"",doi:10.7910/DVN/NS91FD/VQYFFZ, a permutation-based changepoint technique for monitoring effect sizes,4092895,10.7910/DVN/NS91FD,"Kent, Daniel; Wilson, James; Cranmer, Skyler, 2020, """"Replication Data for: A Permutation-Based Changepoint Technique for Monitoring Effect Sizes"""", https://doi.org/10.7910/DVN/NS91FD, Harvard Dataverse, V1, UNF:6:Yww4QlNWYChGp21XaM1P2g== [fileUNF]",pan,,"",Political Analysis Dataverse,2010-03-12T14:54:49Z
amos_smith_steclaire_commands.txt,file,https://dataverse.harvard.edu/api/access/datafile/2841420,2841420,Commands for replication,2018-04-14,Plain Text,text/plain,2284,ff77c593f1e6c4e6fa4b2cc635aebf90,MD5,ff77c593f1e6c4e6fa4b2cc635aebf90,"",doi:10.7910/DVN/XFHBPO/Q4LHJK,replication data & online appendix for reprecincting and voting behavior,2836406,10.7910/DVN/XFHBPO,"Smith, Daniel; Amos, Brian; Ste. Clair, Casey, 2016, """"Replication Data & Online Appendix for: Reprecincting and Voting Behavior"""", https://doi.org/10.7910/DVN/XFHBPO, Harvard Dataverse, V2, UNF:6:sd9pJemG5YYXthC8N2IjKA== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
econ8008subsetforRv2.tab,file,https://dataverse.harvard.edu/api/access/datafile/2862404,2862404,"",2016-08-02,Tab-Delimited,text/tab-separated-values,3252748,bb3d226e3d9288f8ae8d52fc915d7c1e,MD5,bb3d226e3d9288f8ae8d52fc915d7c1e,UNF:6:Fpr2jVdV7m/Kge6aeekdpw==,doi:10.7910/DVN/DIIQF7/XSXD7X," lacy, dean, and dino p. christenson, who votes for the future? information, expectations, and endogeneity in economic voting.",2862402,10.7910/DVN/DIIQF7,"Lacy, Dean, 2016, """"Replication data for Lacy, Dean, and Dino P. Christenson, """"Who Votes for the Future? Information, Expectations, and Endogeneity in Economic Voting."""""""", https://doi.org/10.7910/DVN/DIIQF7, Harvard Dataverse, V1, UNF:6:Fpr2jVdV7m/Kge6aeekdpw== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
00-main.r,file,https://dataverse.harvard.edu/api/access/datafile/2887444,2887444,"",2016-09-26,R Syntax,type/x-r-syntax,4563,32474e47f3463cd6ed6f6e46039aeb27,MD5,32474e47f3463cd6ed6f6e46039aeb27,"",doi:10.7910/DVN/ERNXOP/0Q3NX9,reproduction files for is the left-right scale a valid measure of ideology? individual-level variation in associations with left and right and left-right self-placement,2887441,10.7910/DVN/ERNXOP,"Bauer, Paul Cornelius; Pablo Barberá, 2016, """"Reproduction files for: Is the left-right scale a valid measure of ideology? Individual-level variation in associations with """"left"""" and """"right"""" and left-right self-placement"""", https://doi.org/10.7910/DVN/ERNXOP, Harvard Dataverse, V1",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
Replication Data PB 120616.tab,file,https://dataverse.harvard.edu/api/access/datafile/2963368,2963368,"",2016-12-08,Tab-Delimited,text/tab-separated-values,73237,90928457254a88314a300de1dc2971f6,MD5,90928457254a88314a300de1dc2971f6,UNF:6:t6l8e+p6Z1YpG1K4Ep99Kw==,doi:10.7910/DVN/P9SUH8/8T0RV0," panagopoulos, leighley and hamel are voters mobilized by a ‘friend-and-neighbor’ on the ballot? evidence from a field experiment",2963367,10.7910/DVN/P9SUH8,"Panagopoulos, Costas, 2016, """"Replication Data for Panagopoulos, Leighley and Hamel: Are Voters Mobilized by a ‘Friend-and-Neighbor’ on the Ballot? Evidence from a Field Experiment"""", https://doi.org/10.7910/DVN/P9SUH8, Harvard Dataverse, V1, UNF:6:t6l8e+p6Z1YpG1K4Ep99Kw== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
Chen_Bryan Experimental Data (Replication).tab,file,https://dataverse.harvard.edu/api/access/datafile/3021543,3021543,"",2017-05-31,Tab-Delimited,text/tab-separated-values,69545,529e6ca763d0e5ee603c2c95d017b266,MD5,529e6ca763d0e5ee603c2c95d017b266,UNF:6:PcR6Eb7T/EpS/DNO5hF2Jw==,doi:10.7910/DVN/NPQ3FB/FKHAHE, judging the vapid and hollow charade,3021537,10.7910/DVN/NPQ3FB,"Bryan, Amanda, 2017, """"Replication Data for: """"Judging the Vapid and Hollow Charade"""""""", https://doi.org/10.7910/DVN/NPQ3FB, Harvard Dataverse, V1, UNF:6:vMXHT7HHLL24qdXCNyo5sg== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
dyadic_data.tab,file,https://dataverse.harvard.edu/api/access/datafile/3032400,3032400,a comma separated file of the data used for the models reported in Table 2. The data are dyadic. Each row represents a respondent and one of his or her named friends.,2017-06-30,Tab-Delimited,text/tab-separated-values,198718,1a1c74fe9e17c952a70ad08602423757,MD5,1a1c74fe9e17c952a70ad08602423757,UNF:6:LO4CPJ6AJcHmmHKoVATrNg==,doi:10.7910/DVN/GUAY8P/USFKTK, from respondents to networks,3032394,10.7910/DVN/GUAY8P,"Pietryka, Matthew; Reilly, Jack Lyons; Maliniak, Daniel M.; Miller, Patrick; Huckfeldt, Robert; Rapoport, Ronald, 2017, """"Replication Data for: From Respondents to Networks"""", https://doi.org/10.7910/DVN/GUAY8P, Harvard Dataverse, V1, UNF:6:tw+fjFKQBNKNBwi0J6ik3g== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
replic_code.do,file,https://dataverse.harvard.edu/api/access/datafile/3037570,3037570,"",2017-07-22,Stata Syntax,application/x-stata-syntax,15819,f11bbe366695856f4ccf6e46defe9e51,MD5,f11bbe366695856f4ccf6e46defe9e51,"",doi:10.7910/DVN/QZVK4B/WDV5FU,replication materials for a behavioral theory of electoral structure by till weber and mark franklin,3037568,10.7910/DVN/QZVK4B,"Weber, Till, 2017, """"Replication materials for: """"A behavioral theory of electoral structure"""" by Till Weber and Mark Franklin"""", https://doi.org/10.7910/DVN/QZVK4B, Harvard Dataverse, V1",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
cces16_DKU_unmatched.tab,file,https://dataverse.harvard.edu/api/access/datafile/3336533,3336533,"",2019-01-04,Tab-Delimited,text/tab-separated-values,92829,2604922bb3ee1784583ff51d8b605ba2,MD5,2604922bb3ee1784583ff51d8b605ba2,UNF:6:ahCNWPGLTFHv/bAK/f+yZw==,doi:10.7910/DVN/VJCL6D/RT7SDX,republication data for all the best polls agree with me,3336528,10.7910/DVN/VJCL6D,"Hillygus, Sunshine; Gabriel Madson, 2019, """"Republication Data for """"All the Best Polls Agree with Me"""""""", https://doi.org/10.7910/DVN/VJCL6D, Harvard Dataverse, V2, UNF:6:IPwy0gkCcondte5ZVIYoDQ== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
1. American Dream Prepare Variables.do,file,https://dataverse.harvard.edu/api/access/datafile/3427308,3427308,"",2019-05-12,Stata Syntax,application/x-stata-syntax,3291,7912b49d320d25e90514585d7ad88971,MD5,7912b49d320d25e90514585d7ad88971,"",doi:10.7910/DVN/GZRCCJ/M3JHGZ, friends from across the aisle,3427302,10.7910/DVN/GZRCCJ,"Sumaktoyo, Nathanael, 2019, """"Replication Data for: Friends from Across the Aisle"""", https://doi.org/10.7910/DVN/GZRCCJ, Harvard Dataverse, V1, UNF:6:q2M2zcqX9cv3aoqbmVw0Xg== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
POBE Dataset.tab,file,https://dataverse.harvard.edu/api/access/datafile/3452894,3452894,Dataset for replication for paper in Political Behavior (SPSS),2019-06-21,Tab-Delimited,text/tab-separated-values,61375,a37adb730f6f89df8d5d2cdfb4467e45,MD5,a37adb730f6f89df8d5d2cdfb4467e45,UNF:6:s5rPQXAeZ+Pkf/DYXV+FnA==,doi:10.7910/DVN/Q7USJQ/SLHTJI, study 'martyrs for free speech? disentangling the effects of legal prosecution of anti-immigration politicians on their electoral support',3452893,10.7910/DVN/Q7USJQ,"Jacobs, Laura, 2019, """"Replication data for study: 'Martyrs for free speech? Disentangling the effects of legal prosecution of anti-immigration politicians on their electoral support'"""", https://doi.org/10.7910/DVN/Q7USJQ, Harvard Dataverse, V1, UNF:6:s5rPQXAeZ+Pkf/DYXV+FnA== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
Analyses.do,file,https://dataverse.harvard.edu/api/access/datafile/3588655,3588655,"",2019-09-23,Stata Syntax,text/x-stata-syntax,21390,fa6e186088404f2f04a23adce6d3c28a,MD5,fa6e186088404f2f04a23adce6d3c28a,"",doi:10.7910/DVN/SKUWAQ/ADMPYA, candidate authenticity ‘to thine own self be true’,3588643,10.7910/DVN/SKUWAQ,"Stiers, Dieter; Larner, Jac; Kenny, John; Breitenstein, Sofia; Vallée-Dubois, Florence; Lewis- Beck, Michael S., 2019, """"Replication Data for: Candidate Authenticity: ‘To thine own self be true’"""", https://doi.org/10.7910/DVN/SKUWAQ, Harvard Dataverse, V1, UNF:6:pq8gxrkKCR70AbUanD6flg== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
POLBE_Dataverse_CODE.do,file,https://dataverse.harvard.edu/api/access/datafile/3589124,3589124,"",2019-09-24,Stata Syntax,application/x-stata-syntax,673,53ecdddf22dd733f08bc3aa6fdae86a7,MD5,53ecdddf22dd733f08bc3aa6fdae86a7,"",doi:10.7910/DVN/RUNY3Y/N3AVLO," christensen, dag arne; aars, jacob, 2019 counterterrorism policies and attitudes towards out-groups evidence from a survey experiment on citizens’ attitudes towards wiretapping",3589122,10.7910/DVN/RUNY3Y,"Christensen, Dag Arne, 2019, """"Replication Data for: Christensen, Dag Arne; Aars, Jacob, 2019 Counterterrorism policies and attitudes towards out-groups: Evidence from a survey experiment on citizens’ attitudes towards wiretapping"""", https://doi.org/10.7910/DVN/RUNY3Y, Harvard Dataverse, V1, UNF:6:kTAPsV+IEqKKSTq4pu2nqw== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
Full Data-1.tab,file,https://dataverse.harvard.edu/api/access/datafile/3596835,3596835,"",2019-10-04,Tab-Delimited,text/tab-separated-values,118010,15331a2ec3d36230e180b988433580b2,MD5,15331a2ec3d36230e180b988433580b2,UNF:6:TWJYrtol31WL6AMHAAhBkg==,doi:10.7910/DVN/CVOTBI/JACLQL, are we all predictably irrational? an experimental analysis,3596830,10.7910/DVN/CVOTBI,"Doces, John; Wolaver, Amy, 2019, """"Replication Data for: Are We All Predictably Irrational? An Experimental Analysis"""", https://doi.org/10.7910/DVN/CVOTBI, Harvard Dataverse, V1, UNF:6:QsTemy4pOzVrqU1KpKdTvQ== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
00CODE_replication_AMOS2012.do,file,https://dataverse.harvard.edu/api/access/datafile/3603741,3603741,Stata do file to analyze data from 2012 American Municipal Officials Survey,2019-10-17,Stata Syntax,application/x-stata-syntax,12551,0746b8d95f9a3eec61a12db7e42dc3ad,MD5,0746b8d95f9a3eec61a12db7e42dc3ad,"",doi:10.7910/DVN/YN03BJ/K7X4AI, revenue source and electoral accountability experimental evidence from local u.s. policymakers,3603736,10.7910/DVN/YN03BJ,"Dynes, Adam; Martin, Lucy, 2019, """"Replication Data for: Revenue Source and Electoral Accountability: Experimental Evidence from Local U.S. Policymakers"""", https://doi.org/10.7910/DVN/YN03BJ, Harvard Dataverse, V2, UNF:6:MwfG0gW7vD1Q+0POsua0Ag== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
2008_2014 Merged Dataset LAPOP survey_variables in models.tab,file,https://dataverse.harvard.edu/api/access/datafile/3605901,3605901,"",2019-10-16,Tab-Delimited,text/tab-separated-values,13165699,5357e95c624a622369c235f7294048ee,MD5,5357e95c624a622369c235f7294048ee,UNF:6:+E1BlFOqMTzyTOCIz9aUUw==,doi:10.7910/DVN/MMG1F3/0N4AU4, development context and the political behavior of remittance recipients in latin america and the caribbean,3605891,10.7910/DVN/MMG1F3,"Cordova, Abby and Jonathan Hiskey, 2019, """"Replication Data for: Development Context and the Political Behavior of Remittance Recipients in Latin America and the Caribbean"""", https://doi.org/10.7910/DVN/MMG1F3, Harvard Dataverse, V1, UNF:6:LW8cHt5JzSz23mwrj+MEQQ== [fileUNF]",polbehavior,,"",Political Behavior Dataverse,2015-06-29T18:03:50Z
