file_in	title	journal	data_count	stat_count	data_bool	stat_bool
10.1017_s1537592720003631	Response to welborne et al.'s review of muslims in a post-9/11 america a survey of attitudes and beliefs and their implications for u.s. National security policy	Perspectives on Politics	12	0		
10.1016_j.electstud.2013.06.001	Engineering inclusion assessing the effects of pro-minority representation policies	Electoral Studies	17	114		1
10.1007_s11127-015-0302-7	A tragedy of the anticommons local option taxation and cell phone tax bills	Public Choice	59	355		1
10.1177_1940161211433839	Modes of professional campaigning	The International Journal of Press/Politics	18	12		1
10.1111_j.1468-5965.2012.02281.x	Internal market the ongoing struggle to 'protect' europe from its money men*	JCMS: Journal of Common Market Studies	10	11	1	
10.1177_0020702015572998	Canada, the arctic, and norad status quo or new ball game	International Journal: Canada's Journal of Global Policy Analysis	4	4		
10.1093_ia_iix120	The president's book of secrets the untold story of intelligence briefings to america's presidents from kennedy to obama*	International Affairs	0	2		
10.1111_misr.12146	When democracy is not enough-the role of state capacity and democratic governance in promoting human security	International Studies Review	5	1		
10.1080_01402382.2013.742739	National higher courts and the ratification of eu treaties	West European Politics	4	3	1	
10.1093_ejil_chaa080	Appropriate level of protection the most misconceived notion of wto law	European Journal of International Law	0	8		
10.1093_irap_lcu021	A chinese model for patron-client relations The sino-cambodian partnership	International Relations of the Asia-Pacific	2	4		
10.1007_s11127-012-0051-9	Democracy and countries with muslim majorities a reply and update	Public Choice	62	192		1
10.1016_j.marpol.2014.10.017	Balancing extractive and non-extractive uses in marine conservation plans	Marine Policy	51	3		
10.1162_glep_a_00296			11	5		
10.1007_s10308-019-00563-1	China in central and eastern europe the unintended effects of identity narratives	Asia Europe Journal	2	2		
10.1016_j.marpol.2015.12.008	Building on progress in fisheries subsidies disciplines	Marine Policy	9	2		
10.1111_1475-6765.12254	Explaining right-wing terrorism and violence in western europe grievances, opportunities and polarisation	European Journal of Political Research	16	26	1	
10.1093_isr_viz007	Populism, hindu nationalism, and foreign policy in india the politics of representing ""the people	International Studies Review	1	0		
10.1177_1065912914523347	Freedom and the human in ""evolutionary"" political theory	Political Research Quarterly	0	0		
10.1080_13501763.2021.1918220	Fractionalized but ambitious Voting on energy and climate policy in the european parliament	Journal of European Public Policy	21	51		1
10.1017_s104909651600072x	New directions in legislative research lessons from inside congress	PS: Political Science & Politics	0	1		
10.1093_ia_iix131	Gateways to the world port cities in the persian gulf	International Affairs	0	0		
10.1111_1758-5899.12946	Precarity, mobility and the city introduction to the special issue	Global Policy	0	2		
10.1177_0032329219897642	Erratum to ""the politics of democratizing finance a radical view	Politics & Society	0	0		
10.1017_s1049096515000931	Campus teaching awards, academic year 2014�15	PS: Political Science & Politics	1	0		
10.1093_publius_pjz033	Fiscal decentralization and public investment in innovation a country panel analysis	Publius: The Journal of Federalism	47	424		1
10.1146_annurev-polisci-070209-174835	Domestic explanations of international relations	Annual Review of Political Science	11	8		
10.1017_s0043887119000169	Wpo volume 71 issue 4 cover and front matter	World Politics	0	0		
10.1017_s1537592712000175	Digitally enabled social change activism in the internet age. By jennifer earl and katrina kimport. Cambridge, ma mit press, 2011. 248p. $32.00.	Perspectives on Politics	4	1		
10.1080_13600820903431938	Introduction	Global Society	0	1		
10.1080_14616742.2012.744175	Bukusu (kenya) folktales	International Feminist Journal of Politics	0	2		
10.1016_j.ejpoleco.2010.12.001	Do collective actions clear common air The effect of international environmental protocols on sulphur emissions	European Journal of Political Economy	62	437		1
10.1017_s1537592715000365	Response to nadia urbinati's review of the civic constitution civic visions and struggles in the path toward constitutional democracy	Perspectives on Politics	1	1		
10.1017_s1474745612000407	Wto disciplines on agricultural support seeking a fair basis for trade edited by david orden, david blandford, and tim josling cambridge, uk cambridge university press, 2011	World Trade Review	2	0		
10.1016_j.ejpoleco.2015.04.004	Local governments' re-election and its determinants new evidence based on a bayesian approach	European Journal of Political Economy	163	134		1
10.1002_polq.12243	Changing minds or changing channels Partisan news in an age of choice by kevinarceneaux and martinjohnson. Chicago, il, university of chicago press, 2013. 238 pp. Paper, $25.00.	Political Science Quarterly	0	0		
10.1111_twec.12584	Structural breaks, dynamic correlations, and hedge and safe havens for stock and foreign exchange markets in greater china	The World Economy	83	1175		1
10.1177_0002716221996678	How well do housing vouchers work for black families experiencing homelessness evidence from the family options study	The ANNALS of the American Academy of Political and Social Science	57	144		1
10.1093_isp_ekz026	A ""pedagogy of discomfort"" Experiential learning and conflict analysis in israel-palestine	International Studies Perspectives	0	1		
10.1093_hrlr_ngaa011	Containment instead of refoulement shifting state responsibility in the age of cooperative migration control	Human Rights Law Review	0	11		
10.1017_lap.2018.24	Explaining uneven social policy expansion in democratic chile	Latin American Politics and Society	7	1		
10.1111_jopp.12182	Ritual deliberation	Journal of Political Philosophy	4	21		
10.1111_pafo.12164	South korea's embrace of good donorship norms the bureaucratic process of norm translation	Pacific Focus	15	1		
10.1007_s11127-010-9758-7	Spend it like beckham Inequality and redistribution in the uk, 1983�2004	Public Choice	157	52		1
10.1080_13510347.2012.659014	Linkages and the promotion of democracy the eu's eastern neighbourhood	Democratization	91	4	1	
10.1016_j.postcomstud.2017.05.007	Gender inequality in russia's rural informal economy	Communist and Post-Communist Studies	40	4	1	
10.1016_j.marpol.2014.11.022	Gauging perceptions of ocean acidification in alaska	Marine Policy	102	48		1
10.1016_j.marpol.2011.03.005	Perceptions of occupational risk by us commercial fishermen	Marine Policy	25	17		1
10.1016_j.electstud.2020.102263	America's first voter identification laws the effects of personal registration and declining political party competition on presidential election turnout, 1880�1916	Electoral Studies	91	182		1
10.1177_0010414015626455	Back to square one	Comparative Political Studies	2	0		
10.1146_annurev-polisci-092514-012354	A conversation with hanna pitkin	Annual Review of Political Science	1	0		
10.1017_s1537592712002782	Neoliberalism, race, and the american welfare state	Perspectives on Politics	0	0		
10.1080_09668136.2019.1694864	Ideology and disengagement a case study of nationalists and islamists in chechnya	Europe-Asia Studies	1	1		
10.1525_cpcs.2020.53.1.27	Democratic centralisms�plural A comparative analysis of functional communism in the french and italian communist party federations of var and gorizia, 1956	Communist and Post-Communist Studies	0	6		
10.1080_09668136.2018.1520508	Latvia�a work in progress 100 years of state- and nation-building	Europe-Asia Studies	0	0		
10.1007_s11127-010-9712-8	Contingent fees meet the british rule an exploratory study	Public Choice	9	80		1
10.1080_09546551003617960	A review of ""hall gardner.american global strategy and the ""war on terrorism.""	Terrorism and Political Violence	1	0		
10.1080_09644016.2017.1371919	Deliberative democracy meets democratised science a deliberative systems approach to global environmental governance	Environmental Politics	0	6		
10.1111_1467-856x.12066	Gendering demilitarisation and justice in northern ireland	The British Journal of Politics and International Relations	0	1		
10.1162_glep_a_00446			8	2		
10.1017_s0003055420001021	Notes from the editors	American Political Science Review	3	0		
10.1093_ia_iiaa199	Formalization as a tool for environmental peacebuilding Artisanal and small-scale mining in liberia and sierra leone	International Affairs	11	3		
10.1080_1540496x.2014.998932	Corporate and capital market governance in emerging economies	Emerging Markets Finance and Trade	3	2		
10.1177_0738894216650640	Managing territorial conflict an introduction to this special issue	Conflict Management and Peace Science	4	2		
10.1016_j.marpol.2021.104448	Fuel intensity in icelandic fisheries and opportunities to reduce emissions	Marine Policy	473	96		1
10.1111_ajps.12303	Coercive leadership	American Journal of Political Science	5	46		
10.1080_14494035.2019.1657376	When words matter narratives and strategies in the italian jobs act (2014�2016)	Policy and Society	7	1		
10.1080_01402382.2014.895517	Notes on contributors	West European Politics	0	0		
10.1016_j.electstud.2018.05.003	Duverger's psychological effect a natural experiment approach	Electoral Studies	42	81		1
10.1057_cep.2008.27	Re-thinking putnam in italy the role of beliefs about democracy in shaping civic culture and institutional performance	Comparative European Politics	0	2		
10.1525_cpcs.2020.53.2.47	Party leaders vs. Technocrats	Communist and Post-Communist Studies	5	4		
10.1177_0096340214546838	California beyond cars	Bulletin of the Atomic Scientists	2	0		
10.1007_s12116-021-09333-w	Populism and the past restoring, retaining, and redeeming the nation	Studies in Comparative International Development	1	1		
10.1016_j.marpol.2021.104557	Using western science and inuit knowledge to model ship-source noise exposure for cetaceans (marine mammals) in tallurutiup imanga (lancaster sound), nunavut, canada	Marine Policy	130	4		
10.1093_chinesejil_jms037	Erratum	Chinese Journal of International Law	0	0		
10.1111_j.1528-3585.2012.00459.x	Differences beyond theory structural, strategic, and sentimental approaches to normative change	International Studies Perspectives	4	0		
10.1057_ip.2015.14	China's state-permeated market economy and its constraints to the internationalization of the renminbi	International Politics	2	6		
10.1111_twec.12550	Aid, trade and migration how do bilateral flows interact	The World Economy	94	1462		1
10.2753_ree1540-496x480200	Introduction	Emerging Markets Finance and Trade	0	0		
10.1177_1354068817695742	Minority governments and legislative reliability	Party Politics	68	110		1
10.1080_17502977.2021.1913006	Introduction � peacebuilding amidst violence	Journal of Intervention and Statebuilding	1	4		
10.1017_s1474745611000048	Protection for exporters power and discrimination in transatlantic trade relations, 1930�2010 by andreas duer ithaca cornell university press, 2010	World Trade Review	0	0		
10.1017_s0020818312000148	Before hegemony adam smith, american independence, and the origins of the first era of globalization	International Organization	10	4		
10.1002_polq.13176	Russian cyber operations coding the boundaries of conflict by scott jasper. Washington, dc, georgetown university press, 2020. 232 pp. $32.95.	Political Science Quarterly	0	0		
10.1093_irap_lct024	East asia and international relations theory	International Relations of the Asia-Pacific	1	2		
10.1162_glep_a_00473			0	0		
10.1057_s41268-020-00193-w	Common knowledge Business intellectuals, bric and the production of knowledge across global finance and international relations	Journal of International Relations and Development	10	4	1	
10.1111_1467-9248.12149	Relational transformation and agonistic dialogue in divided societies	Political Studies	26	294		
10.1002_polq.13039	The primary rules parties, voters, and presidential nominations by caitlin e.jewitt. Ann arbor, university of michigan press, 2019. 320 pp. $80.00.	Political Science Quarterly	0	1		
10.1080_09668136.2012.635484	Financial development and economic growth evidence from russia	Europe-Asia Studies	42	168		1
10.1016_j.electstud.2019.03.005	A directional model of candidate evaluations in the 2016 presidential election	Electoral Studies	29	39		1
10.1093_poq_nfaa005	Vote choice and the nonseparability of economic and social issues	Public Opinion Quarterly	13	35		1
10.1016_j.postcomstud.2014.10.001	Greatpowerness' as the key element of russian self-consciousness under erosion	Communist and Post-Communist Studies	13	13	1	
10.1111_gove.12412	Isolated counties, administrative monitoring, and the misuse of public funds in china	Governance	73	339		1
10.1080_09692290.2013.836677	The rebranding of capital controls in an era of productive incoherence	Review of International Political Economy	29	5		
10.1177_0002716210372485	Federal statistics understanding a crucial resource	The ANNALS of the American Academy of Political and Social Science	0	0		
10.1177_0022002715626249	Violence and civilian loyalties	Journal of Conflict Resolution	0	2		
10.1080_13510347.2016.1185416	Environmental disobedience and the dialogic dimensions of dissent	Democratization	0	6		
10.1111_padm.12661	Dismantling, disintegration or continuing stealthy integration in european union environmental policy	Public Administration	1	0		
10.1093_ijtj_ijx007	The puzzle of transitional justice in ukraine	International Journal of Transitional Justice	2	3		
10.1007_s10784-015-9302-9	Equity, burden sharing and development pathways reframing international climate negotiations	International Environmental Agreements: Politics, Law and Economics	2	1		
10.1111_psj.12193	Policy and management considering public management and its relationship to policy studies	Policy Studies Journal	2	4		
10.1016_j.jjie.2017.03.001	Empirical studies on strategic interaction among municipality governments over disaster waste after the 2011 great east japan earthquake	Journal of the Japanese and International Economies	90	78		1
10.1177_0047117819871996	Measuring common knowledge latent semantic analysis, linguistic synchrony, and common knowledge in international relations	International Relations	13	12	1	
10.1177_0010836713482880	The aid for trade charade	Cooperation and Conflict	2	5		
10.1080_09557571.2019.1622082	International relations from the margins the westphalian meta-narratives and counter-narratives in okinawa�taiwan relations	Cambridge Review of International Affairs	4	1		
10.1093_irap_lcv012	Asean and southeast asian peace nation building, economic performance, and asean's security management	International Relations of the Asia-Pacific	214	391		1
10.1093_hrlr_ngq038	Works in progress new technologies and the european court of human rights	Human Rights Law Review	10	15		
10.1080_14650045.2017.1364237	Towards contested 'spheres of influence' in the western pacific rising china, classical geopolitics, and asia-pacific stability	Geopolitics	0	0		
10.1017_s0043887114000215	Trial by fire a natural disaster's impact on support for the authorities in rural russia	World Politics	65	53		1
10.1111_1467-9256.12051	Tumbling political theory	Politics	2	0		
10.1093_ejil_chz021	State instigation in international law a general principle transposed	European Journal of International Law	2	10		
10.1177_0022002715595700	Estimating dynamic state preferences from united nations voting data	Journal of Conflict Resolution	54	442		1
10.1016_j.marpol.2015.10.005	Visitors' awareness of iczm and wtp for beach preservation in four european mediterranean regions	Marine Policy	64	54		1
10.1177_0263395717738964	When less is more 'negative resources' and the performance of presidents and prime ministers	Politics	2	2		
10.1093_publius_pjq027	Federalism and economic growth the importance of context in nigerian public finance reform	Publius: The Journal of Federalism	9	7		
10.1093_isq_sqw031	A slippery slope the domestic diffusion of ethnic civil war	International Studies Quarterly	62	293		1
10.1016_j.electstud.2016.09.004	You just made it individual incumbency advantage under proportional representation	Electoral Studies	52	94		1
10.1080_1540496x.2018.1526078	Corporate governance boundary, debt constraint, and investment efficiency	Emerging Markets Finance and Trade	82	303		1
10.1525_curh.2015.114.771.157	Freedom and faith in india	Current History	0	1		
10.1017_s1537592717001232	Out in the periphery latin america's gay rights revolution. By omar g. Encarnaci�n. New york oxford university press, 2016. 256p. $99.00 cloth, $29.95 paper.	Perspectives on Politics	3	0		
10.1016_j.marpol.2016.02.014	Effect of non-tariff measures on extensive and intensive margins of exports in seafood trade	Marine Policy	70	622		1
10.1080_1060586x.2016.1209315	Contested policymaking in russia industry, environment, and the ""best available technology"" debate	Post-Soviet Affairs	2	11		
10.1111_1758-5899.12656	Global financial regulation shortcomings and reform options	Global Policy	6	2		
10.1017_s1049096510001915	Partisan vision biases determination of voter intent	PS: Political Science & Politics	8	6	1	
10.1017_s1537592712002939	Care work and class domestic workers' struggle for equal rights in latin america. By merike blofield. University park, pa penn state university press, 2012. 200p. $64.95.	Perspectives on Politics	1	0		
10.1080_09668136.2018.1436697	Legitimising victories electoral authoritarian control in russia's gubernatorial elections	Europe-Asia Studies	63	4		
10.1111_twec.12937	Coping with the crisis and export diversification	The World Economy	116	813		1
10.1016_j.ejpoleco.2017.07.003	Market and political power interactions in greece a theory	European Journal of Political Economy	73	96		1
10.1525_curh.2010.109.727.205	More aid is not the answer	Current History	1	1		
10.1017_s0043887113000026	Wpo volume 65 issue 1 cover and back matter	World Politics	0	0		
10.1016_j.polsoc.2016.09.004	Design rules for more resilient banking systems	Policy and Society	9	2	1	
10.1017_s1752971917000100	Moral agents and legal persons the ethics and the law of state responsibility	International Theory	0	12		
10.1017_s0020818319000286	Endogenous parliaments the domestic and international roots of long-term economic growth and executive constraints in europe	International Organization	91	1223		1
10.1111_j.1477-7053.2012.01368.x	Internal conflict, the international community and the promotion of principled compromise	Government and Opposition	0	1		
10.1016_j.electstud.2013.10.006	Electoral registration and the control of votes the case of chile	Electoral Studies	10	162		1
10.1017_s0260210510000495	European integration as colonial discourse	Review of International Studies	4	1		
10.1016_j.marpol.2018.11.015	Funding coastal and marine fisheries projects under the climate change regime	Marine Policy	14	7		
10.1111_j.1475-6765.2011.02019.x	Estonia	European Journal of Political Research	2	1		
10.1111_ajps.12256	Issue information - ed board	American Journal of Political Science	0	0		
10.1080_02684527.2020.1734159	X, y & z the real story of how enigma was broken	Intelligence and National Security	0	0		
10.1111_pafo.12059	China's proposed maritime silk road challenges and opportunities with special reference to the bay of bengal region	Pacific Focus	6	3		
10.1080_02684527.2019.1622265	Intelligence, biosecurity, and bioterrorism	Intelligence and National Security	0	1		
10.1080_09700161.2020.1699996	By more than providence grand strategy and american power in the asia-pacific since 1783	Strategic Analysis	1	3		
10.1162_jcws_r_00381			4	1		
10.1007_s10290-016-0249-x	Are workers more vulnerable in tradable industries	Review of World Economics	52	303		1
10.1017_s000305541500012x	Islamists and nationalists rebel motivation and counterinsurgency in russia's north caucasus	American Political Science Review	167	21		1
10.1080_01402382.2011.591092	Liberal market economies, business, and political finance britain under new labour	West European Politics	40	135		1
10.1177_0192512117716169	Do the welfare benefits weaken the economic vote A cross-national analysis of the welfare state and economic voting	International Political Science Review	77	164		1
10.1093_ia_iiy124	East of india, south of china sino-indian encounters in southeast asia	International Affairs	0	0		
10.1017_s1537592718002888	A discussion of steven levitsky and daniel ziblatt's how democracies die	Perspectives on Politics	8	4		
10.1111_j.1468-2346.2011.00987.x	Abstracts	International Affairs	0	3		
10.1017_s1537592712000187	States against migrants deportation in germany and the united states. By antje ellermann. New york cambridge university press, 2009. 214p. $80.00 cloth, $24.99 paper.	Perspectives on Politics	6	2		
10.1177_0263395717720932	Financial governance 'after' crisis on the liminality of the global financial crisis and its 'afterwards', through a gender lens	Politics	1	0		
10.1111_j.1758-5899.2012.00198.x	A justice-based regime for foreign investment protection and the counsel of the osgoode hall statement	Global Policy	0	0		
10.1080_09700161.2015.1107271	Corrigendum	Strategic Analysis	0	0		
10.1016_j.marpol.2011.09.003	A discussion of management disputes arising from the multiple utilization of flying fish resources in taiwan and suggested countermeasures	Marine Policy	13	0		
10.1007_s12116-013-9132-0	Party selection of officials in contemporary china	Studies in Comparative International Development	37	113		1
10.1016_j.polgeo.2019.05.001	Revisiting the diversity-urban development nexus perspectives from israeli immigrant towns	Political Geography	24	2		
10.1016_j.polgeo.2014.07.009	Bureaucratic fields and the brussels machinery reading merje kuus' geopolitics and expertise	Political Geography	7	5		
10.1017_s0003055420000210	Impassioned democracy the roles of emotion in deliberative theory	American Political Science Review	0	3		
10.5305_amerjintelaw.104.4.0569	Economic foundations of the law of the sea	American Journal of International Law	0	11		
10.1057_s41269-017-0062-0	Sick leave from work and the voting booth A register-based study on health and turnout	Acta Politica	46	258		1
10.1080_09668136.2020.1725302	Legal lessons. Popularizing laws in the people's republic of china 1949�1989	Europe-Asia Studies	0	0		
10.1111_j.1467-9760.2010.00376.x	Left-libertarianism rawlsian not luck egalitarian	Journal of Political Philosophy	0	4		
10.1093_isq_sqx002	History matters how international regimes become entrenched�and why we suffer for it	International Studies Quarterly	18	4		
10.1007_s12116-017-9246-x	Revisiting the feminist debates on international labor standards in the aftermath of rana plaza	Studies in Comparative International Development	33	3	1	
10.1002_polq.13166	How to win a ""long game"" the voting rights act, the republican party, and the politics of counter-enforcement	Political Science Quarterly	2	3		
10.1017_s1537592711004452	The representative claim. By michael saward. New york oxford university press, 2010. 200p. $75.00.	Perspectives on Politics	3	1		
10.1016_j.postcomstud.2012.12.003	Social structure, social coalitions and party choice in hungary	Communist and Post-Communist Studies	273	118		1
10.1080_1060586x.2013.816104	Russia, the death penalty, and europe the ambiguities of influence	Post-Soviet Affairs	13	5		
10.1017_s1474745610000200	Harry johnson a life in economics by d. C. Moggridge new york cambridge university press, 2008	World Trade Review	1	0		
10.1111_1758-5899.12335	How does international law condition responses to conflict and negotiation	Global Policy	0	1		
10.1017_s1049096515001444	Briefs	PS: Political Science & Politics	1	0		
10.1111_psj.12252	Editorial note	Policy Studies Journal	1	0		
10.1080_01402390.2012.681169	International security studies forum	Journal of Strategic Studies	0	0		
10.1111_padm.2014.92.issue-2		Public Administration	3	0		
10.1177_0020702020968944	Forced displacement and climate change time for global governance	International Journal: Canada's Journal of Global Policy Analysis	5	1		
10.1017_s1049096520000372	Lgbtq state legislative candidates in an era of backlash	PS: Political Science & Politics	49	93		1
10.1111_pops.12022	Multidimensionality of right-wing authoritarian attitudes authoritarianism-conservatism-traditionalism	Political Psychology	35	347		1
10.1016_j.marpol.2012.02.019	Assessment of iuu fishing for southern bluefin tuna	Marine Policy	97	8		
10.1017_s1049096519001859	Tlc at apsa take two at apsa annual meeting in washington, dc	PS: Political Science & Politics	1	5		
10.1057_bp.2013.22	Celebrity politics and political representation the case of george galloway mp on celebrity big brother	British Politics	0	6		
10.1017_s1537592718002499	State constitutional politics governing by amendment in the american states. By john dinan. Chicago university of chicago press, 2018. 368p. $105.00 cloth, $35.00 paper.	Perspectives on Politics	0	0		
10.1093_chinesejil_jmr048	The presidency of the international tribunal for the law of the sea and the ""national state extension"" concern	Chinese Journal of International Law	3	9		
10.1017_s0260210510001579	Security as translation threats, discourse, and the politics of localisation	Review of International Studies	1	3		
10.1111_1475-6765.12111	Towards a better operationalisation of strategic culture a rejoinder to endres, mader and schoen	European Journal of Political Research	3	525		1
10.1017_s0892679418000540	Eia volume 32 issue 3 cover and back matter	Ethics & International Affairs	1	1		
10.1016_j.marpol.2014.11.015	Neoliberal and neo-communal herring fisheries in southeast alaska reframing sustainability in marine ecosystems	Marine Policy	20	1		
10.1007_s11558-014-9186-4	Wto 2.0 governance of 21st century trade	The Review of International Organizations	29	2	1	
10.1177_1354066118774836	Transnational civil society and informal public spheres in the nuclear non-proliferation regime	European Journal of International Relations	1	3		
10.1111_j.1467-9760.2010.00392.x	Bewildering nussbaum capability justice and predation*	Journal of Political Philosophy	0	4		
10.1017_s0007123413000094	Profitable participation technology innovation as an influence on the ratification of regulatory treaties	British Journal of Political Science	142	275		1
10.1111_psj.12075	Culture and legal policy punctuation in the supreme court's gender discrimination cases	Policy Studies Journal	73	4	1	
10.1017_s1537592710003002	Empowering our military conscience transforming just war theory and military moral education. Edited by roger wertheimer. Burlington, vt ashgate, 2010. 220p. $99.95.	Perspectives on Politics	0	0		
10.1007_s10290-010-0052-z	Do international shocks affect small wholesalers and retailers	Review of World Economics	83	426		1
10.1093_ejil_chv066	The transformation of international organizations law a rejoinder	European Journal of International Law	0	2		
10.1086_700202	Restrained change party systems in times of economic crisis	The Journal of Politics	42	129		1
10.1093_ejil_chu068	Sleepwalking again the end of the pax americana 1914-2014; after gaza 2014 schabas; peer review redux; in this issue	European Journal of International Law	0	9		
10.1111_jcms.12782	European legal integration towards a more liberal intergovernmentalist approach	JCMS: Journal of Common Market Studies	2	2		
10.1111_psj.12140	Immigrant inclusion in the safety net a framework for analysis and effects on educational attainment	Policy Studies Journal	23	268		1
10.1111_j.1467-9701.2012.01466.x	The relationship between exchange rates and interest rate differentials a wavelet approach	The World Economy	98	166		1
10.1177_0047117820954234	Selective norm promotion in international development assistance the drivers of naming and shaming advocacy among european non-governmental development organisations	International Relations	9	29		
10.1016_j.marpol.2018.05.002	Revealing complex social-ecological interactions through participatory modeling to support ecosystem-based management in hawai'i	Marine Policy	22	4		
10.1111_j.1939-9162.2012.00062.x	Institutional change and legislative vote consensus in new zealand	Legislative Studies Quarterly	24	10	1	
10.1093_pan_mps035	Genes and politics a new explanation and evaluation of twin study results and association studies in political science	Political Analysis	23	8		
10.1017_s1049096513001005	In memoriam	PS: Political Science & Politics	0	0		
10.1080_09592296.2010.482464	A genuine and energetic league of nations policy"" lord curzon and the new diplomacy, 1918�1925	Diplomacy & Statecraft	0	0		
10.1177_0002716218770197	Generating and using evidence will help to reduce social problems	The ANNALS of the American Academy of Political and Social Science	0	0		
10.1093_ia_iiaa066	Faith-based organizations in transnational peacebuilding	International Affairs	0	0		
10.1017_s1537592710002331	Humanitarianism in question politics, power, ethics. Edited by michael barnett and thomas g. Weiss. Ithaca, ny cornell university press, 2008. 320p. $19.95. - the international struggle for new human rights. Edited by clifford bob. Philadelphia university of pennsylvania press, 2010. 208p. $22.50. - waging humanitarian war the ethics, law, and politics of humanitarian intervention. By eric a. Heinze. Albany state university of new york press, 2009. 220p. $65.00.	Perspectives on Politics	0	2		
10.1080_13600826.2018.1474183	Translating the women, peace and security agenda into eu common security and defence policy reflections from eu peacebuilding	Global Society	1	8		
10.1017_gov.2015.24	Gov volume 50 issue 4 cover and back matter	Government and Opposition	0	0		
10.1016_j.marpol.2015.07.012	The seafood market in portugal driving forces and consequences	Marine Policy	54	1		
10.1162_glep_a_00457			2	1		
10.1017_s1537592713003010	Representation and institutional design. By rebekah l. Herrick. Lanham, md lexington books, 2011. 160p. $80.00.	Perspectives on Politics	10	11		
10.1177_0010414016655537	Addressing the gender gap	Comparative Political Studies	82	273		1
10.1080_09668136.2015.1087170	Learning to see invisible children. Inclusion of children with disabilities in central asia	Europe-Asia Studies	1	0		
10.1017_s1537592717002523	Maxwell's demon and the golden apple global discord in the new millennium. By randall l. Schweller. Baltimore johns hopkins university press, 2014. 216p. $24.95.	Perspectives on Politics	1	2		
10.1080_1540496x.2016.1152801	A cge analysis of the impacts of a carbon tax on provincial economy in china	Emerging Markets Finance and Trade	55	33	1	
10.1080_09557571.2016.1233936	Visa liberalization processes in the eu's eastern neighbourhood understanding policy outcomes	Cambridge Review of International Affairs	0	2		
10.1016_j.ejpoleco.2016.07.007	Political turnover and the accumulation of democratic capital	European Journal of Political Economy	32	25		
10.1016_j.marpol.2016.05.029	Cost and value of multidisciplinary fixed-point ocean observatories	Marine Policy	40	2		
10.1093_ia_iiw029	Poised for partnership deepening india�japan relations in the asian century	International Affairs	0	0		
10.1017_s1049096517001238	Incorporating space in multimethod research combining spatial analysis with case-study research	PS: Political Science & Politics	16	47	1	
10.1002_polq.12480	The rationality of radical islam	Political Science Quarterly	0	3		
10.1080_13510347.2016.1213717	Electoral protest and democracy in the developing world, by emily beaulieu	Democratization	2	5		
10.1016_j.electstud.2015.11.004	Changes in the menu of manipulation electoral fraud, ballot stuffing, and voter pressure in the 2011 russian election	Electoral Studies	86	144		1
10.1080_14494035.2018.1488797	Forty years of wicked problems literature forging closer links to policy studies	Policy and Society	1	2		
10.1016_j.electstud.2018.02.001	Corrigendum to ""ethnicity and electoral fraud in britain"" [elect. Stud. 50 (2017) 128�136]	Electoral Studies	4	1		
10.1111_isqu.12095	Dynamics of global governance building on what we know	International Studies Quarterly	1	0		
10.1080_00963402.2018.1436803	An overview of ""resilience"" and climate change	Bulletin of the Atomic Scientists	10	2	1	
10.1093_ejil_chs077	Annelise riles. Collateral knowledge legal reasoning in the global financial markets	European Journal of International Law	0	0		
10.1017_psrm.2016.51	Ram volume 5 issue 1 cover and front matter	Political Science Research and Methods	1	2		
10.1111_pops.v42.2		Political Psychology	7	0		
10.1080_13501763.2019.1678058	From back rooms to the street A research agenda for explaining variation in the public salience of trade policy-making in europe	Journal of European Public Policy	3	0		
10.1080_03003930903435880	Book reviews	Local Government Studies	0	2		
10.1080_09644016.2017.1320832	Fossil fuel emitters and climate change unpacking the governance activities of large oil and gas companies	Environmental Politics	2	0		
10.1111_pops.12061	Authoritarianism, anger, and hostile attribution bias a test of affect displacement	Political Psychology	43	45		1
10.1016_j.marpol.2017.10.007	It takes four to tango quadrilateral boundary negotiations in the north-east atlantic	Marine Policy	7	1		
10.1017_s1537592712003374	Can nations succeed	Perspectives on Politics	1	0		
10.1162_glep_a_00141			4	7		
10.1080_01402390.2016.1205292	Corrigendum	Journal of Strategic Studies	0	1		
10.1080_00963402.2018.1495860	Corrigendum	Bulletin of the Atomic Scientists	0	0		
10.1086_707360	Corrigendum	The Journal of Politics	3	9		
10.1080_09546553.2014.914841	Jacob n. Shapiro.the terrorist's dilemma managing violent covert organizations	Terrorism and Political Violence	4	1		
10.1080_09636412.2014.965002	Ambivalent albion, ambitious ally britain's decision for no separate peace in 1914	Security Studies	7	3		
10.1017_psrm.2015.39	Heuristics, heterogeneity and green choices voting on california's proposition 23	Political Science Research and Methods	74	207		1
10.1525_curh.2010.109.728.244	China's population destiny the looming crisis	Current History	4	0		
10.1111_1758-5899.12687	Issue information	Global Policy	0	0		
10.1111_jopp.2015.23.issue-4		Journal of Political Philosophy	0	4		
10.1177_0022343311420459	Liberal peace and shared resources � a fair-weather phenomenon	Journal of Peace Research	78	1210		1
10.1111_1475-6765.12183	Public support for coercive diplomacy exploring public opinion data from ten european countries	European Journal of Political Research	27	172		1
10.1177_1369148119836349	Care not growth imagining a subsistence economy for all	The British Journal of Politics and International Relations	2	0		
10.1016_j.marpol.2016.10.005	The risk assessment for sourcing seafood (rass) empowering businesses to buy responsibly	Marine Policy	32	3		
10.1177_1354066116653665	Reluctance in international politics a conceptualization	European Journal of International Relations	19	8		
10.1177_0032329218755750	More mortgages, more homes The effect of housing financialization on homeownership in historical perspective	Politics & Society	85	240		1
