file_in,title,context
10.1007_s11109-018-9506-0,How issue positions affect candidate performance: experiments comparing campaign donors and the mass public,"at https​://huber​.resea​rch.yale.edu. electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-018-9506-0) contains supplementary material, which is available to authorized users. * gregory a. huber gregory.huber@yale.edu andrew gooch gooch@lasalle.edu 1 department"
10.1007_s11109-018-9507-z,Does group deliberation mobilize? The effect of public deliberation on willingness to participate in politics,"th policy · particularistic resistance electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-018-9507-z) contains supplementary material, which is available to authorized users. * c. daniel myers cdmyers@umn.edu 1 department of political science, university of mi"
10.1007_s11109-018-9509-x,Foreclosure's fallout: economic adversity and voter turnout,"—george packer, the new yorker (2018). electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-018-9509-x) contains supplementary material, which is available to authorized users. * paru shah shahp@uwm.edu amber wichowsky amber.wichowsky@marquette.edu 1 political s"
10.1007_s11109-018-9511-3,Has trump damaged the u.s. Image abroad? Decomposing the effects of policy messages on foreign public opinion,"eminar classmates for useful comments. electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-018-9511-3) contains supplementary material, which is available to authorized users. extended author information available on the last page of the article 582 political b"
10.1007_s11109-018-9512-2,The more you know: voter heuristics and the information search,"ns · nonpartisan elections · primaries electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-018-9512-2) contains supplementary material, which is available to authorized users. * sean freeder sean.freeder@berkeley.edu rachel bernhard rachel.bernhard@nuffield.ox."
10.1007_s11109-018-9513-1,"Cue-taking, satisficing, or both? Quasi-experimental evidence for ballot position effects","ounded rationality · electoral systems electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-018-9513-1) contains supplementary material, which is available to authorized users. * thomas däubler thomas.daeubler@mzes.uni‑mannheim.de lukas rudolph lukas.rudolph@ges"
10.1007_s11109-018-9514-0,"Helping to break the glass ceiling? Fathers, first daughters, and presidential vote choice in 2016","ting behavior · hillary clinton · 2016 electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-018-9514-0) contains supplementary material, which is available to authorized users. * jill s. greenlee greenlee@brandeis.edu extended author information available on the"
10.1007_s11109-018-9515-z,What to believe? Social media commentary and belief in misinformation,"n leadership · political communication electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-018-9515-z) contains supplementary material, which is available to authorized users. * nicolas m. anspach nanspach@ycp.edu taylor n. carlson tncarlson@ucsd.edu 1 york col"
10.1007_s11109-018-9517-x,Residential mobility constraints and immigration restrictionism,"tionism, scholars have highlighted the electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-018-9517-x) contains supplementary material, which is available to authorized users. * yamil ricardo velez yrvelez@gwu.edu 1 department of political science, george washi"
10.1007_s11109-018-9518-9,Attribute affinity: u.s. Natives' attitudes toward immigrants,"arva​rd.edu/datav​erse/polbe​havio​r). electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-018-9518-9) contains supplementary material, which is available to authorized users. * adam j. berinsky berinsky@mit.edu 1 mit, cambridge, ma, usa 2 institute for advance"
10.1007_s11109-019-09526-z,"Resistance to position change, motivated reasoning, and polarization","cal · bias · motivation · polarization electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-019-09526​-z) contains supplementary material, which is available to authorized users. * matthew l. stanley matthew.stanley@duke.edu 1 department of psychology and neuros"
10.1007_s11109-019-09527-y,"An inherited money dude from queens county"""": how unseen candidate characteristics affect voter perceptions"," · presidential approval · experiments electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-019-09527​-y) contains supplementary material, which is available to authorized users. * jared mcdonald jared87@umd.edu david karol dkarol@umd.edu lilliana mason lmason@u"
10.1007_s11109-019-09528-x,Taking fact-checks literally but not seriously? The effects of journalistic fact-checking on factual beliefs and candidate favorability,"on university. all errors are our own. electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-019-09528​-x) contains supplementary material, which is available to authorized users. * thomas j. wood wood.1080@osu.edu extended author information available on the las"
10.1007_s11109-019-09532-1,All the best polls agree with me: bias in evaluations of political polling,"nd steven snell for valuable feedback. electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-019-09532​-1) contains supplementary material, which is available to authorized users. * gabriel j. madson gabriel.madson@duke.edu d. sunshine hillygus hillygus@duke.edu "
10.1007_s11109-019-09533-0,Real solutions for fake news? Measuring the effectiveness of general warnings and fact-check tags in reducing belief in false stories on social media,"ctions · social media · misperceptions electronic supplementary material the online version of this article (https​://doi.org/10.1007/s1110​ 9-019-09533​-0) contains supplementary material, which is available to authorized users. * brendan nyhan bnyhan@umich.edu extended author information available on the last "
