file_in	title	journal	data_count	quant_count
10.1093_ijpor_edz045	Does government pay attention to the public? The dynamics of public opinion and government attention in posthandover hong kong	International Journal of Public Opinion Research	84	32
10.1093_ejil_chu045	Social capital in the arbitration market	European Journal of International Law	41	53
10.1007_s11109-017-9441-5	Policy and blame attribution: citizens' preferences, policy reputations, and policy surprises	Political Behavior	36	49
10.1086_685378	Holding individual representatives accountable: the role of electoral systems	The Journal of Politics	61	131
10.1177_0305829819873955	Jens bartelson's 'as if' world and the (im)possibility of critique in international relations theory	Millennium: Journal of International Studies	2	1
10.1111_j.1528-3585.2009.00390.x	When and how parliaments influence foreign policy: the case of turkey's iraq decision	International Studies Perspectives	5	4
10.1111_gove.12500	Contentious welfare: the kurdish conflict and social policy as counterinsurgency in turkey	Governance	16	3
10.1016_j.marpol.2016.08.010	Social, economic and environmental effects of closing commercial fisheries to enhance recreational fishing	Marine Policy	10	2
10.1093_fpa_orx001	Strategic culture, domestic politics, and foreign policy: finland's decision to refrain from operation unified protector	Foreign Policy Analysis	4	1
10.1007_s11127-012-9933-0	A political economy model of market intervention	Public Choice	10	46
10.1111_j.1748-5991.2011.01114.x	Agency under constraint: ideological preferences and the politics of electricity regulation in latin america	Regulation & Governance	26	151
10.1525_curh.2017.116.793.315	Can democracies learn from china's meritocratic system?	Current History	0	0
10.1093_ser_mwy021	A perfect storm in a sunny economy: a political economy approach to the crisis in spain	Socio-Economic Review	69	9
10.1080_01402382.2014.909170	Brake rather than barrier: the impact of the catholic church on morality policies in western europe	West European Politics	29	6
10.1162_jcws_r_00609			0	0
10.1017_s1049096512000662	Apsa africa workshops: 2012 program update and faqs	PS: Political Science & Politics	0	0
10.1017_s1474745619000223	Wtr volume 18 issue 2 cover and back matter	World Trade Review	0	0
10.1525_curh.2018.117.802.329	Lagging wages	Current History	0	0
10.1111_j.1467-9299.2011.01939.x	A lipskian analysis of child protection failures from victoria climbi� to 'baby p': a street-level re-evaluation of joined-up governance1	Public Administration	0	2
10.1177_0022343319865929	Buying blue helmets: the role of foreign aid in the construction of un peacekeeping missions	Journal of Peace Research	53	353
10.1017_s1049096509990576	The ties that bind? Networks, public administration, and political science	PS: Political Science & Politics	4	4
10.1093_afraf_adt045	Orientacoes superiores: time and bureaucratic authority in mozambique	African Affairs	2	3
10.1093_poq_nfr055	Public opinion research in the new century: reflections of a former poq editor	Public Opinion Quarterly	3	4
10.1093_hrlr_ngt030	Michael dudley, derrick silove, and fran gale (eds), mental health and human rights: vision, praxis and courage	Human Rights Law Review	0	0
10.1590_0034-7329201400311	Multi-level governance and social cohesion in the european union: the assessment of local agents, a study case inside galicia	Revista Brasileira de Pol�tica Internacional	2	13
10.1016_j.polgeo.2017.02.006	Interventions on the state of sovereignty at the border	Political Geography	2	5
10.1002_polq.12051	The unheavenly chorus: unequal political voice and the broken promise of american democracy by kay lehmanschlozman, sidneyverba, and henry e.brady. Princeton, nj, princeton university press, 2012. 728 pp. $35.00.	Political Science Quarterly	1	0
10.1111_1467-9248.12183	Equal partners in dialogue? Participation equality in a transnational deliberative poll (europolis)	Political Studies	64	119
10.1093_ijtj_ijr011	An unfinished business: transitional justice and democratization in post-soviet russia	International Journal of Transitional Justice	1	3
10.1017_s0003055416000411	Psr volume 110 issue 4 cover and back matter	American Political Science Review	1	8
10.1016_j.polgeo.2020.102303	By the soil divided: the roots of geographical variation in english social conservatism	Political Geography	441	948
10.1017_gov.2017.19	Spending levels of political parties: an explanation based on a multilevel analysis	Government and Opposition	65	262
10.2753_ppc1075-8216590203	Resisting international state building in kosovo	Problems of Post-Communism	2	0
10.1080_13501763.2019.1572211	Political and instrumental leadership in major eu reforms. The role and influence of the eu institutions in setting-up the fiscal compact	Journal of European Public Policy	3	2
10.1111_j.1976-5118.2012.01080.x	Russia and the balance of power in northeast asia	Pacific Focus	7	10
10.1016_j.electstud.2017.09.003	How voter mobilization from short text messages travels within households and families: evidence from two nationwide field experiments	Electoral Studies	76	88
10.1017_s1537592710003233	The risks of scholarly militarization: a feminist analysis	Perspectives on Politics	0	0
10.1017_s1531426x00002752	George philip and francisco panizza, the triumph of politics: the return of the left in venezuela, bolivia and ecuador. Malden: polity press, 2011. Tables, figures, bibliography, index, 200 pp.; hardback $69.95, paperback $24.95.	Latin American Politics and Society	1	0
10.1080_13439006.2014.996966	Editorial board	Asia-Pacific Review	0	1
10.1177_1940161216645340	Old and new media logics in an electoral campaign	The International Journal of Press/Politics	7	2
10.1093_ijtj_ijv017	Development, human rights and transitional justice: global projects for global governance.	International Journal of Transitional Justice	0	1
10.2747_1060-586x.28.2.149	Who are the legal nihilists in russia?	Post-Soviet Affairs	58	277
10.1093_cjip_pou037	A structural theory of multilateral asymmetric strategies: china's strategies towards its neighbours before 1982	The Chinese Journal of International Politics	23	4
10.1111_jcms.12917	How the eu27 came to be	JCMS: Journal of Common Market Studies	2	3
10.1080_13439006.2020.1826681	Dealing with china: a european perspective	Asia-Pacific Review	1	0
10.1080_10758216.2015.1057075	Between the eastern partnership and eurasian integration: explaining post-soviet countries' engagement in (competing) region-building projects	Problems of Post-Communism	4	1
10.2202_1944-2866.1014	Digital governance and institutional change: examining the role of e-government in china's coal sector	Policy & Internet	2	6
10.1093_jopart_muw037	Neither market nor hierarchy: concurrent sourcing in water public services	Journal of Public Administration Research and Theory	49	224
10.1525_curh.2017.116.794.367	2017 current history index	Current History	0	0
10.1017_s1537592712001818	Africa: unity, sovereignty and sorrow. By pierre englebert. Boulder, co: lynne rienner, 2009. 310p. $65.00 cloth, $26.50 paper. - negotiating statehood: dynamics of power and domination in africa. Edited by tobias hagmann and didier p�clard. Malden, ma: wiley-blackwell, 2011. 240p. $34.95. - war and conflict in africa. By paul d. Williams. Malden, ma: polity, 2011. 320p. $79.95 cloth, $24.95 paper.	Perspectives on Politics	0	0
10.1080_09668136.2015.1074658	Online campaigning in russia: evidence from the 2011 statedumaelection	Europe-Asia Studies	9	21
10.1002_polq.2010.125.issue-1	""	Political Science Quarterly	2	3
10.1080_09668136.2015.1042681	Developments in central and east european politics	Europe-Asia Studies	0	1
10.1162_jcws_a_00220			1	0
10.1093_publius_pjy024	Can higher tax autonomy enhance local fiscal discipline? Evidence from tax decentralization in poland	Publius: The Journal of Federalism	62	102
10.1016_j.marpol.2021.104609	Operationalisation of ecosystem services in support of ecosystem-based marine spatial planning: insights into needs and recommendations	Marine Policy	15	37
10.1080_09668136.2019.1578337	Goodbye, postsocialism!	Europe-Asia Studies	2	1
10.1016_j.marpol.2015.01.007	Transitional measures to combine two global ocean dumping treaties into a single treaty	Marine Policy	0	39
10.1080_1060586x.2014.889365	"Testing constructivism: why not more """"cossacks"""" in krasnodar kray?"	Post-Soviet Affairs	11	3
10.1093_hrlr_ngu026	Changes in the procedural practice of the european court of human rights: consequences for the convention system and lessons to be drawn	Human Rights Law Review	1	9
10.1057_s41311-017-0074-4	What does international relations theory tell us about territorial disputes and their resolution?	International Politics	4	5
10.1111_j.1758-5899.2012.00172.x	From flying geese to leading dragons: new opportunities and strategies for structural transformation in developing countries1	Global Policy	103	0
10.1080_07036337.2019.1670658	Neofunctionalism revisited: integration theory and varieties of outcomes in the eurocrisis	Journal of European Integration	17	1
10.1177_1065912912446228	Visions of judgment	Political Research Quarterly	0	1
10.1080_00396338.2017.1399736	Brief notices	Survival	0	0
10.1080_13439006.2015.1038890	Diplomatic objectives in trade politics: the development of the china-japan-korea fta	Asia-Pacific Review	22	1
10.1016_j.marpol.2015.12.010	Economic impacts of climate change and climate change adaptation strategies in vanuatu and timor-leste	Marine Policy	53	2
10.1016_j.marpol.2011.04.005	Are input controls required in individual transferable quota fisheries to address ecosystem based fisheries management objectives?	Marine Policy	20	5
10.1057_bp.2011.16	Cash for quotations: the memoirs of peter mandelson and tony blair	British Politics	0	0
10.1016_j.marpol.2014.01.010	Learning through experience: non-implementation and the challenges of protected area conservation in the bahamas	Marine Policy	2	0
10.1002_poi3.246	Regulating the european data-driven economy: a case study on the general data protection regulation	Policy & Internet	4	3
10.1525_curh.2018.117.795.16	The right way to build resilience to climate change	Current History	1	0
10.1057_ip.2015.48	Globalization, the obama administration and the refashioning of us exceptionalism	International Politics	1	3
10.1111_1475-6765.12413	Political parties, globalization and labour strength: assessing differences across welfare state programs	European Journal of Political Research	41	302
10.1080_09668136.2018.1487680	Towards an explanation of intercommunal peace in kabardino-balkaria: post-war nationalities policy and late soviet society in the north caucasus	Europe-Asia Studies	49	1
10.1093_pan_mpv018	Cluster�robust variance estimation for dyadic data	Political Analysis	8	156
10.1162_glep_a_00537			1	1
10.1080_13533312.2015.1059284	Education from the bottom up: unicef's education programme in somalia	International Peacekeeping	6	7
10.1007_s11558-015-9219-7	Leonardo baccini and johannes urpelainen. 2014. Cutting the gordian knot of economic reform. When and how international institutions help (new york: oxford university press)	The Review of International Organizations	1	5
10.1111_1475-6765.12147	Multidimensional government-citizen congruence and satisfaction with democracy	European Journal of Political Research	56	222
10.1016_j.ejpoleco.2017.12.006	Globalization and international risk-sharing: the role of social and political integration	European Journal of Political Economy	187	2770
10.1007_s11558-012-9160-y	Informal governance and participation in non-democratic international organizations	The Review of International Organizations	45	347
10.1177_0010414016628269	Nationalism and ethnic-based trust	Comparative Political Studies	52	60
10.1080_19460171.2017.1363065	A new republic of lawyers? Legal careers, state power, and political change in contemporary brazil	Critical Policy Studies	11	0
10.1080_00396338.2011.571023	Notes from tahrir square	Survival	1	0
10.1016_j.electstud.2020.102267	Elections and selfishness	Electoral Studies	34	289
10.1016_j.postcomstud.2012.12.010	Corruption, the power of state and big business in soviet and post-soviet regimes	Communist and Post-Communist Studies	0	1
10.1016_j.ejpoleco.2014.10.002	Patronage and ideology in electoral behavior: evidence from egypt's first presidential elections	European Journal of Political Economy	42	23
10.1057_ap.2012.4	Referees acta politica 2011	Acta Politica	0	0
10.1111_mepo.2011.18.issue-1	""	Middle East Policy	0	2
10.1002_j.1538-165x.2010.tb01993.x	The right to rule: how states win and lose legitimacyby bruce gilley	Political Science Quarterly	1	1
10.1111_j.1749-5687.2012.00163.x	Normalization and legislative exceptionalism: counterterrorist lawmaking and the changing times of security emergencies	International Political Sociology	1	2
10.1111_lsq.2016.41.issue-4	""	Legislative Studies Quarterly	1	0
10.1163_19426720-02303010	Brazil's organization of the net mundial meeting: moving forward in global internet governance	Global Governance: A Review of Multilateralism and International Organizations	0	2
10.1007_s10784-019-09455-6	Governing complexity: how can the interplay of multilateral environmental agreements be harnessed for effective international market-based climate policy instruments?	International Environmental Agreements: Politics, Law and Economics	28	4
10.1002_poi3.172	Productive contestation, civil society, and global governance: human rights as a boundary object in icann	Policy & Internet	5	8
10.1111_padm.12238	Life after privatization	Public Administration	0	0
10.1177_1940161212473831	Not (yet) a new era of minimal effects	The International Journal of Press/Politics	20	297
10.1017_s1537592715003965	Democracy, dictatorship, and term limits. By alexander baturo. Ann arbor: the university of michigan press, 2014. 350p. $50.00.	Perspectives on Politics	9	2
10.1111_j.1467-9760.2010.00387.x	Prescribing institutions without ideal theory*	Journal of Political Philosophy	2	3
10.1007_s10784-015-9312-7	"Monetary"""" rules for a linked system of offset credits"	International Environmental Agreements: Politics, Law and Economics	3	2
10.1111_twec.13045	Spatial equilibrium analysis of chinese tariff on world cotton markets	The World Economy	66	14
10.1016_j.marpol.2014.01.014	Port level fishing dynamics: assessing changes in the distribution of fishing activity over time	Marine Policy	87	7
10.1017_s1752971912000061	Revolutionary securitization: an anthropological extension of securitization theory	International Theory	5	5
10.1080_13523260.2015.1054101	Winter-safe deterrence as a practical contribution to reducing nuclear winter risk: a reply	Contemporary Security Policy	0	14
10.1093_isr_vix001	Measuring peace: comparability, commensurability, and complementarity using bottom-up indicators	International Studies Review	2	1
10.1016_j.marpol.2018.08.014	Governing marine ecosystem restoration: the role of discourses and uncertainties	Marine Policy	16	6
10.1017_s1537592711000533	Response to deborah gould's review ofqueering the public sphere in mexico and brazil: sexual rights movements in emerging democracies	Perspectives on Politics	0	0
10.1002_polq.12407	Lives in the balance: asylum adjudication by the department of homeland security by andrew i.schoenholtz, philip g.schrag, and jayaramji-nogales. New york, new york university press, 2014. 286 pp. $45.00.	Political Science Quarterly	0	0
10.1111_twec.12790	Export-led growth and its determinants: evidence from central and eastern european countries	The World Economy	86	892
10.1080_09546553.2018.1481050	Lone actor terrorists: a residence-to-crime approach	Terrorism and Political Violence	48	36
10.1007_s11127-018-0600-y	Regdata 2.2: a panel dataset on us federal regulations	Public Choice	34	24
10.1111_1475-6765.12095	The profile of gender equality issue attention in western europe	European Journal of Political Research	24	58
10.1080_14650045.2011.602661	Constructing, practising, and narrating russian (geo)political identity	Geopolitics	0	0
10.1177_0002716213483427	Female migrants and the transition to adulthood in greater jakarta	The ANNALS of the American Academy of Political and Social Science	20	145
10.1080_13608746.2015.1118839	Bye-bye bipolarism: the 2015 regional elections and the new shape of regional party systems in italy	South European Society and Politics	16	35
10.1093_afraf_ads045	Sharpeville: an apartheid massacre and its consequences	African Affairs	0	0
10.1162_isec_c_00070			2	1
10.1177_1369148118775043	Broadening the limits of reconstructive leadership: constructivist elements of viktor orb�n's regime-building politics	The British Journal of Politics and International Relations	9	1
10.1002_poi3.131	Issue information	Policy & Internet	0	0
10.1080_09668136.2011.547716	Books received	Europe-Asia Studies	0	0
10.1080_19460171.2019.1670222	Unpacking emotional contexts of post-truth.	Critical Policy Studies	0	0
10.1111_jcms.12181	Editorial: opening pandora's box? The eu in 2013	JCMS: Journal of Common Market Studies	0	5
10.1017_s1474745610000224	Handbook on trade and the environment edited by kevin p. Gallagher cheltenham, uk: edward elgar, 2008	World Trade Review	0	0
10.1007_s11127-012-0045-7	White supremacist groups and hate crime	Public Choice	54	82
10.1017_psrm.2018.5	Giving advice versus making decisions: transparency, information, and delegation	Political Science Research and Methods	10	52
10.1093_isp_eky002	Drones along borders: border security uavs in the united states and the european union	International Studies Perspectives	5	5
10.1111_j.1467-9248.2010.00872.x	Europe's neo-madisonians: rethinking the legitimacy of limited power in a multi-level polity	Political Studies	0	4
10.1111_1475-6765.12153	Protest participation and economic crisis: the conditioning role of political opportunities	European Journal of Political Research	40	415
10.1007_s11127-009-9490-3	Intra-industry trade and protectionism: the case of the buy national policy	Public Choice	54	132
10.1111_gove.12486	Mapping the black box of intraministerial organization: an analytical approach to explore structural diversity below the portfolio level	Governance	104	9
10.1080_13510347.2017.1417393	Dictators, democrats, and development in southeast asia: implications for the rest, by michael t. Rock	Democratization	0	0
10.1111_j.1468-2486.2011.01056.x	Human rights and privatization of water in the european union and beyond	International Studies Review	0	1
10.1093_ips_olx025	Fatherhood, gender, and interventions in the geopolitical: analyzing paternal peace, masculinities, and war	International Political Sociology	0	2
10.1080_0163660x.2010.516613	Decoding turkish foreign policy hyperactivity	The Washington Quarterly	4	0
10.1111_j.1548-2456.2012.00143.x	Mara salvatrucha: the most dangerous street gang in the americas?	Latin American Politics and Society	5	4
10.1017_s0020818312000057	How can economic interests influence support for free trade?	International Organization	16	168
10.1017_s0043887119000042	Wpo volume 71 issue 2 cover and front matter	World Politics	0	0
10.1093_ejil_cht035	Kofi annan with nader mousavizadeh. Interventions: a life in war and peace	European Journal of International Law	0	0
10.2747_1060-586x.28.3.346	The impact of external factors on regime transition: lessons from the russian regions	Post-Soviet Affairs	84	435
10.1080_13501763.2017.1401110	Agents of institutional change in eu policy: the social investment moment	Journal of European Public Policy	8	0
10.1177_0010836713519980	Unifying conceptualizations of interstate rivalry: a min�max approach	Cooperation and Conflict	39	9
10.1007_s10290-013-0171-4	The role of services for manufacturing firm exports	Review of World Economics	76	617
10.1016_j.polsoc.2014.07.002	Largely a matter of degrees: quality assurance and canadian universities	Policy and Society	1	10
10.1162_jcws_a_00873			2	0
10.1017_gov.2012.4	Promoting democracy	Government and Opposition	5	3
10.1111_1468-2346.12186	Humanitarian security regimes	International Affairs	3	5
10.1017_s0007123419000115	Ruling parties in authoritarian regimes: rethinking institutional strength	British Journal of Political Science	31	19
10.1017_s0260210518000426	'What's love got to do with it?' Ethics, emotions, and encounter in international relations	Review of International Studies	0	6
10.1017_s1049096510000533	The many seats at the round table of knowledge: lloyd i. Rudolph remarks on receiving the grain of sand award	PS: Political Science & Politics	1	0
10.1111_1758-5899.12897	Institutional complexity and opportunity structures: weaker actor influence in international intellectual property regulation	Global Policy	5	2
10.1111_twec.12243	Monetary, financial and fiscal stability in the east african community: ready for a monetary union?	The World Economy	21	55
10.1057_s41268-018-0149-x	State revisionism and ontological (in)security in international politics: the complicated case of iran and its nuclear behavior	Journal of International Relations and Development	3	2
10.1093_chinesejil_jmz016	Letter to the journal unilateral economic sanctions: constructive engagement as an alternative?	Chinese Journal of International Law	0	10
10.1525_curh.2018.117.795.3	The elusive goal of global food security	Current History	0	0
10.1080_1060586x.2014.994941	Coalitional presidentialism and legislative control in post-soviet ukraine	Post-Soviet Affairs	50	2
10.1093_afraf_adr033	Not just a military base: reframing diego garcia and the chagos islands	African Affairs	0	3
10.1080_09557571.2019.1623498	Narrative power: how storytelling shapes east asian international politics	Cambridge Review of International Affairs	4	5
10.1016_j.polgeo.2014.09.013	Acts of aggression and discourses of protection: comments on rachel pain's 'intimate war'	Political Geography	0	0
10.1017_s1537592720001334	Institutionalization of ethnocultural diversity and the representation of european muslims	Perspectives on Politics	39	138
10.1111_j.1758-5899.2011.00124.x	Governing china's energy in the context of global governance	Global Policy	0	0
10.1086_688396	Obamacare wars: federalism, state politics, and the affordable care act. By daniel b�land, philip rocco, and alex waddan. Lawrence: university press of kansas, 2016.	The Journal of Politics	0	1
10.1177_0020702017710920	Canadian values and the muslim world	International Journal: Canada's Journal of Global Policy Analysis	2	1
10.1016_j.electstud.2015.05.003	Exploring web 2.0 political engagement: is new technology reducing the biases of political participation?	Electoral Studies	140	369
10.1016_j.marpol.2017.05.031	Decision support tools in marine spatial planning: present applications, gaps and future perspectives	Marine Policy	41	7
10.1111_1468-2346.12562	Out of ashes: a new history of europe in the twentieth century. By konrad h. Jarausch	International Affairs	0	2
10.1017_s1049096511001363	Specifying the cultural foundations of consensual democratic institutions	PS: Political Science & Politics	21	19
10.5305_amerjintelaw.109.1.0254	Contents volume 53�no. 6� 2014	American Journal of International Law	0	0
10.1080_07036337.2020.1792459	Politicizing support and opposition to migration in france: the eu asylum policy crisis and direct social activism	Journal of European Integration	17	1
10.1017_s0260210520000236	The south, the west, and the meanings of humanitarian intervention in history	Review of International Studies	0	5
10.1093_ser_mwu017	Do economists make policies? On the political effects of economics	Socio-Economic Review	2	6
10.1093_ejil_chq030	Guenael mettraux. The law of command responsibility	European Journal of International Law	1	0
10.1111_jcms.12122	Classifying secrets in the eu	JCMS: Journal of Common Market Studies	33	140
10.1080_1060586x.2014.932142	Potholes, pensions, and public opinion: the politics of blame in putin's power vertical	Post-Soviet Affairs	58	116
10.1080_14616742.2014.967120	Conversations introduction	International Feminist Journal of Politics	0	0
10.1111_ropr.12013	Funding global public goods: the dark side of multilateralism	Review of Policy Research	3	160
10.1177_0032329218789893	Why hybrid bicameralism is not right for sortition	Politics & Society	0	9
10.1002_polq.12813	Drawing the lines: constraints on partisan gerrymandering in u.s. Politics by nicholas r.seabrook. Ithaca, ny, cornell university press, 2017. 141 pp. $49.95.	Political Science Quarterly	0	0
10.1017_s1474745617000222	Wto and soes: article xvii and related provisions of the gatt 1994	World Trade Review	1	5
10.1111_j.1468-5965.2011.02172_14.x			2	0
10.1177_0305829810373161	Irony, emotions and critical distance	Millennium: Journal of International Studies	1	1
10.1016_j.marpol.2016.07.023	Working up an appetite for lionfish: a market-based approach to manage the invasion of pterois volitans in belize	Marine Policy	32	1
10.1016_j.marpol.2016.02.017	Mitigating vessel strikes: the problem of the peripatetic whales and the peripatetic fleet	Marine Policy	69	31
10.1016_j.spacepol.2015.02.005	Security in space: should space traffic management also concern payloads management?	Space Policy	2	4
10.1080_10758216.2019.1634478	Panacea or pandora's box? The dual effect of marketization on corruption	Problems of Post-Communism	76	1036
10.1016_j.jjie.2019.101050	Why japan lost its comparative advantage in producing electronic parts and components	Journal of the Japanese and International Economies	65	114
10.1111_padm.12162	Learning from success: are successful governments role models?	Public Administration	92	523
10.1016_j.marpol.2021.104623	Changing climates in a blue economy: assessing the climate-responsiveness of canadian fisheries and oceans policy	Marine Policy	24	5
10.2753_ree1540-496x460402	Emerging markets and stock market bubbles: nonlinear speculation?	Emerging Markets Finance and Trade	132	56
10.1177_1065912919837608	Trade composition and acquiescence to sanction threats	Political Research Quarterly	63	183
10.1017_s0020818310000123	Trade competition and domestic pollution: a panel study, 1980�2003	International Organization	53	62
10.1093_ips_olz015	Blue screen biosphere: the absent presence of biodiversity in international law	International Political Sociology	0	18
10.1002_polq.12856	Diplomacy: communication and the origins of international order by roberttrager. New york, cambridge university press, 2017. 318 pp. Paper, $34.99.	Political Science Quarterly	1	0
10.1007_s11127-015-0275-6	David reisman: james buchanan	Public Choice	0	0
10.1177_1940161215627461	Media effects on politicians	The International Journal of Press/Politics	34	102
10.1111_misr.12145	Much more than money: remittances and human development	International Studies Review	2	1
10.1017_s0003055410000171	"A good work for our race to-day"""": interests, virtues, and the achievement of justice in frederick douglass's freedmen's monument speech"	American Political Science Review	1	0
10.1111_rego.12006	Twenty years of responsive regulation: an appreciation and appraisal	Regulation & Governance	0	2
10.1177_0022343318802979	Introducing a new dataset on leadership change in rebel groups, 1946�2010	Journal of Peace Research	56	59
10.1080_00963402.2019.1556003	French nuclear forces, 2019	Bulletin of the Atomic Scientists	0	3
10.1111_ajps.12018	Black politicians are more intrinsically motivated to advance blacks' interests: a field experiment manipulating political incentives	American Journal of Political Science	38	55
10.1111_1758-5899.12377	Issue information	Global Policy	0	0
10.1162_glep_r_00320			0	0
10.1007_s11127-009-9553-5	Robert d. Tollison, 65 years on	Public Choice	1	1
10.2753_ree1540-496x480303	Spread components in the hungarian forint-euro market	Emerging Markets Finance and Trade	168	283
10.1007_s11127-012-9923-2	Making rules credible: divided government and political budget cycles	Public Choice	46	30
10.1080_09557571.2018.1481824	Norms from the periphery: tracing the rise of the common but differentiated principle in international environmental politics	Cambridge Review of International Affairs	1	0
10.1111_pafo.2014.29.issue-3	""	Pacific Focus	0	3
10.1525_j.postcomstud.2020.53.4.200	China's power in its strategic energy partnership with the eurasian economic union	Communist and Post-Communist Studies	21	2
10.1111_isqu.12122	Forging then taming leviathan: state capacity, constraints on rulers, and development	International Studies Quarterly	70	364
10.1017_s0007123411000135	Disaggregating mediations: the impact of multiparty mediation	British Journal of Political Science	99	112
10.1086_707523	Social welfare policy outputs and governing parties' left-right images: do voters respond?	The Journal of Politics	26	46
10.1111_psj.12202	Applying behavioral insights in policy analysis: recent trends in the united states	Policy Studies Journal	48	50
10.1017_s1537592715000869	Review of teenage citizens: the political theories of the young. By constance a. Flanagan. Harvard university press, 2013. 320p. $45 paper.	Perspectives on Politics	6	0
10.1016_j.postcomstud.2014.04.011	Crime, politics and business in 1990s ukraine	Communist and Post-Communist Studies	3	4
10.1007_s10308-018-0508-7	Trade creation and diversion: effects of eu enlargement on agricultural and food products and selected asian countries	Asia Europe Journal	147	51
10.1017_s0007123412000555	Auntie knows best? Public broadcasters and current affairs knowledge	British Journal of Political Science	32	33
10.1080_13600826.2011.605768	Towards global equity: disentangling odious debt from sovereign economic insolvency	Global Society	1	1
10.1111_psj.12185	Cooptation of engos or treadmill of production? Advocacy coalitions and climate change policy in finland	Policy Studies Journal	28	14
10.1007_s12116-013-9134-y	Violence and urban order in nairobi, kenya and lagos, nigeria	Studies in Comparative International Development	5	1
10.1093_ser_mwr018	Geographic variations in health care utilization: effects of social capital and self-interest, and implications for us medicare policy	Socio-Economic Review	43	114
10.1080_03050629.2015.1048858	Introduction	International Interactions	0	0
10.1177_0010836711416957	Neutrals as brokers of peacebuilding ideas?	Cooperation and Conflict	2	6
10.1111_j.1467-856x.2012.00515.x	Treating the symptom not the condition: crisis definition, deficit reduction and the search for a new british growth model	The British Journal of Politics and International Relations	5	0
10.1111_gove.12311	"Grappling with the """"real politics"""" of systemic corruption: theoretical debates versus """"real-world"""" functions"	Governance	5	4
10.5305_amerjintelaw.106.3.0700	Recognizing states: international society & the establishment of new states since 1776. By mikulas fabry. Oxford, new york: oxford university press, 2010. Pp. xii, 256. Index. $85.	American Journal of International Law	1	1
10.1111_gove.12039	Governing global finance: the evolution and reform of the international financial architecture by anthony elson. New york: palgrave macmillan, 2011. 278 pp. $30 (paper).	Governance	0	1
10.1093_chinesejil_jmw034	The south china sea arbitration decisions on jurisdiction and rule of law concerns	Chinese Journal of International Law	1	9
10.1007_s11127-018-0530-8	Polarized preferences versus polarizing policies	Public Choice	21	32
10.1057_bp.2014.9	Consumer democracy: the marketing of politics	British Politics	1	0
10.1017_s0003055412000536	Beyond public and private: toward a political theory of the corporation	American Political Science Review	17	4
10.1016_j.electstud.2010.09.012	Citizen forecasting: can uk voters see the future?	Electoral Studies	33	6
10.1017_s0007123416000624	Austerity and anti-austerity: the political economy of refusal in 'low-resistance' models of capitalism	British Journal of Political Science	6	47
10.1016_j.marpol.2018.11.028	Factors associated with illegal fishing and fisher attitudes toward sturgeon conservation in the southern caspian sea	Marine Policy	69	45
10.1017_s1755773914000083	Epr volume 6 issue 2 cover and back matter	European Political Science Review	0	0
10.1002_j.1538-165x.2011.tb02105.x	Political branding in cities: the decline of machine politics in bogota, naples, and chicagoby eleonora pasotti	Political Science Quarterly	0	0
10.1177_0022343318802986	Democracy in the countryside: the rural sources of violence against voters in colombia	Journal of Peace Research	58	103
10.1093_hrlr_ngu032	Culture as collective memories: an emerging concept in international law and discourse on cultural rights	Human Rights Law Review	1	4
10.1017_s1537592715000067	Innovation without reputation: how bureaucrats saved the veterans' health care system	Perspectives on Politics	3	0
10.1111_1468-2346.12615	Small states in the modern world: vulnerabilities and opportunities. Edited by harald baldersheim and michael keating	International Affairs	0	0
10.1093_ser_mwr015	Two sides of the same coin? Left-wing governments and labour unions as determinants of public spending	Socio-Economic Review	50	168
10.1163_19426720-01901003	Regime complexes: a buzz, a boom, or a boost for global governance?	Global Governance: A Review of Multilateralism and International Organizations	5	1
10.1111_jcms.12335_6			2	3
10.1007_s11127-011-9847-2	Do pro-market economic reforms drive human rights violations? An empirical assessment, 1981�2006	Public Choice	104	1114
10.1093_afraf_adaa002	From pyramid to pointed egg? A 20-year perspective on poverty, prosperity, and rural transformation in tanzania	African Affairs	8	4
10.1017_s0892679415000246	Michael blake's border controls	Ethics & International Affairs	0	0
10.1111_gove.12417	A good life on a finite earth: the political economy of green growth. Fiorino, daniel j.oxford university press, new york city, new york, 2018. 272 pp. $99.00 (cloth)	Governance	1	0
10.1177_0010836712461622	Resonances of neoconservatism	Cooperation and Conflict	0	0
10.1111_j.1477-7053.2011.01351.x	Regionalist parties and the mobilization of territorial difference in germany	Government and Opposition	6	1
10.1111_twec.12194	Identifying determinants of branch performances in agricultural bank of china: a spatial econometric approach	The World Economy	69	1098
10.1093_afraf_adp072	The role of france in the rwandan genocide, by kroslak daniela	African Affairs	0	0
10.1017_s1047198718000372	Pan volume 26 issue 3 cover and front matter	Political Analysis	1	3
10.1177_0032329213519420	The flaws of fragmented financial standard setting	Politics & Society	10	18
10.1162_jcws_r_00283			3	2
10.1111_jcms.12483	Issue information	JCMS: Journal of Common Market Studies	0	0
10.1111_jcms.13099	Atypical work and unemployment protection in europe*	JCMS: Journal of Common Market Studies	34	13
10.1017_s1049096519000428	Considering contingency: a call to action	PS: Political Science & Politics	17	0
10.1177_1065912919843342	New asian american voters: political incorporation and participation in 2016	Political Research Quarterly	46	365
10.1093_poq_nfw053	Are survey nonrespondents willing to provide consent to use administrative records? Evidence from a nonresponse follow-up survey in germany	Public Opinion Quarterly	100	43
