result_title,result_doi,result_authors,result_dataverse,search_title,search_doi,diff,clean_result,clean_search,diff2
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1743923x11000080,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1743923x12000712,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1743923x13000044,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1743923x13000561,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Replication Data for: Politics @Pontifex: International Crises and Political Patterns of Papal Tweets,doi:10.7910/DVN/6XCLRY,"Genovese, Federica",PS: Political Science & Politics,Political intersectionality and democratic politics in the european public sphere,10.1017/s1743923x13000573,0.242864069305701,politics @pontifex international crises and political patterns of papal tweets,political intersectionality and democratic politics in the european public sphere,0.23934789490345
Replication Data for: Gender Differences In How Scientists Present The Importance Of Their Research,doi:10.7910/DVN/YHJUCJ,"Lerchenmueller, Marc",BMJ - Gender Differences In How Scientists Present The Importance Of Their Research,Gender differences in negative campaigning: the impact of party environments,10.1017/s1743923x16000532,0.242878961656839,gender differences in how scientists present the importance of their research,gender differences in negative campaigning the impact of party environments,0.239428669259178
Measuring Salience in EU Legislative Politics Dataverse,,NULL,,Measuring bias against female political leadership,10.1017/s1743923x18000430,0.216293164200141,measuring salience in eu legislative politics dataverse,measuring bias against female political leadership,0.216293164200141
Replication Data for: Gender Differences In How Scientists Present The Importance Of Their Research,doi:10.7910/DVN/YHJUCJ,"Lerchenmueller, Marc",BMJ - Gender Differences In How Scientists Present The Importance Of Their Research,Ethnographic research in gendered organizations: the case of the westminster parliament,10.1017/s1743923x14000476,0.241153323049875,gender differences in how scientists present the importance of their research,ethnographic research in gendered organizations the case of the westminster parliament,0.237945624573532
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1743923x11000365,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Replication Data for:  Understanding Segmentation in Rural Electricity Markets: Evidence from India,doi:10.7910/DVN/TDMTRV,"c(""Thomas, Daniel"", ""Agrawal, Shalu"", ""Harish, S P"", ""Mahajan, Aseem"", ""Urpelainen, Johannes"")",Replication material for: Understanding Segmentation in Rural Electricity Markets: Evidence from India,Understanding the future of feminism requires understanding conservative women,10.1017/s1743923x14000087,0.240167727009832,understanding segmentation in rural electricity markets evidence from india,understanding the future of feminism requires understanding conservative women,0.236483516483517
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1743923x16000313,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1743923x15000458,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Ghana Center for Democratic Development Dataverse,,NULL,,A new agenda for democratic representation?,10.1017/s1743923x12000530,0.184505048292424,ghana center for democratic development dataverse,a new agenda for democratic representation?,0.184505048292424
"Replication Data for: Gender, Generation, and Multiracial Identification in the United States",doi:10.7910/DVN/9M9D87,"Xu, Janet","Gender, Generation, and Multiracial Identification in the United States","Gender, race, ethnicity, and political representation in the united states",10.1017/s1743923x12000578,0.209210800987266,"gender, generation, and multiracial identification in the united states","gender, race, ethnicity, and political representation in the united states",0.209210800987266
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1743923x12000517,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
After Reform: Procedural Justice and the Legitimacy of International Institutions,,NULL,,Queering reproductive justice in the trump era: a note on political intersectionality,10.1017/s1743923x18000776,0.232948670758681,after reform procedural justice and the legitimacy of international institutions,queering reproductive justice in the trump era a note on political intersectionality,0.229100529100529
The Political Economy of Power-Sharing,,NULL,,The political economy of active labor-market policy,10.1177/0032329210381235,0.191809738249367,the political economy of power-sharing,the political economy of active labor-market policy,0.191809738249367
Replication Data for: Contextual effects on individual voting behaviour: the impact of party system nationalization in Europe,doi:10.7910/DVN/2CJUAX,"c(""Maggini, Nicola"", ""Emanuele, Vincenzo"")",Italian Political Science Review (IPSR/RISP) Dataverse,"Contextual effects, awareness, and voting behaviour: does knowing about local politics increase contextual influence?",10.1177/0263395717739860,0.235566414523543,contextual effects on individual voting behaviour the impact of party system nationalization in europe,"contextual effects, awareness, and voting behaviour does knowing about local politics increase contextual influence?",0.237953828344295
International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse,,NULL,,Editorial: encouraging research on learning and teaching in politics and international relations,10.1111/1467-9256.12038,0.233887398131584,international interactions (ii) empirical and theoretical research in international relations dataverse,editorial encouraging research on learning and teaching in politics and international relations,0.234516617070947
Condorcet's Jury Theorem for the Odd Number of Jury,doi:10.7910/DVN/GMCGOH,"Kamahara, Yuta",Yuta Kamahara Dataverse,Condorcet's jury theorem and the optimum number of voters,10.1111/j.1467-9256.2011.01403.x,0.169470992058151,condorcet's jury theorem for the odd number of jury,condorcet's jury theorem and the optimum number of voters,0.169470992058151
Journal of Political Institutions and Political Economy Dataverse,,NULL,,The space of international political economy: on scale and its limits,10.1111/j.1467-9256.2010.01370.x,0.241336383090506,journal of political institutions and political economy dataverse,the space of international political economy on scale and its limits,0.237215894315286
Dataverse_Poncet et al_The spatial distribution of eye movements predicts the (false) recognition of emotional facial expressions_Plos One,,NULL,,Intersectionality as a tool for social movements: strategies of inclusion and representation in the québécois women's movement,10.1177/0263395716649009,0.238839853256329,dataverse_poncet et al_the spatial distribution of eye movements predicts the (false) recognition of emotional facial expressions_plos one,intersectionality as a tool for social movements strategies of inclusion and representation in the québécois women's movement,0.236427154843631
International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse,,NULL,,Introduction: an agenda for resilience research in politics and international relations,10.1111/1467-9256.12032,0.223816250098841,international interactions (ii) empirical and theoretical research in international relations dataverse,introduction an agenda for resilience research in politics and international relations,0.226379725100279
erratum.txt,,NULL,,Erratum,10.1080/1060586x.2013.806046,0.121212121212121,erratum.txt,erratum,0.121212121212121
erratum.txt,,NULL,,Erratum,10.1080/1060586x.2016.1222740,0.121212121212121,erratum.txt,erratum,0.121212121212121
Replication Data for: Playing the Game of Transparency and Accountability in Kyrgyzstan's Resource Governance,doi:10.34894/RKBABX,"Moldalieva, Janyl",DataverseNL Harvested Dataverse,"Playing the """"game"""" of transparency and accountability: non-elite politics in kyrgyzstan's natural resource governance",10.1080/1060586x.2020.1721213,0.152854245146334,playing the game of transparency and accountability in kyrgyzstan's resource governance,playing the game of transparency and accountability non-elite politics in kyrgyzstan's natural resource governance,0.14216575922565
Case Studies of Performance Evaluation of Cryptographic Algorithms for an Embedded System and a General Purpose Computer Dataverse,,NULL,,Faking performance together: systems of performance evaluation in russian enforcement agencies and production of bias and privilege,10.1080/1060586x.2013.858525,0.227557492282281,case studies of performance evaluation of cryptographic algorithms for an embedded system and a general purpose computer dataverse,faking performance together systems of performance evaluation in russian enforcement agencies and production of bias and privilege,0.225326135852452
Replication Data for: What Are The Headwaters of Formal Savings? Experimental Evidence from Sri Lanka,doi:10.7910/DVN/DGTAKN,"McIntosh, Craig",What Are The Headwaters of Formal Savings? Experimental Evidence from Sri Lanka Dataverse,What explains regional variation in election fraud? Evidence from russia: a research note,10.1080/1060586x.2014.969023,0.24135442511207,what are the headwaters of formal savings? experimental evidence from sri lanka,what explains regional variation in election fraud? evidence from russia a research note,0.238290073733112
PEPR Data Submission,,NULL,,Call for submissions,10.2753/ppc1075-8216590107,0.223809523809524,pepr data submission,call for submissions,0.223809523809524
Environmental Protection Agency,,NULL,,Environmental protest and the greening of the state,10.2753/ppc1075-8216580204,0.224251528568417,environmental protection agency,environmental protest and the greening of the state,0.224251528568417
Environmental Protection Agency,,NULL,,Environmental reporting in kyrgyzstan,10.2753/ppc1075-8216580205,0.207174916852336,environmental protection agency,environmental reporting in kyrgyzstan,0.207174916852336
Economic Development and Cultural Change Dataverse,,NULL,,Economic development and subsidies in the north caucasus,10.1080/10758216.2015.1067750,0.192222222222222,economic development and cultural change dataverse,economic development and subsidies in the north caucasus,0.192222222222222
Regional variation in undulatory kinematics of two hammerhead species,doi:10.7910/DVN/OWZA6P,"c(""Hoffmann, Sarah"", ""Warren, Steven"", ""Porter, Marianne"")",Regional variation in undulatory kinematics of two hammerhead species,Regional variation in business-government relations in russia and china,10.1080/10758216.2015.1084885,0.225486372340322,regional variation in undulatory kinematics of two hammerhead species,regional variation in business-government relations in russia and china,0.225486372340322
Playing with Fire,doi:10.7910/DVN/BZW5MJ,"Amicone, Silvia Rita",Harvard Dataverse,Playing to lose?,10.2753/ppc1075-8216590101,0.221813725490196,playing with fire,playing to lose?,0.221813725490196
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1080/10758216.2019.1619419,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Beyond Bias,,NULL,,Beyond bolotnaia,10.2753/ppc1075-8216600204,0.188636363636364,beyond bias,beyond bolotnaia,0.188636363636364
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096515001201,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096515001377,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
PEPR Data Submission,,NULL,,Call for submissions,10.1017/s1049096518001403,0.223809523809524,pepr data submission,call for submissions,0.223809523809524
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096511001570,0.197916666666667,international authority database,international,0.197916666666667
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516000214,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096516000512,0.197916666666667,international authority database,international,0.197916666666667
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516001050,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516000822,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Perceptions of Electoral Integrity,doi:10.7910/DVN/24075,"c(""Pippa Norris"", ""Richard W. Frank"", ""Ferran Martinez i Coma"")",Perceptions of Electoral Integrity Dataverse,Perceptions of threat to religious liberty,10.1017/s1049096516000809,0.171889589169001,perceptions of electoral integrity,perceptions of threat to religious liberty,0.171889589169001
Perspectives on Politics,,NULL,,Perspectives on politics: a political science public sphere,10.1017/s1049096516001153,0.19774011299435,perspectives on politics,perspectives on politics a political science public sphere,0.195402298850575
Perspectives on Politics,,NULL,,Perspectives on politics editors' report 2018–19,10.1017/s1049096519000738,0.166666666666667,perspectives on politics,perspectives on politics editors' report 2018–19,0.166666666666667
American Political Science Review Dataverse,,NULL,,American political science review editors' report 2017–18,10.1017/s1049096519000726,0.135171018631851,american political science review dataverse,american political science review editors' report 2017–18,0.135171018631851
PS: Political Science & Politics,,NULL,,"Ps: political science and politics reviewers, 2011",10.1017/s1049096512000133,0.137083333333333,ps political science & politics,"ps political science and politics reviewers, 2011",0.140004388852315
Replication Data for: An Outsider View of Ideology Inside the Classroom,doi:10.7910/DVN/2I2XYW,"Hull, Christopher C.",Harvard Dataverse,An outsider's inside view of the iowa caucuses,10.1017/s1049096516001426,0.208495438309103,an outsider view of ideology inside the classroom,an outsider's inside view of the iowa caucuses,0.208495438309103
Replication Materials: The role of race and scientific trust on support for COVID-19 social distancing measures in the United States,,NULL,,Definitely not moralistic: state political culture and support for donald trump in the race for the 2016 republican presidential nomination,10.1017/s1049096516001475,0.226448176829049,replication materials the role of race and scientific trust on support for covid-19 social distancing measures in the united states,definitely not moralistic state political culture and support for donald trump in the race for the 2016 republican presidential nomination,0.226868285139787
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516001591,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Perspectives on Politics,,NULL,,Perspectives on politics: a political science public sphere,10.1017/s1049096512000571,0.19774011299435,perspectives on politics,perspectives on politics a political science public sphere,0.195402298850575
Reflections in the Glass: Teenage Poetry,doi:10.7910/DVN/V1CALS,"Tulp, Anje' Elise",Harvard Dataverse,Reflections,10.1017/s1049096516002158,0.241666666666667,reflections in the glass teenage poetry,reflections,0.239316239316239
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516002031,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096512001114,0.197916666666667,international authority database,international,0.197916666666667
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516003048,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
The Political Economy of Power-Sharing,,NULL,,The political economy of us territories and indian country,10.1017/s1049096516003097,0.212790335294873,the political economy of power-sharing,the political economy of us territories and indian country,0.212790335294873
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096512001370,0.197916666666667,international authority database,international,0.197916666666667
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096517000397,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s104909651700052x,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Perspectives on Politics,,NULL,,Perspectives on politics editor's report,10.1017/s1049096517000804,0.133333333333333,perspectives on politics,perspectives on politics editor's report,0.133333333333333
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096517001111,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096517001299,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096513001224,0.197916666666667,international authority database,international,0.197916666666667
PEPR Data Submission,,NULL,,Call for submissions,10.1017/s1049096517002190,0.223809523809524,pepr data submission,call for submissions,0.223809523809524
PEPR Data Submission,,NULL,,Call for submissions,10.1017/s1049096518000240,0.223809523809524,pepr data submission,call for submissions,0.223809523809524
American Political Science Review Dataverse,,NULL,,American political science review editors' report 2016–17,10.1017/s1049096518000215,0.135171018631851,american political science review dataverse,american political science review editors' report 2016–17,0.135171018631851
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International membership list,10.1017/s1049096518000306,0.237656739811912,international authority database,international membership list,0.237656739811912
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096514001450,0.197916666666667,international authority database,international,0.197916666666667
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096514002030,0.197916666666667,international authority database,international,0.197916666666667
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096515000074,0.197916666666667,international authority database,international,0.197916666666667
Software tools for practical application of human nutrient requirements in food-based social science research,,NULL,,"Women of color, space invaders, and political science: practical strategies for transforming institutional practices",10.1017/s1049096515000256,0.233322465335391,software tools for practical application of human nutrient requirements in food-based social science research,"women of color, space invaders, and political science practical strategies for transforming institutional practices",0.230873689723197
The 2011 Debt Ceiling Controversy and the 2012 U.S. House Elections,doi:10.7910/DVN/41B5UL,"Monogan, Jamie",Political Science Registered Studies Dataverse,The 2011 debt-ceiling controversy and the 2012 us house elections,10.1017/s1049096515000177,0.129428578262534,the 2011 debt ceiling controversy and the 2012 u.s. house elections,the 2011 debt-ceiling controversy and the 2012 us house elections,0.129428578262534
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096515000712,0.197916666666667,international authority database,international,0.197916666666667
Perspectives on Politics,,NULL,,Perspectives on politics: a political science public sphere,10.1017/s1049096515000670,0.19774011299435,perspectives on politics,perspectives on politics a political science public sphere,0.195402298850575
PEPR Data Submission,,NULL,,Call for submissions,10.1017/s1049096518000768,0.223809523809524,pepr data submission,call for submissions,0.223809523809524
Noel Anderson,,NULL,,Stanley v. Anderson,10.1017/s1049096510990872,0.204003598740441,noel anderson,stanley v. anderson,0.204003598740441
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096510991063,0.197916666666667,international authority database,international,0.197916666666667
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096510000405,0.197916666666667,international authority database,international,0.197916666666667
PS: Political Science & Politics,,NULL,,"Ps: political science and politics reviewers, 2009",10.1017/s1049096510000466,0.137083333333333,ps political science & politics,"ps political science and politics reviewers, 2009",0.140004388852315
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096510000910,0.197916666666667,international authority database,international,0.197916666666667
Samuel Kernell Dataverse,,NULL,,Samuel j. Eldersveld,10.1017/s1049096510001435,0.225653594771242,samuel kernell dataverse,samuel j. eldersveld,0.225653594771242
Arnold Kamis Dataverse,,NULL,,Arnold kanter,10.1017/s1049096510001460,0.177156177156177,arnold kamis dataverse,arnold kanter,0.177156177156177
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096510002325,0.197916666666667,international authority database,international,0.197916666666667
PS: Political Science & Politics,,NULL,,"Ps: political science and politics reviewers, 2010",10.1017/s1049096511000515,0.137083333333333,ps political science & politics,"ps political science and politics reviewers, 2010",0.140004388852315
Robert Lupton Dataverse,,NULL,,Robert lynn savage,10.1017/s1049096511000862,0.204830917874396,robert lupton dataverse,robert lynn savage,0.204830917874396
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096517001196,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
PS: Political Science & Politics,,NULL,,Ps: political science \& politics editors' report,10.1017/s1049096519001471,0.115646258503401,ps political science & politics,ps political science \& politics editors' report,0.118055555555556
Political Science,,NULL,,Political science and podcasts: an introduction,10.1017/s1049096519001677,0.212765957446808,political science,political science and podcasts an introduction,0.210144927536232
Health Resources and Service Administration,,NULL,,Human resources and public administration,10.1017/s1049096519001793,0.210795991680847,health resources and service administration,human resources and public administration,0.210795991680847
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International membership list,10.1017/s1049096520000128,0.237656739811912,international authority database,international membership list,0.237656739811912
Demographic and Health Surveys Working Group Dataverse,,NULL,,Demographic change and the future of congress,10.1017/s1049096510000053,0.223456790123457,demographic and health surveys working group dataverse,demographic change and the future of congress,0.223456790123457
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096513000437,0.197916666666667,international authority database,international,0.197916666666667
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International,10.1017/s1049096513000930,0.197916666666667,international authority database,international,0.197916666666667
Perceptions of Electoral Integrity,doi:10.7910/DVN/24075,"c(""Pippa Norris"", ""Richard W. Frank"", ""Ferran Martinez i Coma"")",Perceptions of Electoral Integrity Dataverse,Perceptions of rivalry,10.1017/s1049096513001583,0.166412019353196,perceptions of electoral integrity,perceptions of rivalry,0.166412019353196
International Authority Database,doi:10.7910/DVN/VA6RQV,"c(""Z�rn, Michael"", ""Tokhi, Alexandros"", ""Binder, Martin"")",International Authority Dataverse,International membership list,10.1017/s1049096519000416,0.237656739811912,international authority database,international membership list,0.237656739811912
Perspectives on Politics,,NULL,,Perspectives on politics editors' report 2017,10.1017/s1049096518000203,0.155555555555556,perspectives on politics,perspectives on politics editors' report 2017,0.155555555555556
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s104909651600281x,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516003139,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516002122,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516002237,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
The Political Economy of Power-Sharing,,NULL,,The political economy model: 2016 us election forecasts,10.1017/s1049096516001335,0.233692185007975,the political economy of power-sharing,the political economy model 2016 us election forecasts,0.230100714749838
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516001499,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516000949,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516000044,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
U.S. Presidential Elections,,NULL,,Us presidential election forecasting,10.1017/s104909651400002x,0.126543209876543,u.s. presidential elections,us presidential election forecasting,0.126543209876543
PS: Political Science & Politics,,NULL,,"Ps: political science \& politics editors' report, 2019–2020",10.1017/s1049096520001249,0.155555555555556,ps political science & politics,"ps political science \& politics editors' report, 2019–2020",0.15819209039548
Political Science,,NULL,,"Political science, public intellectualism, and podcasting",10.1017/s104909651900163x,0.233918128654971,political science,"political science, public intellectualism, and podcasting",0.233918128654971
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516002894,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096517000993,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
"Climate Change Helplessness, Study 3",doi:10.7910/DVN/KXW0LE,"Salomon, Erika",Climate Change Helplessness Dataverse,Climate change justice,10.1017/s1049096512001400,0.220405812511076,"climate change helplessness, study 3",climate change justice,0.220405812511076
The Political Economy of Power-Sharing,,NULL,,The political economy model: a blue wave forecast for 2020,10.1017/s1049096520001365,0.23330686630369,the political economy of power-sharing,the political economy model a blue wave forecast for 2020,0.230080409356725
Political Science Research and Methods (PSRM) Dataverse,,NULL,,Political science research in settings of intractable conflict,10.1017/s1049096519000234,0.230272035858189,political science research and methods (psrm) dataverse,political science research in settings of intractable conflict,0.230272035858189
Replication Data for: Patrons and Personnel--The foreign determinants of military recruitment policies,doi:10.7910/DVN/4R486M,"Margulies, Max",Security Studies Dataverse,"Positionality, personal insecurity, and female empathy in security studies research",10.1017/s1049096514000286,0.237826679853743,patrons and personnel--the foreign determinants of military recruitment policies,"positionality, personal insecurity, and female empathy in security studies research",0.237826679853743
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096517000300,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
The Feed the Future Horticulture Innovation Lab,,NULL,,The troubled future of colleges and universities,10.1017/s1049096512001606,0.209367612293144,the feed the future horticulture innovation lab,the troubled future of colleges and universities,0.209367612293144
Rethinking the Value of Advanced Mathematics Participation Project Dataverse,,NULL,,Rethinking the undergraduate political science major: an introduction to the symposium,10.1017/s1049096520001900,0.242591150179889,rethinking the value of advanced mathematics participation project dataverse,rethinking the undergraduate political science major an introduction to the symposium,0.239581574256497
06242: Introduction to Ecologies,doi:10.7910/DVN/27520,"Dandois, Jonathan",GSD Design Data Dataverse,Introduction,10.1017/s1049096516002171,0.208333333333333,06242 introduction to ecologies,introduction,0.204301075268817
Extremely sparse olfactory inputs are sufficient to mediate innate aversion in Drosophila,doi:10.7910/DVN/29507,"Gao, Xiaojing",Innate aversion mediated by extremely sparse olfactory inputs Dataverse,Socially mediated internet surveys: recruiting participants for online experiments,10.1017/s1049096513001029,0.235096496880547,extremely sparse olfactory inputs are sufficient to mediate innate aversion in drosophila,socially mediated internet surveys recruiting participants for online experiments,0.231382756039435
Perspectives on Politics,,NULL,,Perspectives on politics editors' report 2019,10.1017/s1049096520000645,0.155555555555556,perspectives on politics,perspectives on politics editors' report 2019,0.155555555555556
Political Science,,NULL,,"Political science, political sex",10.1017/s1049096510001800,0.15625,political science,"political science, political sex",0.15625
Elections Project Dataverse,,NULL,,Elections as theater,10.1017/s1049096515001225,0.190740740740741,elections project dataverse,elections as theater,0.190740740740741
